neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,6,2999.0,0.0020006668889629878
n1,Open-arm,2,266.0,0.007518796992481203
n1,Middle,1,82.0,0.012195121951219513
n1,Close-arm,3,940.0,0.0031914893617021275
n1,Close-arm-Stand,1,120.0,0.008333333333333333
n1,Close-arm-groom,3,537.0,0.00558659217877095
n1,Close-arm-stiff,2,971.0,0.0020597322348094747
n1,Open-arm-probe,0,24.0,0.0
n1,Open-arm-clime,0,9.0,0.0
n1,Middle-scratch,0,7.0,0.0
n1,Close-arm-clime,0,8.0,0.0
n2,ALL,8,2999.0,0.00266755585195065
n2,Open-arm,3,266.0,0.011278195488721804
n2,Middle,0,82.0,0.0
n2,Close-arm,5,940.0,0.005319148936170213
n2,Close-arm-Stand,0,120.0,0.0
n2,Close-arm-groom,3,537.0,0.00558659217877095
n2,Close-arm-stiff,7,971.0,0.007209062821833162
n2,Open-arm-probe,0,24.0,0.0
n2,Open-arm-clime,0,9.0,0.0
n2,Middle-scratch,0,7.0,0.0
n2,Close-arm-clime,0,8.0,0.0
n3,ALL,7,2999.0,0.002334111370456819
n3,Open-arm,2,266.0,0.007518796992481203
n3,Middle,0,82.0,0.0
n3,Close-arm,3,940.0,0.0031914893617021275
n3,Close-arm-Stand,0,120.0,0.0
n3,Close-arm-groom,2,537.0,0.0037243947858473
n3,Close-arm-stiff,2,971.0,0.0020597322348094747
n3,Open-arm-probe,0,24.0,0.0
n3,Open-arm-clime,0,9.0,0.0
n3,Middle-scratch,0,7.0,0.0
n3,Close-arm-clime,0,8.0,0.0
n4,ALL,6,2999.0,0.0020006668889629878
n4,Open-arm,1,266.0,0.0037593984962406013
n4,Middle,0,82.0,0.0
n4,Close-arm,3,940.0,0.0031914893617021275
n4,Close-arm-Stand,0,120.0,0.0
n4,Close-arm-groom,2,537.0,0.0037243947858473
n4,Close-arm-stiff,6,971.0,0.006179196704428424
n4,Open-arm-probe,1,24.0,0.041666666666666664
n4,Open-arm-clime,0,9.0,0.0
n4,Middle-scratch,0,7.0,0.0
n4,Close-arm-clime,0,8.0,0.0
n5,ALL,12,2999.0,0.0040013337779259755
n5,Open-arm,0,266.0,0.0
n5,Middle,1,82.0,0.012195121951219513
n5,Close-arm,6,940.0,0.006382978723404255
n5,Close-arm-Stand,1,120.0,0.008333333333333333
n5,Close-arm-groom,5,537.0,0.00931098696461825
n5,Close-arm-stiff,7,971.0,0.007209062821833162
n5,Open-arm-probe,0,24.0,0.0
n5,Open-arm-clime,0,9.0,0.0
n5,Middle-scratch,0,7.0,0.0
n5,Close-arm-clime,0,8.0,0.0
n6,ALL,12,2999.0,0.0040013337779259755
