behavior,total_calcium_events,duration_seconds,frequency_hz,neuron_count,avg_frequency_per_neuron
ALL,674,624.7916666666667,1.0787595865288429,62,0.017399348169820045
Open-arm,62,42.5,1.4588235294117646,62,0.023529411764705882
Open-arm-tremble,603,567.5,1.062555066079295,62,0.017137984936762822
