Neuron,Start Time,Amplitude,Peak,Decay Time,Rise Time,Latency,Frequency,k-means-ED,k-means-EMD,k-means-Hausdorff,k-means-Manhattan,Hierarchical,GMM,Spectral,t-SNE-1,t-SNE-2,UMAP-1,UMAP-2
n1,1,0.378866667,0.393,0,0,0,0.433333333,3,0,1,1,0,4,0,-89.662224,12.393549,4.1386585,-12.141749
n1,6,0.234133333,0.191,0,0,0,0.566666667,3,0,1,1,0,4,0,-84.113495,16.507229,4.4446335,-11.58249
n1,11,0.258433333,0.191,0,1,1,0.533333333,3,0,1,1,0,4,0,-87.067276,23.179237,5.007249,-12.478495
n1,16,0.300433333,0.191,0,1,1,0.466666667,3,0,1,1,0,4,0,-81.389275,26.665453,5.2518625,-11.378251
n1,21,0.294433333,0.191,0,0,0,0.433333333,3,0,1,1,0,4,0,-81.41268,35.22447,8.087042,-6.709199
n1,26,0.2859,0.191,1,0,1,0.466666667,3,0,1,1,0,3,0,-74.03701,36.847095,5.2690167,-14.293862
n1,31,0.197366667,0.08,0,0,0,0.466666667,3,0,1,1,0,4,0,-74.07756,26.10369,6.729381,-12.91752
n1,36,0.1933,0.08,0,0,0,0.466666667,3,0,1,1,0,4,0,-70.98873,30.188189,7.297318,-13.008733
n1,41,0.186366667,0.08,0,5,5,0.466666667,3,0,1,1,0,1,0,-67.47467,25.604767,7.5093246,-12.395266
n1,46,0.152966667,0.08,1,0,1,0.566666667,3,0,1,1,0,3,0,-64.020454,23.125513,7.6890235,-11.9411125
n1,51,0.166233333,0.08,0,0,0,0.533333333,3,0,1,1,0,4,0,-64.4461,18.610376,7.680265,-11.43799
n1,56,0.156,0.055,2,0,2,0.433333333,3,0,1,1,0,3,0,-68.75717,15.237449,6.620139,-11.355565
n1,61,0.157566667,0.055,0,1,1,0.433333333,3,0,1,1,0,4,0,-69.68212,9.5780735,5.951301,-12.712002
n1,66,0.179866667,0.055,0,3,3,0.433333333,3,0,1,1,0,4,0,-75.78508,5.445637,7.1021028,-10.634482
n1,71,0.1883,0.055,0,0,0,0.5,3,0,1,1,0,4,0,-73.20192,0.8707465,7.859952,-10.711961
n1,76,0.2215,0.055,0,0,0,0.566666667,3,0,1,1,0,4,0,-80.41526,10.076805,7.561026,-10.176518
n1,81,0.243566667,0.055,0,0,0,0.533333333,3,0,1,1,0,4,0,-85.853935,3.7277346,7.8708334,-9.427132
n1,86,0.176366667,-0.021,0,0,0,0.5,3,0,1,1,0,4,0,-81.01735,-2.906279,6.778068,-9.473252
n1,91,0.185233333,-0.021,0,1,1,0.5,3,0,1,1,0,4,0,-87.0091,-4.605689,7.0461745,-8.903388
n1,96,0.138366667,-0.059,0,2,2,0.566666667,3,0,1,1,0,4,0,-83.25049,-12.960511,6.378174,-8.981691
n1,101,0.136633333,-0.059,0,0,0,0.566666667,3,0,1,1,0,4,0,-77.97385,-17.75581,5.787992,-9.258123
n1,106,0.1566,-0.015,0,1,1,0.466666667,3,0,1,1,0,4,0,-83.86584,-20.23831,5.784906,-9.816228
n1,111,0.188366667,0.047,0,0,0,0.433333333,3,0,1,1,0,4,0,-82.66461,-27.357796,5.068007,-13.784131
n1,116,0.1805,0.047,0,4,4,0.4,3,0,1,1,0,4,0,-75.503296,-32.825325,3.534481,-13.179766
n1,121,0.158166667,0.047,0,9,9,0.466666667,3,0,1,1,0,1,0,-75.37823,-37.41319,2.912063,-13.084322
n1,126,0.152666667,0.047,0,4,4,0.5,3,0,1,1,0,4,0,-77.08029,-39.244083,2.5988867,-12.851544
n1,131,0.145833333,0.047,0,1,1,0.466666667,3,0,1,1,0,4,0,-76.36295,-45.131233,2.2402089,-13.21469
n1,136,0.1628,0.047,1,0,1,0.466666667,3,0,1,1,0,3,0,-70.879616,-50.054855,5.9076176,-15.4028425
n1,141,0.178733333,0.044,0,0,0,0.466666667,3,0,1,1,0,4,0,-69.772354,-43.36911,1.1885997,-12.780595
n1,146,0.2062,0.044,1,0,1,0.533333333,3,0,1,1,0,3,0,-66.12655,-39.302143,1.506722,-12.097428
n1,151,0.171766667,-0.006,0,0,0,0.533333333,3,0,1,1,0,4,0,-61.179108,-36.681713,1.4489874,-11.361237
n1,156,0.187366667,-0.006,0,0,0,0.566666667,3,0,1,1,0,4,0,-67.166084,-31.67585,6.0439367,-7.623208
n1,161,0.258766667,0.082,0,1,1,0.533333333,3,0,1,1,0,4,0,-59.92022,-30.21346,2.4061515,-10.840496
n1,166,0.337266667,0.211,0,9,9,0.4,3,0,1,1,0,1,0,-63.5155,-22.483334,3.3262467,-9.973184
n1,171,0.3302,0.211,0,5,5,0.433333333,3,0,1,1,0,1,0,-62.722878,-21.604555,3.7253191,-9.854798
n1,176,0.294,0.211,0,3,3,0.433333333,3,0,1,1,0,4,0,-66.84232,-18.018553,3.593028,-9.765444
n1,181,0.301166667,0.211,0,4,4,0.5,3,0,1,1,0,4,0,-64.269554,-15.526514,4.9538417,-8.137201
n1,186,0.281066667,0.211,0,0,0,0.4,3,0,1,1,0,4,0,-72.149734,-14.392862,4.2176156,-9.283053
n1,191,0.295966667,0.247,1,0,1,0.366666667,3,0,1,1,0,3,0,-75.95344,-10.500599,8.720432,-3.4612381
n1,196,0.344566667,0.301,0,1,1,0.366666667,3,0,1,1,0,4,0,-72.98133,-5.38819,7.566663,-6.1311874
n1,201,0.3159,0.301,0,4,4,0.4,3,0,1,1,0,4,0,-66.906296,-7.150849,3.7515745,-8.713007
n1,206,0.293833333,0.301,0,10,10,0.5,3,0,1,1,0,1,0,-63.58393,-0.79953957,3.143595,-8.57972
n1,211,0.238833333,0.301,0,5,5,0.533333333,3,0,1,1,0,1,0,-62.583965,-1.9844935,2.920121,-8.465348
n1,216,0.192133333,0.301,0,2,2,0.5,3,0,1,1,0,4,0,-66.367516,2.3038177,2.9124362,-8.816398
n1,221,0.1854,0.301,2,0,2,0.566666667,3,0,1,1,0,3,0,-63.339874,6.164751,2.3344145,-9.125913
n1,226,0.6017,0.752,0,9,9,0.4,3,0,1,1,0,1,0,-60.495823,2.6737158,2.178788,-8.938852
n1,231,0.719366667,1.018,0,23,23,0.233333333,3,0,1,1,0,1,0,-59.787857,1.6835719,2.0460336,-8.807131
n1,236,0.610666667,1.018,0,18,18,0.4,3,0,1,1,0,1,0,-59.32253,1.7075437,1.9153076,-8.766324
n1,241,0.546233333,1.018,0,13,13,0.566666667,3,0,1,1,0,1,0,-58.15875,1.6143157,1.6766557,-8.694873
n1,246,0.473933333,1.018,0,9,9,0.533333333,3,0,1,1,0,1,0,-52.50018,-6.1356115,1.7178725,-8.369438
n1,251,0.402766667,1.018,0,4,4,0.533333333,3,0,1,1,0,1,0,-50.65118,-4.050882,4.4217863,-7.0408654
n1,256,0.376533333,1.018,10,0,10,0.433333333,3,0,1,1,0,3,0,-54.189682,-9.712114,1.8492917,-7.895628
n1,261,0.303433333,0.887,14,0,14,0.466666667,3,0,1,1,0,3,0,-54.801674,-15.119656,1.496476,-7.5466304
n1,266,0.278366667,0.799,15,1,16,0.533333333,3,0,1,1,0,0,0,-55.003395,-15.3134985,1.4444659,-7.486015
n1,271,0.3122,0.799,10,0,10,0.5,3,0,1,1,0,3,0,-54.635273,-15.804042,1.2783093,-7.4401913
n1,276,0.3569,0.799,5,0,5,0.6,3,0,1,1,0,3,0,-53.948242,-27.691532,1.0010549,-7.403368
n1,281,0.259133333,0.677,0,1,1,0.633333333,3,0,1,1,0,4,0,-54.541996,-34.530914,0.64383125,-7.1516213
n1,286,0.292933333,0.677,7,0,7,0.566666667,3,0,1,1,0,3,0,-54.21285,-38.053593,0.9934677,-6.9535556
n1,291,0.332433333,0.634,2,0,2,0.533333333,3,0,1,1,0,3,0,-47.735504,-42.686134,-1.9061877,-8.336942
n1,296,0.351333333,0.634,1,0,1,0.533333333,3,0,1,1,0,3,0,-57.6328,-43.887726,1.6050643,-6.469383
n1,301,0.3871,0.634,0,1,1,0.466666667,3,0,1,1,0,4,0,-62.059505,-47.69953,0.335977,-6.403828
n1,306,0.3047,0.525,0,1,1,0.4,3,0,1,1,0,4,0,-62.287052,-55.061577,0.20362717,-6.143933
n1,311,0.354933333,0.514,1,0,1,0.433333333,3,0,1,1,0,3,0,-56.43838,-53.673702,1.1566027,-6.0442038
n1,316,0.297333333,0.396,0,1,1,0.466666667,3,0,1,1,0,4,0,-55.124065,-59.677887,0.90233946,-5.569322
n1,321,0.318766667,0.396,1,0,1,0.466666667,3,0,1,1,0,3,0,-50.84072,-51.593452,1.4819492,-5.2225533
n1,326,0.3622,0.396,2,0,2,0.466666667,3,0,1,1,0,3,0,-46.152817,-52.445328,2.0086844,-5.542952
n1,331,0.239966667,0.236,4,0,4,0.5,3,0,1,1,0,3,0,-44.402454,-48.36108,2.495947,-5.6024866
n1,336,0.1877,0.15,0,0,0,0.466666667,3,0,1,1,0,4,0,-40.381893,-40.988064,5.843637,-6.5205445
n1,341,0.171633333,0.112,0,1,1,0.4,3,0,1,1,0,4,0,-47.79546,2.4266222,3.3234336,-5.097505
n1,346,0.1747,0.112,0,1,1,0.4,3,0,1,1,0,4,0,-47.023205,7.4227777,4.1648088,-4.988936
n1,351,0.195,0.112,0,0,0,0.5,3,0,1,1,0,4,0,-53.44209,10.007255,4.752708,-5.288787
n1,356,0.117266667,0.003,0,0,0,0.566666667,3,0,1,1,0,4,0,-47.11602,12.199742,6.2927566,-5.1304345
n1,361,0.123866667,-0.001,0,0,0,0.5,3,0,1,1,0,4,0,-51.09907,15.981866,5.799024,-4.8184643
n1,366,0.1406,-0.006,0,0,0,0.433333333,3,0,1,1,0,4,0,-45.871143,17.244555,7.1859713,-4.995525
n1,371,0.173866667,-0.006,0,0,0,0.566666667,3,0,1,1,0,4,0,-47.5891,21.99434,6.9197764,-4.355479
n1,376,0.145266667,-0.065,0,0,0,0.433333333,3,0,1,1,0,4,0,-49.743126,26.480644,7.7089095,-3.6445897
n1,381,0.1737,-0.067,0,1,1,0.5,3,0,1,1,0,4,0,-56.927273,23.986622,6.6059623,-3.6370823
n1,386,0.1579,-0.113,0,0,0,0.5,3,0,1,1,0,4,0,-54.03014,28.795284,7.101273,-3.0848436
n1,391,0.1513,-0.141,0,0,0,0.466666667,3,0,1,1,0,4,0,-51.41009,34.559082,7.185043,-2.2549548
n1,396,0.149066667,-0.167,0,0,0,0.466666667,3,0,1,1,0,4,0,-60.581474,29.749819,7.7332764,-2.415628
n1,401,0.163533333,-0.167,0,0,0,0.5,3,0,1,1,0,4,0,-57.118065,34.302845,6.209709,-2.3759775
n1,406,0.173966667,-0.167,0,0,0,0.5,3,0,1,1,0,4,0,-64.82068,34.63743,5.2395005,-2.4733288
n1,411,0.165366667,-0.167,0,3,3,0.5,3,0,1,1,0,4,0,-64.99945,39.461693,5.122546,-3.1483586
n1,416,0.160366667,-0.167,0,0,0,0.5,3,0,1,1,0,4,0,-62.53349,43.754757,5.091072,-2.6122465
n1,421,0.1716,-0.172,0,0,0,0.533333333,3,0,1,1,0,4,0,-70.97435,46.095715,5.4750686,-1.8297124
n1,426,0.102933333,-0.255,0,0,0,0.6,3,0,1,1,0,4,0,-68.67115,53.820786,6.9522185,-1.2479678
n1,431,0.1002,-0.255,0,1,1,0.6,3,0,1,1,0,4,0,-62.731457,50.54485,3.5904593,-3.2446542
n1,436,0.0881,-0.267,0,0,0,0.6,3,0,1,1,0,4,0,-56.412205,52.76457,-0.94099206,-6.7519093
n1,441,0.0916,-0.274,0,0,0,0.6,3,0,1,1,0,4,0,-60.81003,58.25151,3.8289456,-4.1231484
n1,446,0.1078,-0.268,0,0,0,0.566666667,3,0,1,1,0,4,0,-60.14246,65.54062,2.685627,-4.2596807
n1,451,0.1723,-0.19,0,1,1,0.5,3,0,1,1,0,4,0,-53.037334,67.8682,1.0698711,-3.8537643
n1,456,0.206866667,-0.148,0,0,0,0.366666667,3,0,1,1,0,4,0,-52.902786,62.062756,0.6144555,-3.406526
n1,461,0.223433333,-0.148,0,0,0,0.466666667,3,0,1,1,0,4,0,-46.006214,69.20645,7.0853767,-0.24582388
n1,466,0.243666667,-0.148,0,2,2,0.5,3,0,1,1,0,4,0,-45.259644,61.77743,0.047801822,-3.9149618
n1,471,0.258166667,-0.148,0,2,2,0.5,3,0,1,1,0,4,0,-43.600365,56.10092,0.058163073,-4.598751
n1,476,0.248966667,-0.148,0,0,0,0.5,3,0,1,1,0,4,0,-47.492794,52.241035,-0.5566578,-4.586783
n1,481,0.266533333,-0.148,0,0,0,0.533333333,3,0,1,1,0,4,0,-41.91295,50.31686,-1.7593633,-4.416977
n1,486,0.204,-0.216,0,1,1,0.5,3,0,1,1,0,4,0,-38.432095,46.284702,-1.5712347,-5.1376863
n1,491,0.193433333,-0.216,0,3,3,0.533333333,3,0,1,1,0,4,0,-43.222515,43.23899,-1.1149157,-5.3956594
n1,496,0.176333333,-0.216,0,4,4,0.5,3,0,1,1,0,4,0,-46.894764,41.631832,-1.6831856,-5.8929405
n1,501,0.163233333,-0.216,0,0,0,0.433333333,3,0,1,1,0,4,0,-43.097378,-0.8300116,2.2238405,-2.5761168
n1,506,0.170566667,-0.216,0,2,2,0.433333333,3,0,1,1,0,4,0,-40.325657,-7.026668,2.8848295,-2.0103421
n1,511,0.150333333,-0.216,0,4,4,0.566666667,3,0,1,1,0,4,0,-44.20567,-6.9681783,3.1401806,-1.8860914
n1,516,0.154466667,-0.2,0,0,0,0.533333333,3,0,1,1,0,4,0,-44.984882,-11.598112,3.4190514,-1.4946349
n1,521,0.141666667,-0.2,0,3,3,0.466666667,3,0,1,1,0,4,0,-44.587997,-17.556553,2.7180133,-1.350468
n1,526,0.140466667,-0.2,0,1,1,0.5,3,0,1,1,0,4,0,-47.627804,-20.514265,2.5317178,-0.9648357
n1,531,0.127866667,-0.195,0,5,5,0.466666667,3,0,1,1,0,1,0,-44.59793,-21.690676,2.4298117,-0.91975117
n1,536,0.118033333,-0.195,0,0,0,0.5,3,0,1,1,0,4,0,-46.581444,-29.292992,2.110391,-0.018341972
n1,541,0.131233333,-0.195,0,0,0,0.433333333,3,0,1,1,0,4,0,-46.686794,-35.765713,-3.6360703,-4.2654314
n1,546,0.139133333,-0.195,0,0,0,0.5,3,0,1,1,0,4,0,-40.89874,-35.435104,-3.377977,-3.4583776
n1,551,0.151166667,-0.195,0,3,3,0.533333333,3,0,1,1,0,4,0,-36.255016,-35.195198,3.8339055,0.56431633
n1,556,0.1564,-0.195,0,0,0,0.5,3,0,1,1,0,4,0,-33.9349,-31.353949,3.5951815,-0.12761778
n1,561,0.120766667,-0.255,0,0,0,0.4,3,0,1,1,0,4,0,-41.05025,-28.456987,-1.3344465,-10.32061
n1,566,0.130233333,-0.255,0,0,0,0.333333333,3,0,1,1,0,4,0,-39.267574,-23.57088,4.583376,-0.95144343
n1,571,0.129866667,-0.255,0,3,3,0.333333333,3,0,1,1,0,4,0,-33.29677,-25.425236,4.528221,-0.106299356
n1,576,0.1323,-0.245,0,0,0,0.4,3,0,1,1,0,4,0,-32.919876,-21.110554,5.256198,0.43960384
n1,581,0.136366667,-0.245,0,0,0,0.4,1,0,1,1,0,4,0,-29.14288,-29.068386,6.1543355,0.33120924
n1,586,0.1339,-0.245,0,8,8,0.433333333,1,0,1,1,0,1,0,-27.042944,-24.417103,5.6824813,-0.59558
n1,591,0.1229,-0.245,0,3,3,0.566666667,1,3,1,1,0,4,0,-25.448626,-21.564411,-0.3740988,-2.7398856
n1,596,0.124966667,-0.245,0,0,0,0.533333333,1,3,1,1,0,4,0,-29.989864,-17.87834,-0.58211046,-3.0411732
n1,601,0.133033333,-0.245,0,0,0,0.466666667,1,3,0,1,0,4,4,-24.159863,-16.70183,-3.9687655,-7.378826
n1,606,0.1251,-0.266,0,1,1,0.433333333,1,3,0,1,0,4,0,-27.68506,-12.562727,-1.5697672,-2.875096
n1,611,0.1159,-0.268,0,0,0,0.433333333,1,3,0,2,0,4,0,-24.11223,-8.945554,7.727056,1.0731264
n1,616,0.103166667,-0.28,0,1,1,0.466666667,1,3,0,2,0,4,0,-31.603428,-9.817127,-2.1088834,-2.1632879
n1,621,0.158733333,-0.225,0,2,2,0.433333333,1,3,0,2,0,4,0,-31.911215,-5.9097424,-1.7996382,-2.1858554
n1,626,0.141933333,-0.225,0,4,4,0.433333333,1,3,0,2,0,4,0,-36.116604,-1.5779835,-3.0040529,-2.185208
n1,631,0.1286,-0.225,0,1,1,0.466666667,1,3,0,2,0,4,0,-32.61685,-0.014148834,-1.7210356,-1.4832181
n1,636,0.123533333,-0.225,0,1,1,0.433333333,1,3,0,2,0,4,0,-35.364025,4.6497216,-1.1427433,-1.655317
n1,641,0.115233333,-0.225,0,1,1,0.433333333,1,3,0,2,0,4,0,-40.747112,3.6392715,-0.69724244,-1.3333628
n1,646,0.114733333,-0.225,0,2,2,0.433333333,1,3,0,2,0,4,0,-41.213264,8.92877,0.022747686,-1.2205048
n1,651,0.1088,-0.231,0,0,0,0.5,1,3,0,2,0,4,0,-36.208023,12.65019,0.35268068,-0.8703619
n1,656,0.125766667,-0.231,0,1,1,0.533333333,1,3,0,2,0,4,0,-40.81871,14.493857,-0.29405293,-0.5023958
n1,661,0.143133333,-0.231,0,0,0,0.433333333,1,3,0,2,0,4,0,-41.63744,19.967928,0.57467777,-0.47020164
n1,666,0.129933333,-0.247,0,0,0,0.5,1,3,0,2,0,4,0,-43.939075,25.195377,0.33110398,0.21087453
n1,671,0.149,-0.247,0,0,0,0.533333333,1,3,0,2,0,4,0,-46.97199,30.799067,1.0784374,0.27389959
n1,676,0.086566667,-0.314,0,0,0,0.566666667,1,3,0,2,0,4,0,-44.04333,35.63424,-6.1455927,2.4547188
n1,681,0.086066667,-0.33,0,1,1,0.566666667,1,3,0,2,0,4,0,-35.69791,25.85443,-1.3125236,0.024842873
n1,686,0.0975,-0.33,0,0,0,0.566666667,1,3,0,2,0,4,0,-41.1927,30.034988,-1.0113534,0.81685925
n1,691,0.1052,-0.33,0,1,1,0.533333333,1,3,0,2,0,4,0,-37.65499,32.882824,-0.15487628,0.7430088
n1,696,0.1089,-0.334,0,2,2,0.566666667,1,3,0,2,0,4,0,-37.854607,38.07285,-2.4993453,-0.4591304
n1,701,0.1562,-0.279,0,0,0,0.566666667,1,3,0,2,0,4,0,-33.940907,43.138947,-7.6828966,3.850932
n1,706,0.1696,-0.266,0,0,0,0.566666667,1,3,0,2,0,4,0,-29.770105,40.20082,-3.4542828,-1.096483
n1,711,0.160333333,-0.266,0,1,1,0.566666667,1,3,0,2,0,4,0,-33.249477,35.40201,-3.2022846,-0.30139482
n1,716,0.1591,-0.266,0,0,0,0.566666667,1,3,0,2,0,4,0,-28.188137,35.107544,-3.9247386,-0.56854707
n1,721,0.149966667,-0.266,0,0,0,0.466666667,1,3,0,2,0,4,0,-26.324062,30.758675,-6.550462,4.2404723
n1,726,0.150133333,-0.266,0,0,0,0.466666667,1,3,0,2,0,4,0,-30.363968,26.095592,-4.365722,-0.016205413
n1,731,0.157966667,-0.266,0,0,0,0.566666667,1,3,0,2,0,4,0,-25.298738,26.169058,-5.0183587,0.40538162
n1,736,0.1121,-0.319,0,0,0,0.566666667,1,3,0,2,0,4,0,-21.385695,23.221142,-4.447047,0.9519287
n1,741,0.1198,-0.313,0,2,2,0.566666667,1,3,0,2,0,4,0,-24.396275,19.13448,-3.542967,0.6860199
n1,746,0.1595,-0.249,0,1,1,0.466666667,1,3,0,2,0,4,0,-25.308807,13.8228035,-2.2814705,0.92494375
n1,751,0.154633333,-0.249,0,3,3,0.533333333,1,3,0,2,0,4,0,-30.23057,12.570893,-2.8539512,1.2510202
n1,756,0.7384,0.365,0,0,0,0.333333333,1,3,0,2,0,1,0,-32.026745,8.519804,-4.35999,-4.5701194
n1,761,1.0349,0.855,0,23,23,0.233333333,1,3,0,2,0,1,0,-21.91252,-13.51676,-2.6600657,1.8845383
n1,766,0.843366667,0.855,0,19,19,0.366666667,1,3,0,2,0,1,0,-21.59672,-13.6608305,-2.6033444,1.9369661
n1,771,0.672766667,0.855,0,14,14,0.533333333,1,3,0,2,0,1,0,-20.956074,-13.838567,-2.530499,2.01644
n1,776,0.533366667,0.855,0,9,9,0.7,1,3,0,2,0,1,0,-20.130926,-13.492992,-2.4453173,2.0337644
n1,781,0.390566667,0.855,0,5,5,0.7,1,3,0,2,2,1,0,-19.169432,-12.153032,-2.3127978,1.9542303
n1,786,0.2653,0.855,20,0,20,0.466666667,1,3,0,2,2,3,0,-29.533743,-34.761585,-2.3494158,3.5343263
n1,791,0.253466667,0.791,16,0,16,0.566666667,1,3,0,2,2,3,0,-29.041847,-34.522133,-2.42433,3.4960926
n1,796,0.256,0.726,11,0,11,0.566666667,1,3,0,2,2,3,0,-28.506083,-34.360153,-2.4696064,3.4770708
n1,801,0.206933333,0.626,20,0,20,0.466666667,1,3,0,2,2,3,0,-28.843287,-35.531345,-2.3012123,3.6442869
n1,806,0.236466667,0.612,15,0,15,0.366666667,1,3,0,2,2,3,0,-28.117483,-35.448105,-2.4052901,3.6420074
n1,811,0.2812,0.612,10,0,10,0.433333333,1,3,0,2,2,3,0,-26.60987,-35.694,-2.546988,3.8362439
n1,816,0.2914,0.572,6,0,6,0.533333333,1,3,0,2,2,3,0,-25.885088,-35.63947,-2.7712162,4.077837
n1,821,0.142733333,0.385,11,0,11,0.566666667,1,3,0,2,2,3,0,-27.400784,-37.992516,-2.2542725,3.9727206
n1,826,0.1801,0.385,6,0,6,0.433333333,1,3,0,2,2,3,0,-23.187578,-43.44359,-3.0924315,5.2119255
n1,831,0.211966667,0.385,1,0,1,0.4,1,3,0,2,2,3,0,-27.46511,-47.20115,-2.6399825,5.50322
n1,836,0.273766667,0.385,1,0,1,0.566666667,1,3,0,2,2,3,0,-31.624325,-41.786713,-1.9858902,5.0615478
n1,841,0.2109,0.276,1,0,1,0.6,1,3,0,2,2,3,0,-35.331337,-44.09147,-1.4044027,4.3008833
n1,846,0.259466667,0.276,1,0,1,0.5,1,3,0,2,2,3,0,-37.643555,-48.879696,-1.0428125,3.7121854
n1,851,0.2252,0.201,0,0,0,0.433333333,1,3,0,2,2,4,0,-36.287712,-54.081444,-0.5453657,2.9973638
n1,856,0.260966667,0.201,0,0,0,0.466666667,1,3,0,2,2,4,0,-30.12928,-52.973373,-0.38296315,3.470354
n1,861,0.191266667,0.066,0,0,0,0.533333333,1,3,0,2,2,4,0,-36.44143,-59.30335,0.7316975,1.7765557
n1,866,0.227133333,0.094,0,0,0,0.533333333,1,3,0,2,2,4,0,-42.683983,-58.220314,2.1592827,2.133099
n1,871,0.2359,0.094,0,0,0,0.466666667,1,3,0,2,2,4,0,-47.909454,-61.04304,1.5553657,1.8834349
n1,876,0.2413,0.094,0,0,0,0.533333333,1,3,0,2,2,4,0,-48.297638,-67.23164,0.8817163,2.7763562
n1,881,0.268433333,0.094,0,0,0,0.5,1,3,0,2,2,4,0,-43.255066,-71.005295,3.1066658,1.6513609
n1,886,0.284166667,0.094,0,6,6,0.5,1,3,0,2,2,1,0,-38.502193,-67.92908,1.1633309,3.2232678
n1,891,0.260533333,0.094,0,1,1,0.566666667,1,3,0,2,2,4,0,-35.464638,-71.221664,0.8800107,3.6530726
n1,896,0.207533333,0.033,0,0,0,0.533333333,1,3,0,2,2,4,0,-38.381626,-78.87934,0.75927585,5.570641
n1,901,0.221733333,0.033,1,0,1,0.5,1,3,0,2,2,3,0,-30.759289,-78.89656,0.35662448,4.877968
n1,906,0.163233333,-0.048,0,1,1,0.466666667,1,3,0,2,2,4,0,-24.23773,-80.841736,0.38105008,5.275742
n1,911,0.177933333,-0.048,0,2,2,0.433333333,1,3,0,2,2,4,0,-27.938833,-70.79695,-0.6466443,5.4031873
n1,916,0.179666667,-0.048,0,0,0,0.433333333,1,3,0,2,2,4,0,-22.43496,-72.91849,-0.36113766,4.6990247
n1,921,0.1782,-0.064,0,0,0,0.466666667,1,3,0,2,2,4,0,-16.660263,-78.52021,5.7361293,3.0380683
n1,926,0.191333333,-0.064,0,1,1,0.5,1,3,0,2,2,4,0,-16.516865,-70.412674,4.9874554,3.5722275
n1,931,0.179633333,-0.074,0,0,0,0.5,1,3,0,2,2,4,0,-21.19916,-66.65197,8.669679,1.2332801
n1,936,0.1913,-0.074,0,2,2,0.5,1,3,0,2,2,4,0,-13.812037,-64.538445,4.644241,2.7686126
n1,941,0.2025,-0.074,0,0,0,0.533333333,1,3,0,2,2,4,0,-12.925372,-59.348183,4.1126423,2.3265657
n1,946,0.219,-0.074,0,1,1,0.5,1,3,0,2,2,4,0,-17.981495,-57.208546,3.861693,3.0345197
n1,951,0.1597,-0.142,0,0,0,0.5,1,3,0,2,2,4,0,-26.103313,-56.8784,0.21110447,6.151173
n1,956,0.159533333,-0.142,0,1,1,0.5,1,3,0,2,2,4,0,-23.372227,-52.566734,1.6366214,5.5551076
n1,961,0.110666667,-0.202,0,2,2,0.533333333,1,3,0,2,2,4,0,-18.594389,-50.55334,2.1409733,5.528549
n1,966,0.124433333,-0.178,0,4,4,0.566666667,1,3,0,2,2,4,0,-15.076826,-50.79109,2.6724834,5.2000957
n1,971,0.117566667,-0.178,0,2,2,0.6,1,3,0,2,2,4,0,-10.014281,-49.586456,3.1011837,5.407023
n1,976,0.117066667,-0.178,0,1,1,0.6,1,3,0,2,2,4,0,-17.313992,-42.851276,3.376743,4.924044
n1,981,0.189033333,-0.107,0,0,0,0.533333333,1,3,0,2,2,4,0,-9.838659,-44.288815,6.481491,4.2535934
n1,986,0.189033333,-0.107,0,2,2,0.533333333,1,3,0,2,2,4,0,-11.127491,-40.06308,2.98,4.154278
n1,991,0.199733333,-0.107,0,1,1,0.533333333,1,3,0,2,2,4,0,-15.450829,-37.97112,2.4277654,4.2029767
n1,996,0.215333333,-0.107,0,0,0,0.466666667,1,3,0,2,2,4,0,-14.878127,-32.577404,2.667303,3.619565
n1,1001,0.2267,-0.107,0,0,0,0.5,1,3,0,2,2,4,0,-8.775676,-33.840782,2.0126436,3.3835056
n1,1006,0.248533333,-0.107,0,0,0,0.5,1,3,0,2,2,4,0,-11.531131,-27.286581,2.8912408,2.741992
n1,1011,0.1291,-0.243,0,0,0,0.433333333,1,3,0,2,2,4,0,-19.83794,0.29812068,-0.51504064,7.0510225
n1,1016,0.132,-0.247,0,1,1,0.466666667,1,3,0,2,2,4,0,-23.63779,4.063167,-0.98203176,7.4836607
n1,1021,0.1387,-0.247,0,0,0,0.433333333,1,3,0,2,2,4,0,-25.469545,8.698702,6.7448916,3.1749046
n1,1026,0.127666667,-0.259,0,3,3,0.466666667,1,3,0,2,2,4,0,-18.389467,8.5767975,-1.4947342,7.7976246
n1,1031,0.123233333,-0.259,0,6,6,0.5,1,3,0,2,2,1,0,-20.260695,8.922488,-1.7130799,7.861848
n1,1036,0.1146,-0.259,0,1,1,0.466666667,1,3,0,2,2,4,0,-21.654127,30.184837,-1.7195234,8.184888
n1,1041,0.177666667,-0.192,0,2,2,0.5,1,3,0,2,2,4,0,-20.90093,34.210136,-2.2285204,8.327889
n1,1046,0.175166667,-0.192,0,0,0,0.466666667,1,3,0,2,2,4,0,-22.771503,38.53813,-1.9030486,8.954141
n1,1051,0.170233333,-0.192,0,3,3,0.466666667,1,3,0,2,2,4,0,-24.916243,41.87296,-2.562652,9.061411
n1,1056,0.179466667,-0.192,0,1,1,0.466666667,1,3,0,2,2,4,0,-5.4961476,-38.09163,-2.214797,12.409446
n1,1061,0.1814,-0.192,0,3,3,0.466666667,1,3,0,2,2,4,0,-35.88103,53.869785,3.981887,5.8846474
n1,1066,0.1763,-0.192,0,1,1,0.5,1,3,0,2,2,4,0,-33.375088,58.040443,2.6608624,6.7923255
n1,1071,0.168,-0.207,0,0,0,0.5,1,3,0,2,2,4,0,-37.76244,60.470997,3.059569,7.2770596
