Neuron,Start Time,Amplitude,Peak,Decay Time,Rise Time,Latency,Frequency,k-means-ED,k-means-EMD,k-means-Hausdorff,k-means-Manhattan,Hierarchical,GMM,Spectral,t-SNE-1,t-SNE-2,UMAP-1,UMAP-2
n36,2206,0.8619,3.13,24,0,24,0.5,2,1,4,0,1,3,0,34.037354,38.771164,17.283142,2.6639838
n36,2211,0.5862,2.743,30,0,30,0.533333333,2,1,4,0,1,3,0,33.772446,37.911045,17.272434,2.522573
n36,2216,0.697766667,2.743,30,0,30,0.466666667,2,1,4,0,1,3,0,33.960316,37.44882,17.166176,2.3718176
n36,2221,0.872933333,2.743,26,0,26,0.5,2,1,4,0,1,3,0,34.29085,36.860622,17.023893,2.2030861
n36,2226,1.031133333,2.743,21,0,21,0.466666667,2,1,4,0,1,3,0,34.824207,36.073025,16.834698,2.080058
n36,2231,0.765666667,2.338,22,0,22,0.433333333,2,1,4,0,1,3,0,34.912334,35.83837,16.795645,2.0502582
n36,2236,0.8703,2.323,17,0,17,0.333333333,2,1,4,0,1,3,0,35.4284,35.055733,16.618704,1.9665647
n36,2241,0.609933333,1.936,19,0,19,0.366666667,2,1,4,0,1,3,0,35.27053,34.787136,16.633886,1.9090058
n36,2246,0.1939,1.446,30,0,30,0.566666667,2,1,4,0,1,3,0,31.371244,23.835602,17.140327,1.0549958
n36,2251,0.196266667,1.411,30,1,31,0.5,2,1,4,0,1,2,0,31.316837,23.628174,17.15204,0.9903216
n36,2256,0.366866667,1.601,30,1,31,0.533333333,2,1,4,0,1,0,0,31.252342,23.36882,17.177881,0.899305
n36,2261,0.379833333,1.601,30,0,30,0.5,2,1,4,0,1,3,0,31.161295,23.017878,17.224998,0.7662272
n36,2266,0.453266667,1.601,27,0,27,0.533333333,2,1,4,0,1,3,0,30.99461,22.574772,17.217169,0.6986582
n36,2271,0.527933333,1.601,22,0,22,0.466666667,2,1,4,0,1,3,0,30.699099,22.204872,17.11033,0.6111939
n36,2276,0.584733333,1.601,17,0,17,0.433333333,2,1,4,0,1,3,0,23.943016,-12.094302,16.910955,0.46572492
n36,2281,0.568866667,1.601,12,0,12,0.433333333,2,1,4,0,1,3,0,23.691925,-12.028455,16.9127,0.374599
n36,2286,0.4224,1.398,9,1,10,0.433333333,2,1,4,0,1,0,0,22.565798,-11.297435,17.146513,0.22592936
n36,2291,0.412566667,1.398,4,9,13,0.466666667,2,1,4,0,1,2,0,24.219896,-7.411974,17.590288,0.2271449
n36,2296,0.343633333,1.398,0,9,9,0.533333333,2,1,4,0,1,1,0,24.271955,-6.252306,17.937916,0.23584343
n36,2301,0.2848,1.398,13,4,17,0.6,2,1,4,0,1,2,0,23.116377,-2.4313467,18.149115,0.345905
n36,2306,0.333266667,1.544,8,2,10,0.533333333,2,1,4,0,1,2,0,23.731806,-1.9760507,18.559864,0.3284785
n36,2311,0.330233333,1.544,3,0,3,0.466666667,2,1,4,0,1,3,0,23.601189,1.1292704,16.580046,-0.72268
n36,2316,0.312833333,1.544,30,4,34,0.466666667,2,1,4,0,1,0,0,31.669827,18.321384,18.187332,-0.41262922
n36,2321,0.345566667,1.544,27,0,27,0.533333333,2,1,4,0,1,3,0,31.989803,17.950861,18.207657,-0.48117426
n36,2326,0.384966667,1.544,22,0,22,0.533333333,2,1,4,0,1,3,0,32.644585,16.856237,18.370813,-0.58912003
n36,2331,0.397433333,1.544,17,0,17,0.5,2,1,4,0,1,3,0,33.02122,16.201178,18.470627,-0.6353765
n36,2336,0.4501,1.484,12,0,12,0.5,2,1,4,0,1,3,0,33.368996,14.508929,18.796808,-0.6441581
n36,2341,0.4265,1.375,24,0,24,0.466666667,2,1,4,0,1,3,0,34.02565,17.007591,18.219856,-0.8300434
n36,2346,0.370166667,1.283,21,0,21,0.566666667,2,1,4,0,1,3,0,34.23621,16.625027,18.359076,-0.8254209
n36,2351,0.372933333,1.283,16,0,16,0.533333333,2,1,4,0,1,3,0,34.397167,15.94242,18.576443,-0.9271115
n36,2356,0.378733333,1.283,11,0,11,0.5,2,1,4,0,1,3,0,35.918163,0.20983805,18.745783,-1.0774459
n36,2361,0.5302,1.428,3,1,4,0.566666667,2,1,4,0,1,0,0,34.00106,2.1277926,19.6873,-1.6532167
n36,2366,0.4969,1.428,1,6,7,0.433333333,0,1,4,0,1,2,0,33.9913,-1.3655304,20.227606,-1.3348951
n36,2371,0.464733333,1.428,3,1,4,0.5,0,1,4,0,1,0,0,35.918335,-3.929198,20.488962,-1.6174084
n36,2376,0.488266667,1.428,24,1,25,0.433333333,0,4,4,0,1,0,0,36.91013,19.84614,16.243225,-1.2675109
n36,2381,0.496133333,1.428,19,0,19,0.4,0,4,4,0,1,3,0,37.26174,20.934397,15.957878,-1.2754979
n36,2386,0.517666667,1.428,14,1,15,0.4,0,4,2,0,1,0,0,37.37641,21.419481,15.827699,-1.2761652
n36,2391,0.4483,1.309,9,0,9,0.5,0,4,2,4,3,3,0,48.37936,49.27735,12.5245495,-0.69895804
n36,2396,0.3431,1.199,4,1,5,0.433333333,0,4,2,4,3,0,0,51.49676,54.707836,12.435622,-0.9350443
n36,2401,0.367233333,1.199,2,4,6,0.466666667,0,4,2,4,3,0,0,55.924133,59.33383,13.310229,-0.6067532
n36,2406,0.345433333,1.199,20,0,20,0.5,0,4,2,4,3,3,0,38.858078,21.91726,15.1776905,-1.396046
n36,2411,0.365166667,1.199,15,1,16,0.466666667,0,4,2,4,3,0,0,50.26634,39.72226,14.913205,-1.4729806
n36,2416,0.3694,1.199,10,4,14,0.533333333,0,4,2,4,3,0,0,50.493355,39.64582,14.766623,-1.5659112
n36,2421,0.4887,1.36,5,0,5,0.466666667,0,4,2,4,3,3,0,51.927773,40.032997,13.970882,-1.9266003
n36,2426,0.516266667,1.36,0,2,2,0.533333333,0,4,2,4,3,1,0,52.680546,34.488914,14.085498,-1.7927485
n36,2431,0.476566667,1.36,7,0,7,0.433333333,0,4,2,4,3,3,0,50.383884,37.167038,14.656957,-2.065577
n36,2436,0.493733333,1.36,2,3,5,0.5,0,4,2,4,3,0,0,46.217293,30.500332,14.833007,-2.1381512
n36,2441,0.502166667,1.36,4,0,4,0.5,0,4,2,4,3,3,0,45.558937,25.265728,14.784536,-2.7118921
n36,2446,0.5075,1.36,16,1,17,0.433333333,0,4,2,4,3,0,0,45.060688,22.51245,15.795562,-2.9261475
n36,2451,0.353,1.164,11,2,13,0.433333333,0,4,2,4,3,0,0,45.471516,17.490528,16.084072,-2.9588125
n36,2456,0.3672,1.164,6,0,6,0.5,0,4,2,4,3,3,0,46.056866,15.835005,16.340887,-3.007227
n36,2461,0.410366667,1.164,1,0,1,0.466666667,0,4,2,4,3,3,0,42.441204,14.030458,16.669676,-3.3938572
n36,2466,0.445766667,1.164,2,0,2,0.466666667,0,4,2,4,3,3,0,46.56498,6.0713305,16.628132,-2.5247731
n36,2471,0.4269,1.164,2,1,3,0.433333333,0,4,2,4,3,0,0,47.85949,1.9740576,17.125656,-2.4538414
n36,2476,0.5094,1.259,4,2,6,0.466666667,0,4,2,4,3,0,0,44.80936,1.2384303,17.72613,-2.7358508
n36,2481,0.5274,1.259,0,2,2,0.533333333,0,4,2,4,3,1,0,39.3589,-12.307943,18.135857,-3.1572607
n36,2486,0.543566667,1.259,0,1,1,0.5,0,4,2,4,3,1,0,38.030094,-17.051376,18.607553,-2.927774
n36,2491,0.524733333,1.259,0,7,7,0.5,0,4,2,4,3,1,0,38.58553,-20.05623,18.792164,-3.2220988
n36,2496,0.518433333,1.259,0,2,2,0.566666667,0,4,2,4,3,1,0,35.42417,-23.403154,19.410927,-3.1591153
n36,2501,0.549766667,1.259,0,1,1,0.566666667,0,4,2,4,3,1,0,37.32762,-27.233042,19.799911,-3.3549352
n36,2506,0.305933333,0.974,2,0,2,0.533333333,0,4,2,4,3,3,0,34.314552,-30.695597,20.230783,-3.5084364
n36,2511,0.345733333,1.005,3,0,3,0.5,0,4,2,4,3,3,0,38.777695,-32.773956,20.496006,-3.9176486
n36,2516,0.332133333,1.005,6,0,6,0.533333333,0,4,2,4,3,3,0,41.594265,-32.116608,19.933922,-4.28388
n36,2521,0.346166667,1.005,1,0,1,0.533333333,0,4,2,4,3,3,0,39.15426,-39.31402,20.002935,-4.850168
n36,2526,0.3345,1.005,1,0,1,0.566666667,0,4,2,4,3,3,0,46.42545,-39.6932,20.96064,-4.676891
n36,2531,0.329933333,1.005,0,2,2,0.533333333,0,4,2,4,3,4,0,42.31187,-44.369007,20.935694,-6.0963902
n36,2536,0.335566667,1.005,2,0,2,0.533333333,0,4,2,4,3,3,0,47.0144,-47.51706,21.50401,-5.6430087
n36,2541,0.3187,0.995,5,0,5,0.5,0,4,2,4,3,3,0,45.635426,-51.600605,20.29421,-5.5847692
n36,2546,0.337966667,0.995,0,1,1,0.466666667,0,4,2,4,3,4,0,39.506977,-56.160816,20.307093,-6.1516542
n36,2551,0.376533333,0.995,7,1,8,0.466666667,0,4,2,4,3,0,0,49.00811,-55.164127,19.382057,-5.6769395
n36,2556,0.440066667,0.995,2,0,2,0.5,0,4,2,4,3,3,0,48.14145,-57.77341,19.451227,-5.964032
n36,2561,0.4819,0.995,2,0,2,0.5,0,4,2,4,3,3,0,48.990772,-65.484985,19.62192,-6.688356
n36,2566,0.507066667,0.995,7,0,7,0.5,0,4,2,4,3,3,0,51.816452,-55.75599,18.880926,-5.821459
n36,2571,0.3336,0.8,6,0,6,0.466666667,0,4,2,4,3,3,0,52.935143,-55.910194,18.753626,-5.810962
n36,2576,0.2806,0.72,5,0,5,0.433333333,0,4,2,4,3,3,0,53.841187,-55.474182,18.481556,-5.6743484
n36,2581,0.3063,0.72,0,4,4,0.466666667,0,4,2,4,3,4,0,59.326214,-51.633545,10.779973,-1.9108366
n36,2586,0.280466667,0.72,0,1,1,0.433333333,0,4,2,4,3,4,0,55.28921,-47.442223,17.901968,-4.915012
n36,2591,0.731066667,1.275,0,1,1,0.4,0,4,2,4,3,1,0,52.515438,-43.305164,17.90555,-5.3805056
n36,2596,0.673,1.275,1,0,1,0.466666667,0,4,2,4,3,3,0,60.350807,-45.53825,17.306122,-4.8612022
n36,2601,0.6357,1.275,0,15,15,0.4,0,4,2,4,3,1,0,57.147617,-41.122433,17.241295,-5.450049
n36,2606,0.575566667,1.275,0,10,10,0.5,0,4,2,4,3,1,0,57.306976,-40.12344,17.103354,-5.538097
n36,2611,0.479266667,1.275,0,5,5,0.533333333,0,4,2,4,3,1,0,58.133076,-36.291035,23.506254,-2.214732
n36,2616,0.413,1.275,9,0,9,0.466666667,0,4,2,4,3,3,0,54.559437,-28.798677,16.347654,-6.2640615
n36,2621,0.3666,1.166,7,0,7,0.533333333,0,4,2,4,3,3,0,54.710655,-28.394714,16.28372,-6.250956
n36,2626,0.391933333,1.166,2,1,3,0.5,0,4,2,4,3,0,0,61.26787,-24.953299,15.975284,-7.0252676
n36,2631,0.398066667,1.146,1,0,1,0.466666667,0,4,2,4,3,3,0,56.208504,-24.128593,16.060123,-6.543393
n36,2636,0.450733333,1.146,12,0,12,0.566666667,0,4,2,4,3,3,0,52.835762,-26.237442,15.490615,-5.8753023
n36,2641,0.344966667,0.979,11,0,11,0.5,0,4,2,4,3,3,0,52.479153,-25.683706,15.319195,-5.7466974
n36,2646,0.363233333,0.922,6,0,6,0.5,0,4,2,4,3,3,0,52.201744,-23.953733,15.10757,-5.5912695
n36,2651,0.357766667,0.844,1,0,1,0.433333333,0,4,2,4,3,3,0,44.8666,-18.998512,20.664045,-8.227397
n36,2656,0.384033333,0.797,9,0,9,0.5,0,4,2,4,3,3,0,48.234436,-11.877483,14.61616,-5.4010983
n36,2661,0.294466667,0.659,4,0,4,0.5,0,4,2,4,3,3,0,47.480476,-11.978153,14.407723,-5.11937
n36,2666,0.285833333,0.659,7,0,7,0.5,0,4,2,4,3,3,0,48.105133,-10.488459,14.281551,-5.1934457
n36,2671,0.3144,0.659,2,0,2,0.5,0,4,2,4,3,3,0,47.7706,-6.745425,13.516086,-4.9113736
n36,2676,0.492,0.853,0,2,2,0.433333333,0,4,2,4,3,1,0,52.014652,-4.766866,12.606374,-4.544456
n36,2681,0.455633333,0.853,0,3,3,0.5,0,4,2,4,3,1,0,54.434578,-9.320644,12.157136,-4.6383214
n36,2686,0.738866667,1.228,0,3,3,0.433333333,0,4,2,4,3,1,0,56.196617,-12.683179,11.439055,-4.4547505
n36,2691,0.645066667,1.228,0,2,2,0.4,0,4,2,4,3,1,0,60.417904,-16.616241,9.775133,-9.848481
n36,2696,0.674433333,1.336,0,8,8,0.433333333,0,4,2,4,3,1,0,59.899586,-9.722809,10.3029785,-8.492546
n36,2701,0.6026,1.336,0,3,3,0.566666667,0,4,2,4,3,1,0,62.689713,-8.211137,10.3143835,-8.679358
n36,2706,0.551533333,1.336,0,7,7,0.666666667,0,4,2,4,3,1,0,60.573788,-7.7061677,10.491108,-8.434771
n36,2711,0.5091,1.336,0,3,3,0.466666667,0,4,2,4,3,1,0,60.709656,0.08708572,9.5099945,-8.464038
n36,2716,0.5109,1.336,9,0,9,0.5,0,4,2,4,3,3,0,58.319103,1.3510036,10.149066,-7.5241184
n36,2721,0.569,1.336,4,0,4,0.6,0,4,2,4,3,3,0,52.562977,6.6797395,10.326299,-6.4664845
n36,2726,0.309033333,0.993,6,0,6,0.566666667,0,4,2,4,3,3,0,52.03648,8.880772,10.49826,-6.5681767
n36,2731,0.396166667,1.067,1,0,1,0.5,0,4,2,4,3,3,0,54.042873,13.828114,11.865096,-6.122371
n36,2736,0.413566667,1.067,8,0,8,0.466666667,0,4,2,4,3,3,0,60.051792,10.386689,13.21682,-7.0572996
n36,2741,0.413166667,1.067,3,0,3,0.433333333,0,4,2,4,3,3,0,56.267082,18.373331,17.086554,-10.028606
n36,2746,0.412533333,1.067,1,4,5,0.433333333,0,4,2,4,3,0,0,57.416553,24.784065,15.635896,-8.494811
n36,2751,0.396966667,1.067,0,5,5,0.433333333,0,4,2,4,3,1,0,55.60265,26.978966,15.705832,-8.259243
n36,2756,0.372166667,1.067,7,0,7,0.433333333,0,4,2,4,3,3,0,59.418747,28.192902,15.0293665,-7.912686
n36,2761,0.305633333,0.975,2,0,2,0.433333333,0,4,2,4,3,3,0,60.51365,34.27593,15.015292,-7.6993785
n36,2766,0.324466667,0.975,3,0,3,0.4,0,4,2,4,3,3,0,60.92701,40.569653,15.227087,-9.478887
n36,2771,0.4906,1.141,8,0,8,0.4,0,4,2,4,3,3,0,65.35363,11.464044,13.596487,-8.154757
n36,2776,0.512833333,1.141,3,2,5,0.433333333,0,4,2,4,3,0,0,64.462006,25.035042,14.56612,-8.663894
n36,2781,0.518933333,1.141,2,0,2,0.466666667,0,4,2,4,3,3,0,63.84282,17.38724,13.962564,-8.661505
n36,2786,0.5338,1.141,0,1,1,0.466666667,0,4,2,4,3,1,0,70.1348,20.214117,13.557306,-8.603662
n36,2791,0.5492,1.141,1,0,1,0.433333333,0,4,2,4,3,3,0,67.826614,15.087043,13.121505,-9.131592
n36,2796,0.562866667,1.141,2,0,2,0.5,0,4,2,4,3,3,0,71.47446,11.008731,12.389365,-8.389184
n36,2801,0.356366667,0.905,6,0,6,0.466666667,0,4,2,4,3,3,0,71.20591,6.4285374,12.463531,-7.870072
n36,2806,0.373266667,0.905,1,0,1,0.4,0,4,2,4,3,3,0,73.911064,6.7745514,12.400096,-7.6216216
n36,2811,0.402233333,0.905,3,0,3,0.433333333,0,4,2,4,3,3,0,76.50545,1.6705012,12.725313,-6.578893
n36,2816,0.419733333,0.905,0,2,2,0.433333333,0,4,2,4,3,4,0,67.38843,-18.7562,11.048003,-7.678302
n36,2821,0.4365,0.905,0,1,1,0.466666667,0,4,2,4,3,4,0,70.19124,-23.386026,9.908535,-7.0602517
n36,2826,0.427933333,0.905,1,0,1,0.433333333,0,4,2,4,3,3,0,68.27844,-28.283478,9.281172,-6.732574
n36,2831,0.2686,0.715,4,0,4,0.433333333,0,4,2,4,3,3,0,70.481804,-35.09233,9.702862,-7.633388
n36,2836,0.2973,0.715,4,2,6,0.433333333,0,4,2,4,3,0,0,71.20095,-37.211876,9.650332,-7.8038344
n36,2841,0.308933333,0.715,1,0,1,0.466666667,0,4,2,4,3,3,0,69.78823,-47.002556,9.119211,-7.8338184
n36,2846,0.333566667,0.715,0,1,1,0.466666667,0,4,2,4,3,4,0,77.07153,-45.39018,8.237801,-7.757994
n36,2851,0.315433333,0.715,5,0,5,0.5,0,4,2,4,3,3,0,79.47663,-33.797993,10.587804,-10.480733
n36,2856,0.4129,0.814,0,1,1,0.466666667,0,4,2,4,3,4,0,81.91077,-29.446476,10.935455,-10.392845
n36,2861,0.422533333,0.89,0,1,1,0.466666667,0,4,2,4,3,4,0,80.770546,-22.19161,10.180723,-12.54086
n36,2866,2.659566667,3.42,0,15,15,0.3,0,4,2,4,3,1,0,78.40286,-16.084587,11.267721,-9.590358
n36,2871,2.516666667,3.698,0,21,21,0.3,0,4,2,4,3,1,0,78.78265,-15.20627,11.372821,-9.644101
n36,2876,2.0821,3.698,0,16,16,0.466666667,0,4,2,4,3,1,0,78.91642,-14.754865,11.4264,-9.667231
n36,2881,1.754066667,3.698,0,12,12,0.566666667,0,4,2,4,3,1,0,79.044624,-13.881394,11.614037,-9.743856
n36,2886,1.3574,3.698,0,7,7,0.666666667,0,4,2,4,3,1,0,79.16864,-12.403879,11.9236555,-9.863415
n36,2891,1.074766667,3.698,0,4,4,0.466666667,0,4,2,4,3,1,0,81.055786,-9.3978405,12.232244,-10.227606
n36,2896,1.019233333,3.698,30,0,30,0.466666667,0,4,2,4,3,3,0,73.15446,26.306782,14.176592,-11.688463
n36,2901,0.904533333,3.462,28,0,28,0.466666667,0,4,2,4,3,3,0,73.357086,26.446548,14.189633,-11.688708
n36,2906,1.0414,3.462,23,1,24,0.466666667,0,4,2,4,3,2,0,74.07363,26.505913,14.240643,-11.698673
n36,2911,1.1525,3.462,18,0,18,0.466666667,0,4,2,4,3,3,0,75.11899,26.461637,14.263917,-11.774085
n36,2916,1.117133333,3.209,20,0,20,0.466666667,0,4,2,4,3,3,0,75.617905,27.088959,14.232423,-11.888597
n36,2921,0.927066667,2.92,20,0,20,0.566666667,0,4,2,4,3,3,0,76.080795,27.211966,14.221129,-11.941718
n36,2926,0.572666667,2.486,15,0,15,0.533333333,0,4,2,4,3,3,0,77.00116,27.02741,14.127579,-12.054374
n36,2931,0.650233333,2.486,10,0,10,0.633333333,0,4,2,4,3,3,0,78.172356,26.5965,14.068869,-12.0553255
n36,2936,0.448233333,2.209,5,1,6,0.566666667,0,4,2,4,3,2,0,79.346664,26.480747,13.954085,-12.160489
n36,2941,0.4907,2.203,0,1,1,0.533333333,0,4,2,4,3,1,0,82.72443,33.458786,13.428284,-13.260198
n36,2946,0.5219,2.203,30,0,30,0.5,0,4,2,4,3,3,0,72.9973,31.852028,14.757902,-12.604346
n36,2951,0.558366667,2.203,30,0,30,0.533333333,0,4,2,4,3,3,0,72.74845,32.21006,14.7749405,-12.663519
n36,2956,0.4181,2.01,30,1,31,0.5,0,4,2,4,3,2,0,72.56793,32.456116,14.791615,-12.684093
n36,2961,0.3957,1.947,30,1,31,0.433333333,0,4,2,4,3,2,0,72.432945,32.647713,14.800669,-12.698003
n36,2966,0.415333333,1.947,30,0,30,0.466666667,0,4,2,4,3,3,0,72.34263,32.788765,14.805559,-12.709439
n37,1,0.302033333,0.795,0,2,2,0.566666667,3,0,1,1,0,4,0,-88.866516,13.551613,4.390126,-12.092474
n37,6,0.254633333,0.795,3,0,3,0.466666667,3,0,1,1,0,3,0,-85.28032,16.969982,4.613293,-11.834559
n37,11,0.357533333,0.911,2,0,2,0.466666667,3,0,1,1,0,3,0,-86.692215,23.294226,5.0117235,-12.3856125
n37,16,0.354366667,0.911,0,2,2,0.4,3,0,1,1,0,4,0,-81.60144,25.987793,5.2202864,-11.598361
n37,21,0.3543,0.911,1,2,3,0.433333333,3,0,1,1,0,0,0,-80.56767,33.813354,5.72279,-12.011712
n37,26,0.3625,0.911,7,0,7,0.466666667,3,0,1,1,0,3,0,-75.23658,21.16173,6.3387976,-12.061345
n37,31,0.4281,0.911,2,0,2,0.4,3,0,1,1,0,3,0,-74.06357,25.570452,6.729217,-12.603304
n37,36,0.4694,0.911,1,0,1,0.366666667,3,0,1,1,0,3,0,-70.96447,30.08199,7.2652636,-12.939329
n37,41,0.3704,0.751,9,0,9,0.4,3,0,1,1,0,3,0,-73.25485,19.216478,6.850234,-11.817842
n37,46,0.377533333,0.71,8,0,8,0.433333333,3,0,1,1,0,3,0,-72.47135,18.825354,6.9922037,-11.732582
n37,51,0.300266667,0.621,3,0,3,0.5,3,0,1,1,0,3,0,-65.292786,18.30922,7.4599433,-11.532086
n37,56,0.284366667,0.6,0,1,1,0.5,3,0,1,1,0,4,0,-67.90628,15.104116,6.6755958,-11.359788
n37,61,0.274633333,0.6,0,1,1,0.466666667,3,0,1,1,0,4,0,-69.66677,9.584197,5.945032,-12.72136
n37,66,0.259733333,0.6,0,4,4,0.433333333,3,0,1,1,0,4,0,-76.012085,5.2227354,7.1248245,-10.643942
n37,71,0.260733333,0.6,0,6,6,0.433333333,3,0,1,1,0,1,0,-76.712776,3.6413317,7.336517,-10.665936
n37,76,0.252066667,0.6,0,1,1,0.5,3,0,1,1,0,4,0,-80.149864,9.7668705,7.465614,-10.253464
n37,81,0.287933333,0.6,3,0,3,0.466666667,3,0,1,1,0,3,0,-84.31849,4.25451,7.7763534,-9.49375
n37,86,0.253333333,0.546,3,0,3,0.466666667,3,0,1,1,0,3,0,-82.40235,-2.7653096,6.75481,-9.796901
n37,91,0.4015,0.708,1,0,1,0.466666667,3,0,1,1,0,3,0,-86.92555,-4.9378886,7.054529,-8.883149
n37,96,0.398266667,0.708,0,2,2,0.5,3,0,1,1,0,4,0,-83.226234,-12.974109,6.3773327,-8.973637
n37,101,0.364166667,0.708,1,0,1,0.433333333,3,0,1,1,0,3,0,-78.20351,-18.484081,5.896656,-9.420413
n37,106,0.338833333,0.708,0,8,8,0.466666667,3,0,1,1,0,1,0,-82.04926,-18.536577,6.137483,-9.6226225
n37,111,0.310833333,0.708,0,3,3,0.466666667,3,0,1,1,0,4,0,-80.84368,-27.466053,4.3111615,-13.4497795
n37,116,0.319266667,0.708,0,1,1,0.466666667,3,0,1,1,0,4,0,-74.59001,-31.336811,3.6447725,-13.221334
n37,121,0.208466667,0.57,8,2,10,0.533333333,3,0,1,1,0,0,0,-77.20169,-31.689877,3.5221584,-13.202782
n37,126,0.3513,0.73,3,0,3,0.533333333,3,0,1,1,0,3,0,-78.27031,-40.561623,2.4899552,-12.829887
n37,131,0.3636,0.73,6,0,6,0.533333333,3,0,1,1,0,3,0,-77.01884,-43.51373,2.3651454,-13.070089
n37,136,0.355333333,0.73,1,0,1,0.533333333,3,0,1,1,0,3,0,-70.88082,-50.07351,5.9032397,-15.399159
n37,141,0.344166667,0.73,0,3,3,0.533333333,3,0,1,1,0,4,0,-70.3168,-41.634697,1.4879224,-12.661713
n37,146,0.327766667,0.753,0,3,3,0.533333333,3,0,1,1,0,4,0,-67.95574,-39.19382,1.7210196,-12.1309595
n37,151,0.295566667,0.753,1,0,1,0.533333333,3,0,1,1,0,3,0,-61.28486,-36.364082,1.6266115,-11.404258
n37,156,0.314466667,0.753,1,0,1,0.566666667,3,0,1,1,0,3,0,-67.056564,-31.588318,2.7758336,-10.976015
n37,161,0.3061,0.753,6,0,6,0.566666667,3,0,1,1,0,3,0,-67.406136,-26.23051,2.7373972,-10.743432
n37,166,0.321966667,0.753,1,0,1,0.533333333,3,0,1,1,0,3,0,-63.703526,-25.803423,2.8161492,-10.239838
n37,171,0.3396,0.753,0,1,1,0.533333333,3,0,1,1,0,4,0,-60.699253,-21.019184,4.181774,-10.022396
n37,176,0.323266667,0.699,4,0,4,0.566666667,3,0,1,1,0,3,0,-66.19919,-19.441526,3.5701413,-9.799847
n37,181,0.347066667,0.699,2,0,2,0.566666667,3,0,1,1,0,3,0,-62.798973,-14.955359,5.0188484,-8.086542
n37,186,0.331933333,0.699,0,1,1,0.566666667,3,0,1,1,0,4,0,-71.50626,-14.353296,4.128142,-9.304115
n37,191,0.3182,0.674,2,0,2,0.566666667,3,0,1,1,0,3,0,-75.52024,-10.713523,8.726784,-3.46019
n37,196,0.3382,0.674,1,0,1,0.5,3,0,1,1,0,3,0,-72.88094,-5.0164537,7.5757575,-6.1205535
n37,201,0.3451,0.674,1,0,1,0.5,3,0,1,1,0,3,0,-68.09454,-8.183558,3.964855,-8.646418
n37,206,0.329733333,0.674,0,2,2,0.433333333,3,0,1,1,0,4,0,-65.9526,-2.6458833,3.432304,-8.127715
n37,211,0.360866667,0.716,3,0,3,0.4,3,0,1,1,0,3,0,-61.42378,-4.284706,2.7955897,-8.439792
n37,216,0.3835,0.716,0,1,1,0.433333333,3,0,1,1,0,4,0,-66.851006,2.4364274,2.9507854,-8.868818
n37,221,0.3883,0.716,1,0,1,0.5,3,0,1,1,0,3,0,-63.891422,6.195679,2.3075716,-9.172467
n37,226,0.3793,0.716,0,0,0,0.5,3,0,1,1,0,4,0,-61.664978,11.116082,6.293861,-13.877346
n37,231,0.3577,0.716,0,1,1,0.433333333,3,0,1,1,0,4,0,-58.39096,6.183299,1.3704194,-9.355362
n37,236,0.369533333,0.716,0,4,4,0.466666667,3,0,1,1,0,1,0,-56.574753,3.0160294,0.9141219,-9.141716
n37,241,0.3497,0.712,0,2,2,0.5,3,0,1,1,0,4,0,-55.30158,-0.033478417,1.2540267,-8.770801
n37,246,0.329766667,0.712,0,3,3,0.566666667,3,0,1,1,0,4,0,-54.409912,-4.8028474,0.89885616,-8.539968
n37,251,0.331233333,0.712,1,0,1,0.533333333,3,0,1,1,0,3,0,-49.40572,-3.0478415,4.5723214,-6.9543686
n37,256,0.2944,0.712,3,0,3,0.533333333,3,0,1,1,0,3,0,-51.491276,-9.919871,2.2233522,-7.7107086
n37,261,0.3216,0.749,1,0,1,0.5,3,0,1,1,0,3,0,-50.67342,-14.975971,3.1009316,-7.1022544
n37,266,0.426333333,0.894,0,3,3,0.466666667,3,0,1,1,0,1,0,-52.897564,-21.034248,2.063622,-7.00923
n37,271,0.419766667,0.894,1,0,1,0.5,3,0,1,1,0,3,0,-56.019863,-25.328283,0.8959487,-7.702748
n37,276,0.417933333,0.894,1,0,1,0.566666667,3,0,1,1,0,3,0,-51.9751,-29.632763,-0.16355547,-7.7294636
n37,281,0.378066667,0.899,4,1,5,0.5,3,0,1,1,0,0,0,-54.48346,-36.028316,0.77785665,-7.15463
n37,286,0.3897,0.899,1,2,3,0.5,3,0,1,1,0,0,0,-52.385475,-40.610207,0.7897733,-6.8344
n37,291,0.3861,0.899,1,0,1,0.5,3,0,1,1,0,3,0,-47.471096,-42.23046,-1.917425,-8.338015
n37,296,0.394666667,0.899,1,0,1,0.6,3,0,1,1,0,3,0,-57.638885,-43.910557,1.6238493,-6.475544
n37,301,0.391633333,0.899,1,0,1,0.6,3,0,1,1,0,3,0,-62.36893,-48.18777,0.3593145,-6.517999
n37,306,0.364666667,0.899,0,2,2,0.5,3,0,1,1,0,4,0,-61.8139,-54.72072,0.26869267,-6.135544
n37,311,0.270166667,0.784,4,1,5,0.466666667,3,0,1,1,0,0,0,-56.12801,-51.767273,1.2292632,-6.0786676
n37,316,0.281133333,0.784,5,0,5,0.533333333,3,0,1,1,0,3,0,-55.371166,-58.07881,1.2143536,-5.763984
n37,321,0.509866667,1.045,0,1,1,0.533333333,3,0,1,1,0,1,0,-50.71769,-51.254135,1.4661999,-5.2342167
n37,326,0.4983,1.045,1,0,1,0.5,3,0,1,1,0,3,0,-45.739788,-52.771404,2.0029588,-5.548321
