Neuron,Start Time,Amplitude,Peak,Decay Time,Rise Time,Latency,Frequency
n6,2966,0.5992333333333335,1.074,5,0,5,0.3
n7,1,0.34003333333333363,1.997,30,2,32,0.4666666666666667
n7,6,0.3300333333333334,1.997,30,12,42,0.5
n7,11,0.3222333333333336,1.997,30,7,37,0.5
n7,16,0.3007000000000002,1.997,30,2,32,0.5333333333333333
n7,21,0.30656666666666643,1.997,30,0,30,0.5
n7,26,0.6810999999999998,2.448,30,0,30,0.3333333333333333
n7,31,0.7722333333333333,2.669,30,20,50,0.3333333333333333
n7,36,0.6573333333333333,2.669,30,16,46,0.4666666666666667
n7,41,0.5310999999999999,2.669,30,11,41,0.6333333333333333
n7,46,0.4415,2.669,30,6,36,0.6
n7,51,0.378166666666667,2.669,30,1,31,0.5
n7,56,0.4129000000000005,2.669,30,0,30,0.43333333333333335
n7,61,0.4398333333333331,2.601,30,0,30,0.4666666666666667
n7,66,0.3603333333333336,2.462,30,0,30,0.4666666666666667
n7,71,0.18943333333333312,2.235,30,0,30,0.4666666666666667
n7,76,0.23430000000000017,2.235,30,0,30,0.5
n7,81,0.27383333333333293,2.235,30,0,30,0.5333333333333333
n7,86,0.311333333333333,2.235,30,0,30,0.4666666666666667
n7,91,0.34353333333333347,2.235,30,0,30,0.4666666666666667
n7,96,0.23409999999999997,2.097,30,0,30,0.4666666666666667
n7,101,0.20773333333333355,2.059,30,0,30,0.43333333333333335
n7,106,0.23550000000000004,2.059,30,1,31,0.4666666666666667
n7,111,0.2564666666666666,2.059,30,0,30,0.5333333333333333
n7,116,0.2805000000000002,2.059,30,0,30,0.4666666666666667
n7,121,0.29973333333333385,2.059,30,0,30,0.5
n7,126,0.3674333333333337,2.059,30,0,30,0.5666666666666667
n7,131,0.2875000000000001,1.91,30,0,30,0.5666666666666667
n7,136,0.32676666666666687,1.91,30,0,30,0.5
n7,141,0.35696666666666665,1.91,30,0,30,0.43333333333333335
n7,146,0.40273333333333317,1.91,30,0,30,0.4
n7,151,0.20876666666666654,1.641,30,0,30,0.5666666666666667
n7,156,0.20773333333333333,1.605,30,0,30,0.6
n7,161,0.5762666666666667,2.028,30,0,30,0.5
n7,166,0.5492333333333332,2.086,30,3,33,0.3333333333333333
n7,171,0.5234666666666665,2.086,30,16,46,0.43333333333333335
n7,176,0.47706666666666653,2.086,30,11,41,0.5666666666666667
n7,181,0.3878333333333335,2.086,30,7,37,0.5333333333333333
n7,186,0.2943,2.086,30,2,32,0.4
n7,191,0.42803333333333327,2.275,30,0,30,0.43333333333333335
n7,196,0.41549999999999976,2.275,30,12,42,0.4
n7,201,0.36026666666666673,2.275,30,7,37,0.5333333333333333
n7,206,0.29513333333333347,2.275,30,8,38,0.5666666666666667
n7,211,0.6085666666666665,2.717,30,6,36,0.4666666666666667
n7,216,0.5131999999999999,2.717,30,2,32,0.43333333333333335
n7,221,0.5165333333333333,2.717,30,2,32,0.43333333333333335
n7,226,0.5978999999999997,2.717,30,7,37,0.5333333333333333
n7,231,0.6731333333333334,2.717,30,2,32,0.5666666666666667
n7,236,0.7374666666666672,2.717,30,0,30,0.5
n7,241,0.7435666666666669,2.581,30,0,30,0.3333333333333333
n7,246,0.4917,2.228,30,0,30,0.3
n7,251,0.5242666666666669,2.156,30,0,30,0.5666666666666667
n7,256,0.5408333333333335,2.156,30,2,32,0.5666666666666667
n7,261,0.5407666666666668,2.156,30,0,30,0.5666666666666667
n7,266,0.5580000000000003,2.156,30,0,30,0.5
n7,271,0.5634999999999999,2.156,30,0,30,0.5
n7,276,0.1862999999999999,1.744,30,0,30,0.4666666666666667
n7,281,0.18820000000000014,1.744,30,3,33,0.43333333333333335
n7,286,0.1975666666666669,1.723,30,2,32,0.5333333333333333
n7,291,0.2430333333333332,1.723,30,0,30,0.6666666666666666
n7,296,0.3004333333333331,1.723,30,0,30,0.5333333333333333
n7,301,0.35296666666666665,1.688,30,0,30,0.4
n7,306,0.28716666666666635,1.569,30,0,30,0.4
n7,311,0.31366666666666654,1.544,30,0,30,0.5
n7,316,0.1551333333333338,1.344,30,0,30,0.6666666666666666
n7,321,0.17700000000000005,1.328,30,0,30,0.5666666666666667
n7,326,0.16816666666666658,1.29,30,0,30,0.5
n7,331,0.13329999999999997,1.264,30,0,30,0.5
n7,336,0.8044666666666667,2.008,7,1,8,0.3
n7,341,0.6974666666666669,2.008,2,21,23,0.3
n7,346,0.6364666666666667,2.008,6,16,22,0.4
n7,351,0.5774000000000001,2.008,1,11,12,0.5
n7,356,0.49970000000000026,2.008,30,6,36,0.5
n7,361,0.4849000000000001,2.008,30,1,31,0.5333333333333333
n7,366,0.49473333333333325,1.956,30,0,30,0.4666666666666667
n7,371,0.376033333333333,1.746,30,0,30,0.4
n7,376,0.3964666666666665,1.746,30,0,30,0.36666666666666664
n7,381,0.4355,1.746,30,0,30,0.5333333333333333
n7,386,0.5291333333333332,1.837,30,0,30,0.5333333333333333
n7,391,0.4904666666666666,1.837,30,4,34,0.36666666666666664
n7,396,0.442466666666667,1.837,30,15,45,0.4
n7,401,0.4149333333333336,1.837,30,10,40,0.5
n7,406,0.38329999999999975,1.837,30,5,35,0.5333333333333333
n7,411,0.3417666666666661,1.837,30,0,30,0.3333333333333333
n7,416,0.30246666666666666,1.772,30,2,32,0.4
n7,421,0.3354666666666668,1.772,30,0,30,0.4666666666666667
n7,426,0.2453666666666663,1.588,30,0,30,0.7
n7,431,0.3099666666666665,1.588,30,0,30,0.6333333333333333
n7,436,0.2938000000000003,1.482,30,0,30,0.5
n7,441,0.2975000000000001,1.423,30,0,30,0.43333333333333335
n7,446,0.3670000000000002,1.423,30,0,30,0.4
n7,451,0.17253333333333343,1.192,30,1,31,0.4
n7,456,0.1788333333333334,1.192,30,0,30,0.43333333333333335
n7,461,0.1641999999999999,1.167,30,1,31,0.4666666666666667
n7,466,0.18736666666666668,1.167,30,0,30,0.5
n7,471,0.20476666666666654,1.156,30,0,30,0.5333333333333333
n7,476,0.23066666666666658,1.156,30,0,30,0.5666666666666667
n7,481,0.20076666666666687,1.1,30,0,30,0.5333333333333333
n7,486,0.17976666666666652,1.071,30,0,30,0.5333333333333333
n7,491,0.16143333333333343,1.038,30,0,30,0.6
n7,496,0.14500000000000002,1.038,30,0,30,0.5666666666666667
n7,501,0.12546666666666684,1.02,30,3,33,0.5666666666666667
n7,506,0.12150000000000016,1.02,30,0,30,0.5333333333333333
n7,511,0.17386666666666684,1.02,25,0,25,0.6666666666666666
n7,516,0.1717333333333334,0.989,30,0,30,0.5666666666666667
n7,521,0.17579999999999996,0.989,30,0,30,0.5666666666666667
n7,526,0.28000000000000014,1.098,10,0,10,0.5
n7,531,0.2807333333333334,1.098,5,2,7,0.5333333333333333
n7,536,0.2768666666666667,1.098,0,10,10,0.4666666666666667
n7,541,0.24996666666666678,1.098,30,5,35,0.4
n7,546,0.6224000000000002,1.538,8,3,11,0.36666666666666664
n7,551,0.6859666666666668,1.733,3,1,4,0.3
n7,556,0.6454666666666666,1.777,0,17,17,0.4
n7,561,0.5493333333333335,1.794,0,13,13,0.5
n7,566,0.4825999999999999,1.794,0,8,8,0.5
n7,571,0.3816666666666666,1.794,0,3,3,0.5
n7,576,0.8587000000000002,2.418,7,0,7,0.5666666666666667
n7,581,0.8113000000000004,2.418,2,1,3,0.4666666666666667
n7,586,0.7313000000000005,2.418,8,1,9,0.5333333333333333
n7,591,0.7143000000000002,2.5,3,11,14,0.6333333333333333
n7,596,0.5439,2.515,2,6,8,0.5666666666666667
n7,601,0.6167333333333334,2.739,30,2,32,0.43333333333333335
n7,606,0.6192000000000002,2.83,30,13,43,0.43333333333333335
n7,611,0.5218333333333334,2.83,30,8,38,0.5333333333333333
n7,616,0.4345333333333339,2.83,30,3,33,0.5333333333333333
n7,621,0.37106666666666666,2.83,30,1,31,0.5
n7,626,0.3517000000000001,2.83,30,4,34,0.43333333333333335
n7,631,0.34503333333333375,2.83,30,0,30,0.4
n7,636,0.3162333333333338,2.733,30,0,30,0.6
n7,641,0.4389333333333334,2.733,30,0,30,0.6666666666666666
n7,646,0.5047666666666664,2.733,30,0,30,0.5666666666666667
n7,651,0.42846666666666655,2.57,30,0,30,0.5333333333333333
n7,656,0.4173,2.471,30,0,30,0.5
n7,661,0.5305000000000002,2.471,30,0,30,0.5333333333333333
n7,666,0.4132,2.252,30,2,32,0.4666666666666667
n7,671,0.4443666666666666,2.252,30,0,30,0.4
n7,676,0.4491999999999998,2.252,30,0,30,0.36666666666666664
n7,681,0.44903333333333295,2.252,30,0,30,0.4
n7,686,0.37953333333333306,2.131,30,16,46,0.3333333333333333
n7,691,0.3894333333333331,2.131,30,11,41,0.36666666666666664
n7,696,0.388233333333333,2.131,30,6,36,0.36666666666666664
n7,701,0.4064000000000001,2.131,30,1,31,0.36666666666666664
n7,706,0.4797333333333331,2.126,30,0,30,0.3333333333333333
n7,711,0.20573333333333332,1.786,30,0,30,0.43333333333333335
n7,716,0.17173333333333307,1.728,30,0,30,0.5666666666666667
n7,721,0.20533333333333337,1.728,30,0,30,0.5666666666666667
n7,726,0.25149999999999983,1.728,30,0,30,0.5333333333333333
n7,731,0.2997333333333334,1.728,30,0,30,0.4666666666666667
n7,736,0.29203333333333314,1.674,30,0,30,0.3333333333333333
n7,741,0.3504666666666665,1.648,30,0,30,0.5
n7,746,0.2795333333333334,1.516,30,0,30,0.5
n7,751,0.1384333333333334,1.328,30,0,30,0.5666666666666667
n7,756,0.16300000000000026,1.328,30,0,30,0.5333333333333333
n7,761,0.21786666666666665,1.328,30,0,30,0.5
n7,766,0.2223666666666666,1.242,30,0,30,0.6666666666666666
n7,771,0.28426666666666667,1.242,30,0,30,0.5333333333333333
n7,776,0.3472666666666666,1.242,30,0,30,0.4
n7,781,0.4142999999999999,1.242,30,0,30,0.36666666666666664
n7,786,0.29556666666666653,1.021,27,0,27,0.5
n7,791,0.20490000000000008,0.853,25,0,25,0.6
n7,796,0.2624333333333331,0.853,20,0,20,0.5333333333333333
n7,801,0.3294,0.853,15,0,15,0.4
n7,806,0.35979999999999995,0.82,10,0,10,0.3333333333333333
n7,811,0.3404,0.733,11,0,11,0.43333333333333335
n7,816,0.17476666666666674,0.516,23,0,23,0.5333333333333333
n7,821,0.1308666666666667,0.449,21,0,21,0.43333333333333335
n7,826,0.1285,0.434,16,0,16,0.43333333333333335
n7,831,0.128,0.438,11,0,11,0.5
n7,836,0.13606666666666667,0.438,6,2,8,0.43333333333333335
n7,841,0.21076666666666666,0.529,0,7,7,0.4
n7,846,0.1987,0.529,0,7,7,0.36666666666666664
n7,851,0.20563333333333328,0.529,0,2,2,0.36666666666666664
n7,856,0.22670000000000007,0.529,16,0,16,0.5666666666666667
n7,861,0.2807333333333333,0.529,11,0,11,0.6
n7,866,0.35073333333333334,0.529,6,0,6,0.5666666666666667
n7,871,0.26903333333333335,0.365,12,0,12,0.5
n7,876,0.28473333333333334,0.311,7,0,7,0.4
n7,881,0.30943333333333334,0.273,3,0,3,0.43333333333333335
n7,886,0.18076666666666666,0.088,2,0,2,0.5
n7,891,0.09596666666666664,-0.024,0,0,0,0.5333333333333333
n7,896,0.11920000000000003,0.006,0,0,0,0.5333333333333333
n7,901,0.13566666666666669,0.028,0,1,1,0.5
n7,906,0.12536666666666665,0.028,0,0,0,0.5
n7,911,0.14803333333333335,0.067,0,4,4,0.5
n7,916,0.13256666666666667,0.088,0,5,5,0.4666666666666667
n7,921,0.11543333333333333,0.088,0,0,0,0.43333333333333335
n7,926,0.12386666666666667,0.088,0,3,3,0.43333333333333335
n7,931,0.13273333333333331,0.088,0,0,0,0.43333333333333335
n7,936,0.12526666666666667,0.088,0,3,3,0.43333333333333335
n7,941,0.11813333333333334,0.092,4,0,4,0.5
n7,946,0.14563333333333334,0.109,0,1,1,0.4666666666666667
n7,951,0.14876666666666666,0.109,0,9,9,0.5
n7,956,0.13856666666666667,0.109,0,4,4,0.5
n7,961,0.1143,0.109,0,2,2,0.5333333333333333
n7,966,0.10286666666666668,0.113,0,2,2,0.43333333333333335
n7,971,0.10656666666666667,0.124,1,0,1,0.4666666666666667
n7,976,0.15596666666666667,0.194,0,11,11,0.5
n7,981,0.14036666666666664,0.216,0,10,10,0.5666666666666667
n7,986,0.20176666666666668,0.313,0,5,5,0.4666666666666667
n7,991,0.4379333333333333,0.599,0,12,12,0.4
n7,996,0.3931,0.633,0,18,18,0.3
n7,1001,0.32053333333333334,0.633,0,13,13,0.43333333333333335
n7,1006,0.2501333333333334,0.633,0,14,14,0.5333333333333333
n7,1011,0.20540000000000003,0.633,0,9,9,0.6666666666666666
n7,1016,0.15426666666666672,0.633,0,4,4,0.6333333333333333
n7,1021,0.14700000000000013,0.658,30,0,30,0.5333333333333333
n7,1026,0.15853333333333336,0.658,30,1,31,0.4666666666666667
n7,1031,0.21210000000000007,0.72,30,0,30,0.43333333333333335
n7,1036,0.19820000000000004,0.72,30,8,38,0.43333333333333335
n7,1041,0.17043333333333333,0.72,30,7,37,0.5333333333333333
n7,1046,0.1687333333333333,0.72,30,2,32,0.5666666666666667
n7,1051,0.27790000000000015,0.842,0,2,2,0.5666666666666667
n7,1056,0.4661333333333333,1.12,0,1,1,0.43333333333333335
n7,1061,0.39236666666666675,1.12,10,19,29,0.36666666666666664
n7,1066,0.3371000000000002,1.12,5,14,19,0.5333333333333333
n7,1071,0.2878333333333333,1.12,0,9,9,0.6666666666666666
n7,1076,0.258,1.12,0,5,5,0.6
n7,1081,0.2607666666666668,1.12,28,0,28,0.6
n7,1086,0.27980000000000005,1.073,23,0,23,0.5
n7,1091,0.3388333333333333,1.073,18,0,18,0.36666666666666664
n7,1096,0.29946666666666666,0.994,30,0,30,0.43333333333333335
n7,1101,0.10906666666666665,0.769,30,0,30,0.6
n7,1106,0.1130000000000001,0.783,30,5,35,0.5666666666666667
n7,1111,0.17113333333333336,0.88,30,7,37,0.5666666666666667
n7,1116,0.16869999999999996,0.88,30,2,32,0.5333333333333333
n7,1121,0.17710000000000015,0.88,30,0,30,0.5333333333333333
n7,1126,0.1955666666666669,0.88,30,1,31,0.4666666666666667
n7,1131,0.19830000000000003,0.88,30,0,30,0.4666666666666667
n7,1136,0.21920000000000006,0.88,30,0,30,0.43333333333333335
n7,1141,0.14400000000000002,0.764,30,0,30,0.5
n7,1146,0.15769999999999984,0.761,30,1,31,0.5333333333333333
n7,1151,0.15720000000000012,0.761,30,0,30,0.5
n7,1156,0.28280000000000005,0.92,30,0,30,0.43333333333333335
n7,1161,0.2857333333333334,0.92,30,0,30,0.43333333333333335
n7,1166,0.27066666666666683,0.92,30,13,43,0.4
n7,1171,0.24793333333333334,0.92,30,8,38,0.5666666666666667
n7,1176,0.23289999999999988,0.92,30,4,34,0.5333333333333333
n7,1181,0.2516999999999999,0.981,30,1,31,0.4666666666666667
n7,1186,0.24690000000000012,0.993,30,0,30,0.4666666666666667
n7,1191,0.21840000000000004,0.993,30,0,30,0.5
n7,1196,0.20919999999999994,0.993,30,11,41,0.4666666666666667
n7,1201,0.22016666666666673,0.993,30,6,36,0.5
n7,1206,0.23183333333333345,0.993,25,1,26,0.5
n7,1211,0.2760666666666668,0.993,20,0,20,0.43333333333333335
n7,1216,0.2659666666666667,0.945,30,0,30,0.4666666666666667
n7,1221,0.33440000000000014,1.026,10,0,10,0.43333333333333335
n7,1226,0.3118333333333335,1.034,5,0,5,0.4
n7,1231,0.2863333333333331,1.034,0,13,13,0.43333333333333335
n7,1236,0.2772,1.034,30,8,38,0.4666666666666667
n7,1241,0.26300000000000023,1.034,30,3,33,0.4666666666666667
n7,1246,0.24469999999999992,1.034,30,1,31,0.4666666666666667
n7,1251,0.2644333333333334,1.034,30,0,30,0.4666666666666667
n7,1256,0.25606666666666633,1.013,30,0,30,0.5333333333333333
n7,1261,0.17990000000000017,0.953,30,1,31,0.5333333333333333
n7,1266,0.15056666666666674,0.953,30,3,33,0.5666666666666667
n7,1271,0.14270000000000005,0.953,30,1,31,0.5333333333333333
n7,1276,0.14266666666666672,0.953,30,0,30,0.6
n7,1281,0.1536333333333335,0.953,30,0,30,0.5666666666666667
n7,1286,0.1627333333333334,0.941,30,0,30,0.5
n7,1291,0.13170000000000026,0.892,30,0,30,0.4666666666666667
n7,1296,0.13813333333333355,0.904,30,3,33,0.4666666666666667
n7,1301,0.1566333333333335,0.904,30,0,30,0.4666666666666667
n7,1306,0.1839333333333334,0.904,30,0,30,0.4666666666666667
n7,1311,0.19266666666666676,0.904,30,3,33,0.43333333333333335
n7,1316,0.19180000000000008,0.904,30,1,31,0.4666666666666667
n7,1321,0.19236666666666669,0.904,30,0,30,0.5
n7,1326,0.1430666666666668,0.85,30,3,33,0.5333333333333333
n7,1331,0.11823333333333319,0.85,30,3,33,0.6
n7,1336,0.10819999999999996,0.857,30,2,32,0.6
n7,1341,0.10089999999999988,0.857,30,3,33,0.5
n7,1346,0.7750666666666667,1.609,1,0,1,0.3333333333333333
n7,1351,0.8154666666666668,1.804,0,21,21,0.3
n7,1356,0.6965000000000003,1.804,0,17,17,0.43333333333333335
n7,1361,0.5678333333333334,1.804,0,13,13,0.5666666666666667
n7,1366,0.44353333333333333,1.804,0,8,8,0.7333333333333333
n7,1371,0.3269000000000002,1.804,0,4,4,0.5
n7,1376,0.30656666666666665,1.804,30,0,30,0.4
n7,1381,0.27136666666666676,1.709,30,0,30,0.43333333333333335
n7,1386,0.3468000000000002,1.709,30,0,30,0.6333333333333333
n7,1391,0.3421333333333334,1.582,25,0,25,0.6666666666666666
n7,1396,0.3019666666666665,1.444,30,0,30,0.5
n7,1401,0.3595999999999999,1.428,30,0,30,0.4666666666666667
n7,1406,0.4054,1.428,30,0,30,0.43333333333333335
n7,1411,0.1521999999999999,1.13,30,0,30,0.5
n7,1416,0.16380000000000017,1.109,30,11,41,0.4666666666666667
n7,1421,0.14190000000000003,1.126,30,9,39,0.5
n7,1426,0.11949999999999994,1.126,30,4,34,0.5333333333333333
n7,1431,0.11823333333333319,1.129,30,1,31,0.6
n7,1436,0.17286666666666672,1.187,30,0,30,0.6333333333333333
n7,1441,0.1640666666666668,1.187,30,6,36,0.5666666666666667
n7,1446,0.2038333333333333,1.275,30,1,31,0.5666666666666667
n7,1451,0.17870000000000008,1.275,30,6,36,0.4666666666666667
n7,1456,0.17003333333333326,1.275,30,1,31,0.5333333333333333
n7,1461,0.1642999999999999,1.294,30,2,32,0.4666666666666667
n7,1466,0.14879999999999982,1.294,30,3,33,0.5333333333333333
n7,1471,0.15660000000000007,1.305,30,0,30,0.5
n7,1476,0.16203333333333347,1.305,30,0,30,0.5666666666666667
n7,1481,0.18103333333333338,1.305,30,2,32,0.43333333333333335
n7,1486,0.17976666666666663,1.305,30,1,31,0.43333333333333335
n7,1491,0.21896666666666675,1.305,30,0,30,0.5
n7,1496,0.22899999999999987,1.305,30,0,30,0.5
n7,1501,0.24529999999999985,1.285,30,1,31,0.5666666666666667
n7,1506,0.17196666666666682,1.171,30,0,30,0.6
n7,1511,0.20673333333333355,1.171,30,0,30,0.4666666666666667
n7,1516,0.2510999999999999,1.171,30,0,30,0.5333333333333333
n7,1521,0.2669666666666667,1.171,30,0,30,0.43333333333333335
n7,1526,0.47499999999999987,1.369,30,0,30,0.4666666666666667
n7,1531,0.6577333333333332,1.65,5,20,25,0.23333333333333334
n7,1536,0.5636333333333332,1.65,0,19,19,0.36666666666666664
n7,1541,0.4993666666666663,1.65,1,14,15,0.5
n7,1546,0.41690000000000005,1.65,1,9,10,0.6
n7,1551,0.3298666666666663,1.65,30,4,34,0.6
n7,1556,0.29469999999999996,1.65,30,0,30,0.5
n7,1561,0.26923333333333344,1.576,30,0,30,0.5333333333333333
n7,1566,0.19733333333333336,1.457,30,0,30,0.5333333333333333
n7,1571,0.1767333333333334,1.426,30,0,30,0.6
n7,1576,0.17543333333333355,1.399,30,0,30,0.5333333333333333
n7,1581,0.20340000000000003,1.399,30,0,30,0.43333333333333335
n7,1586,0.22376666666666667,1.399,30,0,30,0.4666666666666667
n7,1591,0.22970000000000002,1.399,30,2,32,0.4666666666666667
n7,1596,0.23280000000000012,1.399,30,0,30,0.4666666666666667
n7,1601,0.1472333333333331,1.305,30,0,30,0.5
n7,1606,0.1446666666666665,1.317,30,0,30,0.43333333333333335
n7,1611,0.14916666666666667,1.317,30,1,31,0.4666666666666667
n7,1616,0.5995000000000001,1.81,30,1,31,0.3333333333333333
n7,1621,0.6164333333333334,1.936,30,23,53,0.23333333333333334
n7,1626,0.5312000000000003,1.936,30,18,48,0.4
n7,1631,0.4372999999999998,1.936,30,13,43,0.5666666666666667
n7,1636,0.39393333333333347,1.936,30,8,38,0.6
n7,1641,0.32286666666666686,1.936,30,3,33,0.6
n7,1646,0.2722,1.936,30,0,30,0.5
n7,1651,0.2594333333333332,1.924,30,0,30,0.5
n7,1656,0.22956666666666647,1.924,30,0,30,0.5666666666666667
n7,1661,0.22560000000000002,1.924,30,8,38,0.5333333333333333
n7,1666,0.2005999999999999,1.924,30,7,37,0.5333333333333333
n7,1671,0.2016333333333331,1.924,30,2,32,0.5666666666666667
n7,1676,0.2619333333333329,1.924,30,0,30,0.5666666666666667
n7,1681,0.34253333333333313,1.923,30,0,30,0.5
n7,1686,0.3898999999999997,1.907,30,0,30,0.4
n7,1691,0.3767666666666667,1.835,30,0,30,0.4
n7,1696,0.31099999999999994,1.718,30,0,30,0.36666666666666664
n7,1701,0.15166666666666684,1.508,30,0,30,0.5666666666666667
n7,1706,0.15923333333333334,1.508,30,0,30,0.6
n7,1711,0.16720000000000002,1.508,30,0,30,0.5666666666666667
n7,1716,0.09853333333333358,1.426,30,0,30,0.5333333333333333
n7,1721,0.10310000000000041,1.417,30,0,30,0.5666666666666667
n7,1726,0.17073333333333363,1.492,30,1,31,0.5
n7,1731,0.16246666666666676,1.504,30,3,33,0.5666666666666667
n7,1736,0.14319999999999977,1.504,30,2,32,0.5333333333333333
n7,1741,0.13690000000000024,1.504,30,3,33,0.4666666666666667
n7,1746,0.1436666666666664,1.504,30,0,30,0.4666666666666667
n7,1751,0.26673333333333327,1.68,30,0,30,0.5333333333333333
n7,1756,0.30476666666666663,1.758,30,0,30,0.4666666666666667
n7,1761,0.2689999999999999,1.758,30,11,41,0.5333333333333333
n7,1766,0.2717333333333334,1.758,30,6,36,0.5666666666666667
n7,1771,0.2766333333333333,1.758,30,1,31,0.5666666666666667
n7,1776,0.2856000000000003,1.758,30,0,30,0.5333333333333333
n7,1781,0.3501000000000001,1.758,30,0,30,0.43333333333333335
n7,1786,0.30666666666666687,1.654,30,0,30,0.4
n7,1791,0.2876333333333334,1.569,30,0,30,0.5333333333333333
n7,1796,0.18303333333333294,1.444,30,1,31,0.5
n7,1801,0.20130000000000003,1.444,30,3,33,0.36666666666666664
n7,1806,0.22196666666666665,1.444,30,0,30,0.5666666666666667
n7,1811,0.23703333333333299,1.444,30,0,30,0.5
n7,1816,0.2672333333333332,1.444,30,0,30,0.5666666666666667
n7,1821,0.297333333333333,1.444,30,0,30,0.6
n7,1826,0.14126666666666665,1.255,30,0,30,0.5666666666666667
n7,1831,0.1750666666666667,1.255,30,0,30,0.5333333333333333
n7,1836,0.18223333333333325,1.24,30,0,30,0.5
n7,1841,0.20576666666666665,1.24,30,1,31,0.43333333333333335
n7,1846,0.22019999999999995,1.24,30,1,31,0.4
n7,1851,0.2257,1.24,30,0,30,0.4
n7,1856,0.2244333333333337,1.24,30,2,32,0.4
n7,1861,0.2335666666666667,1.275,30,0,30,0.36666666666666664
n7,1866,0.2265999999999997,1.275,30,0,30,0.4
n7,1871,0.21343333333333314,1.275,30,4,34,0.4666666666666667
n7,1876,0.20643333333333325,1.275,30,5,35,0.5
n7,1881,0.18379999999999974,1.275,30,0,30,0.4666666666666667
n7,1886,0.1713,1.275,30,0,30,0.4666666666666667
n7,1891,0.2943,1.425,30,0,30,0.36666666666666664
n7,1896,0.34753333333333347,1.525,30,18,48,0.3333333333333333
n7,1901,0.3112999999999999,1.525,30,13,43,0.4666666666666667
n7,1906,0.2949666666666666,1.525,30,8,38,0.5
n7,1911,0.28913333333333346,1.525,30,3,33,0.5333333333333333
n7,1916,0.2900999999999998,1.569,30,0,30,0.5
n7,1921,0.2706999999999997,1.569,30,0,30,0.5
n7,1926,0.2586999999999997,1.569,30,0,30,0.5
n7,1931,0.23309999999999986,1.569,30,11,41,0.6
n7,1936,0.24563333333333293,1.569,30,6,36,0.6333333333333333
n7,1941,0.3123666666666669,1.693,30,1,31,0.7333333333333333
n7,1946,0.3592000000000002,1.78,30,0,30,0.5666666666666667
n7,1951,0.34240000000000004,1.78,30,1,31,0.5666666666666667
n7,1956,0.3191333333333328,1.78,30,1,31,0.5333333333333333
n7,1961,0.29920000000000013,1.78,30,6,36,0.6
n7,1966,0.25703333333333367,1.78,30,1,31,0.5333333333333333
n7,1971,0.2793333333333332,1.78,30,0,30,0.5
n7,1976,0.2518999999999998,1.702,30,0,30,0.4
n7,1981,0.29043333333333354,1.676,30,0,30,0.5333333333333333
n7,1986,0.3712666666666662,1.676,30,0,30,0.5
n7,1991,0.24036666666666706,1.493,30,0,30,0.5
n7,1996,0.259166666666667,1.493,30,0,30,0.5333333333333333
n7,2001,0.2845,1.493,30,0,30,0.5333333333333333
n7,2006,0.24093333333333344,1.427,30,0,30,0.5
n7,2011,0.2723333333333333,1.427,30,6,36,0.5666666666666667
n7,2016,0.31350000000000033,1.427,30,1,31,0.6333333333333333
n7,2021,0.3093666666666668,1.357,29,0,29,0.5333333333333333
n7,2026,0.37490000000000023,1.357,24,0,24,0.43333333333333335
n7,2031,0.3224333333333331,1.248,19,0,19,0.36666666666666664
n7,2036,0.3180666666666667,1.185,14,0,14,0.4666666666666667
n7,2041,0.1488666666666668,0.998,30,4,34,0.4666666666666667
n7,2046,0.18966666666666676,0.998,30,0,30,0.6333333333333333
n7,2051,0.20786666666666676,0.991,30,1,31,0.5666666666666667
n7,2056,1.2490333333333332,2.182,0,3,3,0.23333333333333334
n7,2061,1.0583333333333336,2.182,0,21,21,0.3
n7,2066,0.8534666666666666,2.184,0,16,16,0.4666666666666667
n7,2071,0.6874333333333333,2.23,0,12,12,0.6
n7,2076,0.4296333333333331,2.23,0,7,7,0.7666666666666667
n7,2081,0.27360000000000007,2.314,0,3,3,0.7
n7,2086,0.25113333333333365,2.314,30,1,31,0.6
n7,2091,0.27990000000000004,2.314,30,0,30,0.6
n7,2096,0.3735333333333333,2.314,30,0,30,0.6
n7,2101,0.47263333333333324,2.314,30,0,30,0.5
n7,2106,0.5848000000000002,2.314,30,0,30,0.4666666666666667
n7,2111,0.4135666666666662,2.057,30,0,30,0.4
n7,2116,0.4675999999999998,2.057,30,0,30,0.36666666666666664
n7,2121,0.24369999999999936,1.777,30,0,30,0.6
n7,2126,0.3933333333333331,1.972,30,1,31,0.4
n7,2131,0.4240999999999997,2.054,30,7,37,0.4666666666666667
n7,2136,0.3638000000000001,2.054,30,4,34,0.4666666666666667
n7,2141,0.339966666666667,2.054,30,11,41,0.5333333333333333
n7,2146,0.3424333333333336,2.054,30,6,36,0.5666666666666667
n7,2151,0.35179999999999967,2.054,30,1,31,0.5666666666666667
n7,2156,0.43056666666666654,2.054,30,0,30,0.5333333333333333
n7,2161,0.4279333333333333,1.931,30,0,30,0.5
n7,2166,0.5374333333333332,1.931,30,0,30,0.4666666666666667
n7,2171,0.4081666666666668,1.717,30,0,30,0.43333333333333335
n7,2176,0.3057666666666665,1.569,30,0,30,0.43333333333333335
n7,2181,0.2796333333333334,1.535,30,0,30,0.4666666666666667
n7,2186,0.2789666666666666,1.535,30,9,39,0.4666666666666667
n7,2191,0.26216666666666644,1.535,30,4,34,0.5
n7,2196,0.2413333333333334,1.535,30,1,31,0.43333333333333335
