Neuron,Start Time,Amplitude,Peak,Decay Time,Rise Time,Latency,Frequency
n1,391,0.2313333333333333,0.346,0,3,3,0.5
n1,396,0.23509999999999998,0.346,0,1,1,0.43333333333333335
n1,401,0.2789333333333333,0.346,3,0,3,0.5
n1,406,0.1991,0.253,1,0,1,0.5333333333333333
n1,411,0.28246666666666664,0.378,0,2,2,0.43333333333333335
n1,416,0.25453333333333333,0.378,0,3,3,0.4666666666666667
n1,421,0.2218,0.39,0,12,12,0.5666666666666667
n1,426,0.19000000000000003,0.39,0,7,7,0.6
n1,431,0.1665666666666667,0.39,0,2,2,0.5
n1,436,0.17410000000000006,0.39,9,0,9,0.4666666666666667
n1,441,0.2172333333333334,0.39,4,0,4,0.4666666666666667
n1,446,0.2509,0.39,3,0,3,0.5
n1,451,0.15633333333333332,0.242,1,0,1,0.5666666666666667
n1,456,0.14559999999999998,0.204,2,0,2,0.5666666666666667
n1,461,0.12883333333333336,0.162,3,0,3,0.4666666666666667
n1,466,0.16876666666666668,0.162,0,0,0,0.5333333333333333
n1,471,0.23820000000000002,0.234,1,0,1,0.5333333333333333
n1,476,0.3514,0.381,0,0,0,0.3333333333333333
n1,481,0.3148333333333333,0.381,0,2,2,0.43333333333333335
n1,486,0.2796666666666667,0.381,0,13,13,0.5333333333333333
n1,491,0.2505,0.381,0,8,8,0.6333333333333333
n1,496,0.20340000000000003,0.381,0,4,4,0.5666666666666667
n1,501,0.19236666666666669,0.381,0,1,1,0.4666666666666667
n1,506,0.17133333333333337,0.315,0,1,1,0.5333333333333333
n1,511,0.1557,0.268,5,0,5,0.5
n1,516,0.13773333333333335,0.227,0,0,0,0.4666666666666667
n1,521,0.1582,0.211,1,0,1,0.5
n1,526,0.1973,0.211,1,0,1,0.5
n1,531,0.24286666666666668,0.211,0,0,0,0.5
n1,536,0.27303333333333335,0.211,0,0,0,0.4
n1,541,0.3013,0.211,0,0,0,0.3333333333333333
n1,546,0.2114333333333333,0.087,1,0,1,0.5333333333333333
n1,551,0.11013333333333336,-0.025,0,0,0,0.5
n1,556,0.10133333333333332,-0.049,0,0,0,0.5666666666666667
n1,561,0.1231,-0.049,0,0,0,0.5666666666666667
n1,566,0.1517,-0.049,0,0,0,0.6
n1,571,0.18670000000000003,-0.049,0,0,0,0.5
n1,576,0.23509999999999998,-0.049,0,0,0,0.5
n1,581,0.23659999999999998,-0.081,0,0,0,0.4
n1,586,0.14463333333333342,-0.213,0,0,0,0.43333333333333335
n1,591,0.11966666666666659,-0.264,0,0,0,0.4666666666666667
n1,596,0.1324999999999999,-0.264,0,0,0,0.5
n1,601,0.1448000000000001,-0.264,0,1,1,0.5
n1,606,0.1447,-0.264,0,0,0,0.4666666666666667
n1,611,0.12266666666666665,-0.308,0,0,0,0.5666666666666667
n1,616,0.1305,-0.308,0,1,1,0.5666666666666667
n1,621,0.12703333333333333,-0.308,0,0,0,0.6333333333333333
n1,626,0.07750000000000007,-0.365,0,0,0,0.5666666666666667
n1,631,0.08216666666666667,-0.365,0,0,0,0.5333333333333333
n1,636,0.11293333333333322,-0.335,0,0,0,0.5
n1,641,0.11073333333333324,-0.335,0,0,0,0.5
n1,646,0.11533333333333323,-0.335,0,1,1,0.5
n1,651,0.13129999999999997,-0.335,0,0,0,0.4666666666666667
n1,656,0.1389333333333333,-0.335,0,0,0,0.43333333333333335
n1,661,0.14923333333333338,-0.335,0,0,0,0.5
n1,666,0.09680000000000005,-0.402,0,0,0,0.5
n1,671,0.10693333333333332,-0.402,0,1,1,0.4666666666666667
n1,676,0.08050000000000007,-0.433,0,0,0,0.4666666666666667
n1,681,0.0825333333333334,-0.433,0,0,0,0.4
n1,686,0.08946666666666675,-0.43,0,1,1,0.36666666666666664
n1,691,0.10280000000000006,-0.43,0,0,0,0.6
n1,696,0.12090000000000006,-0.43,0,0,0,0.5333333333333333
n1,701,0.13256666666666667,-0.43,0,0,0,0.43333333333333335
n1,706,0.1520333333333334,-0.43,0,1,1,0.4666666666666667
n1,711,0.1735666666666667,-0.43,0,0,0,0.4666666666666667
n1,716,0.1411333333333331,-0.481,0,0,0,0.5333333333333333
n1,721,0.10200000000000009,-0.528,0,0,0,0.5
n1,726,0.10949999999999982,-0.528,0,0,0,0.5666666666666667
n1,731,0.09853333333333336,-0.548,0,0,0,0.6
n1,736,0.10439999999999994,-0.548,0,1,1,0.5666666666666667
n1,741,0.10839999999999994,-0.548,0,0,0,0.5
n1,746,0.06313333333333349,-0.594,0,1,1,0.5
n1,751,0.06583333333333341,-0.594,0,1,1,0.5
n1,756,0.06836666666666658,-0.589,0,0,0,0.4666666666666667
n1,761,0.06893333333333329,-0.588,0,0,0,0.4666666666666667
n1,766,0.06803333333333328,-0.588,0,5,5,0.4666666666666667
n1,771,0.06843333333333335,-0.588,0,0,0,0.5
n1,776,0.08066666666666678,-0.571,0,1,1,0.5
n1,781,0.13416666666666655,-0.505,0,3,3,0.5333333333333333
n1,786,0.12459999999999993,-0.505,0,0,0,0.5333333333333333
n1,791,0.12363333333333326,-0.505,0,0,0,0.5
n1,796,0.11526666666666663,-0.505,0,5,5,0.4666666666666667
n1,801,0.10986666666666667,-0.505,0,0,0,0.43333333333333335
n1,806,0.11719999999999997,-0.505,0,0,0,0.5
n1,811,0.10303333333333331,-0.523,0,1,1,0.43333333333333335
n1,816,0.11726666666666685,-0.523,0,0,0,0.5333333333333333
n1,821,0.12236666666666673,-0.523,0,0,0,0.5666666666666667
n1,826,0.12583333333333346,-0.523,0,0,0,0.5666666666666667
n1,831,0.12563333333333326,-0.523,0,0,0,0.6
n1,836,0.12540000000000007,-0.523,0,0,0,0.6
n1,841,0.06599999999999995,-0.594,0,2,2,0.5333333333333333
n1,846,0.0642666666666667,-0.594,0,0,0,0.5666666666666667
n1,851,0.06943333333333346,-0.594,0,0,0,0.5333333333333333
n1,856,0.07003333333333339,-0.601,0,0,0,0.5333333333333333
n1,861,0.22420000000000023,-0.44,0,1,1,0.5
n1,866,0.22026666666666667,-0.44,0,1,1,0.4666666666666667
n1,871,0.21616666666666667,-0.44,0,0,0,0.5333333333333333
n1,876,0.21370000000000017,-0.44,0,5,5,0.5333333333333333
n1,881,0.21100000000000002,-0.44,0,0,0,0.5666666666666667
n1,886,0.21066666666666672,-0.44,0,1,1,0.5666666666666667
n1,891,0.07360000000000022,-0.583,0,1,1,0.5333333333333333
n1,896,0.11993333333333323,-0.539,0,0,0,0.5
n1,901,0.11786666666666656,-0.539,0,0,0,0.4666666666666667
n1,906,0.11836666666666662,-0.539,0,4,4,0.43333333333333335
n1,911,0.13480000000000003,-0.515,0,0,0,0.43333333333333335
n1,916,0.1359999999999999,-0.515,0,0,0,0.36666666666666664
n1,921,0.1419999999999999,-0.515,0,0,0,0.4
n1,926,0.14639999999999997,-0.515,0,0,0,0.43333333333333335
n1,931,0.14890000000000003,-0.515,0,1,1,0.5
n1,936,0.1501999999999999,-0.515,0,1,1,0.5333333333333333
n1,941,0.0632666666666668,-0.606,0,0,0,0.5333333333333333
n1,946,0.10006666666666675,-0.563,0,1,1,0.43333333333333335
n1,951,0.322,-0.304,0,2,2,0.3
n1,956,0.4504666666666668,-0.087,0,21,21,0.3
n1,961,0.4639666666666667,0.025,0,17,17,0.4
n1,966,0.3741333333333333,0.025,0,14,14,0.5333333333333333
n1,971,0.30310000000000004,0.025,0,10,10,0.6333333333333333
n1,976,0.23313333333333336,0.025,0,5,5,0.5333333333333333
n1,981,0.20573333333333335,0.025,0,0,0,0.5
n1,986,0.23370000000000002,0.025,0,0,0,0.4
n1,991,0.14536666666666664,-0.083,0,0,0,0.5666666666666667
n1,996,0.3213333333333333,0.118,0,0,0,0.3
n1,1001,0.3167,0.164,0,17,17,0.4
n1,1006,0.27763333333333334,0.164,0,12,12,0.5333333333333333
n1,1011,0.2326,0.164,0,10,10,0.6666666666666666
n1,1016,0.19613333333333333,0.164,0,5,5,0.5333333333333333
n1,1021,0.1779,0.164,0,2,2,0.43333333333333335
n1,1026,0.19466666666666668,0.164,0,0,0,0.5
n1,1031,0.21803333333333333,0.146,0,0,0,0.5666666666666667
n1,1036,0.15410000000000001,0.044,0,0,0,0.4
n1,1041,0.17209999999999998,0.023,0,0,0,0.5
n1,1046,0.19743333333333335,0.023,0,0,0,0.4666666666666667
n1,1051,0.22223333333333337,0.023,1,0,1,0.4666666666666667
n1,1056,0.10906666666666666,-0.117,0,0,0,0.4666666666666667
n1,1061,0.0961666666666667,-0.146,0,1,1,0.4666666666666667
n1,1066,0.1079333333333333,-0.146,0,1,1,0.5
n1,1071,0.2715666666666667,0.045,0,1,1,0.3333333333333333
n1,1076,0.5527666666666667,0.398,0,2,2,0.3333333333333333
n1,1081,0.48756666666666665,0.426,0,18,18,0.4
n1,1086,0.39803333333333335,0.426,0,13,13,0.5
n1,1091,0.31479999999999997,0.426,0,12,12,0.6
n1,1096,0.23209999999999997,0.426,0,7,7,0.6666666666666666
n1,1101,0.18866666666666665,0.426,0,2,2,0.5666666666666667
n1,1106,0.18456666666666666,0.426,13,0,13,0.5
n1,1111,0.15613333333333332,0.35,11,0,11,0.6
n1,1116,0.16806666666666667,0.318,8,0,8,0.6333333333333333
n1,1121,0.20386666666666667,0.318,3,0,3,0.4666666666666667
n1,1126,0.25616666666666665,0.318,0,0,0,0.43333333333333335
n1,1131,0.26380000000000003,0.276,5,0,5,0.4666666666666667
n1,1136,0.2078666666666667,0.161,1,0,1,0.5333333333333333
n1,1141,0.2208,0.161,0,0,0,0.5
n1,1146,0.4240333333333334,0.395,0,0,0,0.4
n1,1151,0.5130666666666667,0.545,0,19,19,0.36666666666666664
n1,1156,0.46173333333333333,0.596,0,14,14,0.5
n1,1161,0.37096666666666667,0.596,0,13,13,0.5333333333333333
n1,1166,0.2920333333333333,0.596,0,8,8,0.6
n1,1171,0.24406666666666654,0.596,0,3,3,0.5
n1,1176,0.24059999999999993,0.596,3,1,4,0.5
n1,1181,0.2630666666666666,0.596,11,0,11,0.4666666666666667
n1,1186,0.1818333333333334,0.458,11,0,11,0.4666666666666667
n1,1191,0.2386333333333333,0.451,6,0,6,0.5
n1,1196,0.23073333333333337,0.405,1,0,1,0.5333333333333333
n1,1201,0.2577,0.405,2,0,2,0.4666666666666667
n1,1206,0.21843333333333334,0.323,8,0,8,0.5
n1,1211,0.23179999999999998,0.292,3,0,3,0.5333333333333333
n1,1216,0.20713333333333334,0.222,1,0,1,0.5333333333333333
n1,1221,0.23246666666666668,0.222,0,0,0,0.43333333333333335
n1,1226,0.2604,0.222,0,0,0,0.43333333333333335
n1,1231,0.26666666666666666,0.18,1,0,1,0.5333333333333333
n1,1236,0.3045,0.18,0,0,0,0.43333333333333335
n1,1241,0.1905333333333334,0.05,0,0,0,0.4666666666666667
n1,1246,0.40049999999999997,0.306,0,0,0,0.43333333333333335
n1,1251,0.4350333333333333,0.422,0,0,0,0.4
n1,1256,0.42169999999999996,0.486,0,16,16,0.4666666666666667
n1,1261,0.3489333333333334,0.516,0,13,13,0.5666666666666667
n1,1266,0.3147,0.592,0,9,9,0.6666666666666666
n1,1271,0.24979999999999997,0.592,0,5,5,0.6
n1,1276,0.22783333333333328,0.592,16,2,18,0.5
n1,1281,0.24326666666666663,0.592,11,1,12,0.4666666666666667
n1,1286,0.27146666666666663,0.592,6,0,6,0.43333333333333335
n1,1291,0.30410000000000004,0.592,1,0,1,0.4666666666666667
n1,1296,0.17140000000000002,0.403,1,0,1,0.5333333333333333
n1,1301,0.20856666666666668,0.403,3,0,3,0.5
n1,1306,0.21943333333333337,0.372,3,0,3,0.5
n1,1311,0.25383333333333336,0.363,0,0,0,0.4666666666666667
n1,1316,0.2984,0.363,0,0,0,0.4666666666666667
n1,1321,0.1928,0.213,0,0,0,0.4666666666666667
n1,1326,0.21623333333333333,0.213,1,0,1,0.36666666666666664
n1,1331,0.20346666666666666,0.176,2,0,2,0.5333333333333333
n1,1336,0.15726666666666667,0.101,0,0,0,0.5
n1,1341,0.124,0.029,0,0,0,0.5666666666666667
n1,1346,0.1562,0.029,1,0,1,0.5666666666666667
n1,1351,0.16299999999999998,-0.005,0,0,0,0.5
n1,1356,0.2056333333333333,-0.007,0,0,0,0.4666666666666667
n1,1361,0.1727333333333333,-0.063,0,0,0,0.4
n1,1366,0.14603333333333335,-0.112,0,0,0,0.5666666666666667
n1,1371,0.11793333333333336,-0.152,0,0,0,0.5
n1,1376,0.12116666666666667,-0.158,0,2,2,0.43333333333333335
n1,1381,0.11803333333333335,-0.155,0,6,6,0.4666666666666667
n1,1386,0.10826666666666665,-0.155,0,1,1,0.5666666666666667
n1,1391,0.11366666666666661,-0.155,0,0,0,0.5333333333333333
n1,1396,0.12063333333333334,-0.155,0,1,1,0.5
n1,1401,0.13476666666666667,-0.155,0,0,0,0.4666666666666667
n1,1406,0.1566666666666667,-0.155,0,0,0,0.5
n1,1411,0.15383333333333332,-0.186,0,0,0,0.4
n1,1416,0.17259999999999998,-0.186,0,0,0,0.5
n1,1421,0.19653333333333328,-0.186,0,0,0,0.4
n1,1426,0.09636666666666671,-0.302,0,0,0,0.4666666666666667
n1,1431,0.1059,-0.302,0,0,0,0.4666666666666667
n1,1436,0.11426666666666668,-0.302,0,0,0,0.5333333333333333
n1,1441,0.1937,-0.204,0,1,1,0.4
n1,1446,0.3033666666666666,-0.049,0,7,7,0.36666666666666664
n1,1451,0.3186333333333333,0.031,0,16,16,0.4
n1,1456,0.26226666666666665,0.031,0,13,13,0.5333333333333333
n1,1461,0.22426666666666673,0.06,0,11,11,0.6333333333333333
n1,1466,0.15239999999999998,0.06,0,7,7,0.6333333333333333
n1,1471,0.1308,0.071,0,3,3,0.5333333333333333
n1,1476,0.12616666666666665,0.071,0,0,0,0.5333333333333333
n1,1481,0.1597,0.107,0,1,1,0.5
n1,1486,0.1533,0.107,0,1,1,0.4666666666666667
n1,1491,0.2283666666666667,0.202,0,2,2,0.4666666666666667
n1,1496,0.2409666666666667,0.202,0,4,4,0.43333333333333335
n1,1501,0.23723333333333335,0.202,0,4,4,0.43333333333333335
n1,1506,0.2548,0.202,0,1,1,0.4666666666666667
n1,1511,0.28823333333333334,0.202,0,0,0,0.4666666666666667
n1,1516,0.32866666666666666,0.202,2,0,2,0.4
n1,1521,0.24213333333333337,0.049,1,0,1,0.5
n1,1526,0.22529999999999997,0.012,1,0,1,0.5
n1,1531,0.23536666666666664,-0.005,0,0,0,0.43333333333333335
n1,1536,0.2487333333333333,-0.005,0,0,0,0.36666666666666664
n1,1541,0.1164333333333333,-0.159,0,1,1,0.5333333333333333
n1,1546,0.12036666666666665,-0.159,0,0,0,0.4666666666666667
n1,1551,0.12736666666666666,-0.159,0,0,0,0.5
n1,1556,0.14120000000000002,-0.167,0,0,0,0.5333333333333333
n1,1561,0.1631,-0.167,0,0,0,0.4666666666666667
n1,1566,0.1799999999999999,-0.167,0,1,1,0.43333333333333335
n1,1571,0.19436666666666672,-0.167,0,0,0,0.4666666666666667
n1,1576,0.09049999999999997,-0.288,0,1,1,0.5
n1,1581,0.08280000000000004,-0.303,0,0,0,0.5666666666666667
n1,1586,0.08900000000000008,-0.303,0,0,0,0.5
n1,1591,0.12846666666666662,-0.274,0,0,0,0.5666666666666667
n1,1596,0.13326666666666664,-0.274,0,3,3,0.6
n1,1601,0.13403333333333334,-0.274,0,1,1,0.6333333333333333
n1,1606,0.1447666666666667,-0.274,0,0,0,0.5333333333333333
n1,1611,0.1536333333333333,-0.274,0,0,0,0.5333333333333333
n1,1616,0.15773333333333334,-0.274,0,0,0,0.5333333333333333
n1,1621,0.10876666666666673,-0.322,0,0,0,0.5333333333333333
n1,1626,0.1676333333333333,-0.267,0,0,0,0.5
n1,1631,0.16306666666666658,-0.267,0,4,4,0.4666666666666667
n1,1636,0.16926666666666668,-0.236,0,7,7,0.4
n1,1641,0.17083333333333334,-0.236,0,2,2,0.43333333333333335
n1,1646,0.16733333333333328,-0.236,0,1,1,0.4666666666666667
n1,1651,0.17453333333333332,-0.236,0,3,3,0.43333333333333335
n1,1656,0.18453333333333333,-0.236,0,0,0,0.4666666666666667
n1,1661,0.1993666666666667,-0.236,0,0,0,0.4666666666666667
n1,1666,0.13323333333333337,-0.329,0,1,1,0.5333333333333333
n1,1671,0.1422666666666667,-0.329,0,0,0,0.5
n1,1676,0.09166666666666656,-0.404,0,0,0,0.5333333333333333
n1,1681,0.1069,-0.394,0,0,0,0.5
n1,1686,0.11226666666666663,-0.394,0,1,1,0.4
n1,1691,0.11173333333333335,-0.394,0,0,0,0.43333333333333335
n1,1696,0.12636666666666663,-0.394,0,0,0,0.3333333333333333
n1,1701,0.13096666666666668,-0.394,0,4,4,0.4
n1,1706,0.13890000000000002,-0.394,0,3,3,0.4666666666666667
n1,1711,0.10743333333333321,-0.436,0,0,0,0.5666666666666667
n1,1716,0.1134,-0.436,0,0,0,0.5666666666666667
n1,1721,0.0897,-0.471,0,0,0,0.5666666666666667
n1,1726,0.17053333333333331,-0.38,0,1,1,0.5666666666666667
n1,1731,0.1732666666666668,-0.38,0,1,1,0.5333333333333333
n1,1736,0.15790000000000004,-0.38,0,2,2,0.5333333333333333
n1,1741,0.14890000000000003,-0.38,0,0,0,0.5333333333333333
n1,1746,0.14590000000000003,-0.38,0,0,0,0.5333333333333333
n1,1751,0.12990000000000002,-0.38,0,0,0,0.43333333333333335
n1,1756,0.10863333333333325,-0.405,0,4,4,0.43333333333333335
n1,1761,0.09960000000000002,-0.405,0,1,1,0.5
n1,1766,0.09689999999999988,-0.405,0,3,3,0.5333333333333333
n1,1771,0.09049999999999997,-0.404,0,3,3,0.5333333333333333
n1,1776,0.08220000000000005,-0.404,0,0,0,0.5
n1,1781,0.09446666666666653,-0.404,0,0,0,0.5666666666666667
n1,1786,0.1012333333333334,-0.404,0,1,1,0.6333333333333333
n1,1791,0.1154666666666666,-0.404,0,0,0,0.5666666666666667
n1,1796,0.12996666666666667,-0.404,0,1,1,0.4666666666666667
n1,1801,0.12779999999999986,-0.428,0,0,0,0.5333333333333333
n1,1806,0.08699999999999997,-0.489,0,0,0,0.6333333333333333
n1,1811,0.11790000000000006,-0.465,0,0,0,0.5666666666666667
n1,1816,0.1282666666666667,-0.465,0,1,1,0.5333333333333333
n1,1821,0.1441666666666666,-0.447,0,0,0,0.5333333333333333
n1,1826,0.1566999999999999,-0.447,0,1,1,0.5
n1,1831,0.15289999999999998,-0.447,0,0,0,0.5333333333333333
n1,1836,0.14506666666666662,-0.447,0,2,2,0.4666666666666667
n1,1841,0.14406666666666662,-0.447,0,3,3,0.5666666666666667
n1,1846,0.13329999999999992,-0.447,0,0,0,0.5
n1,1851,0.1310333333333334,-0.448,0,0,0,0.5333333333333333
n1,1856,0.11793333333333339,-0.448,0,2,2,0.5
n1,1861,0.11410000000000015,-0.448,0,1,1,0.4666666666666667
n1,1866,0.11933333333333324,-0.439,0,1,1,0.43333333333333335
n1,1871,0.11963333333333331,-0.439,0,2,2,0.4
n1,1876,0.12123333333333325,-0.439,0,1,1,0.4666666666666667
n1,1881,0.1269333333333334,-0.439,0,2,2,0.4666666666666667
n1,1886,0.1469333333333333,-0.415,0,3,3,0.4666666666666667
n1,1891,0.23920000000000013,-0.294,0,3,3,0.4
n1,1896,0.23399999999999999,-0.268,0,7,7,0.43333333333333335
n1,1901,0.2862,-0.168,0,14,14,0.43333333333333335
n1,1906,0.2741666666666668,-0.115,0,13,13,0.5333333333333333
n1,1911,0.3813,0.09,0,13,13,0.43333333333333335
n1,1916,0.3054,0.09,0,11,11,0.5
n1,1921,0.2639666666666667,0.09,0,6,6,0.5333333333333333
n1,1926,0.22066666666666665,0.09,0,8,8,0.5
n1,1931,0.18736666666666668,0.094,0,5,5,0.43333333333333335
n1,1936,0.1809,0.094,0,0,0,0.4666666666666667
n1,1941,0.20266666666666666,0.094,0,0,0,0.4666666666666667
n1,1946,0.21706666666666669,0.094,0,0,0,0.4666666666666667
n1,1951,0.22110000000000002,0.094,0,1,1,0.5
n1,1956,0.23846666666666666,0.094,0,0,0,0.5
n1,1961,0.1437666666666667,-0.03,0,0,0,0.5
n1,1966,0.15679999999999997,-0.03,0,0,0,0.4666666666666667
n1,1971,0.15333333333333332,-0.049,0,1,1,0.5333333333333333
n1,1976,0.16393333333333332,-0.049,0,1,1,0.5
n1,1981,0.15003333333333335,-0.082,0,1,1,0.5333333333333333
n1,1986,0.16293333333333332,-0.082,0,2,2,0.5
n1,1991,0.1403333333333333,-0.125,0,0,0,0.5
n1,1996,0.13553333333333337,-0.156,0,0,0,0.5333333333333333
n1,2001,0.15203333333333333,-0.156,0,0,0,0.5333333333333333
n1,2006,0.2658333333333333,-0.02,0,1,1,0.43333333333333335
n1,2011,0.23646666666666669,-0.019,0,1,1,0.43333333333333335
n1,2016,0.20963333333333334,-0.017,0,14,14,0.5
n1,2021,0.18693333333333334,0.003,0,9,9,0.6333333333333333
n1,2026,0.15526666666666666,0.003,0,6,6,0.6
n1,2031,0.1311,0.003,0,1,1,0.5333333333333333
n1,2036,0.13853333333333334,0.003,0,0,0,0.5333333333333333
n1,2041,0.15526666666666666,0.003,0,0,0,0.43333333333333335
n1,2046,0.18130000000000002,0.003,1,0,1,0.36666666666666664
n1,2051,0.18303333333333335,-0.018,0,0,0,0.4666666666666667
n1,2056,0.19430000000000003,-0.018,0,0,0,0.5
n1,2061,0.20823333333333335,-0.018,0,0,0,0.5
n1,2066,0.1283333333333333,-0.11,0,0,0,0.5
n1,2071,0.1401333333333334,-0.11,0,1,1,0.5
n1,2076,0.15066666666666667,-0.11,0,0,0,0.4666666666666667
n1,2081,0.11409999999999995,-0.167,0,0,0,0.5333333333333333
n1,2086,0.13440000000000005,-0.169,0,0,0,0.5
n1,2091,0.16119999999999993,-0.169,0,0,0,0.5
n1,2096,0.17066666666666663,-0.196,0,0,0,0.5
n1,2101,0.15933333333333333,-0.241,0,0,0,0.4666666666666667
n1,2106,0.19379999999999997,-0.241,0,0,0,0.5
n1,2111,0.1575666666666667,-0.299,0,0,0,0.5333333333333333
n1,2116,0.14763333333333328,-0.335,0,0,0,0.43333333333333335
n1,2121,0.11599999999999999,-0.396,0,1,1,0.43333333333333335
n1,2126,0.13573333333333326,-0.4,0,0,0,0.4666666666666667
n1,2131,0.1568666666666667,-0.405,0,0,0,0.5333333333333333
n1,2136,0.1747333333333334,-0.405,0,0,0,0.43333333333333335
n1,2141,0.10996666666666666,-0.492,0,0,0,0.5333333333333333
n1,2146,0.1154666666666666,-0.492,0,0,0,0.5333333333333333
n1,2151,0.11636666666666673,-0.492,0,0,0,0.4666666666666667
n1,2156,0.08086666666666664,-0.527,0,4,4,0.4666666666666667
n1,2161,0.07783333333333331,-0.527,0,0,0,0.5
n1,2166,0.07100000000000006,-0.527,0,0,0,0.4666666666666667
n1,2171,0.1508000000000001,-0.431,0,0,0,0.4
