neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,8,624.7916666666667,0.01280426808936312
n1,Open-Peer,0,16.458333333333336,0.0
n1,Open,1,23.333333333333336,0.04285714285714285
n1,Middle,1,50.625,0.019753086419753086
n1,Middle-to-Close,0,8.75,0.0
n1,Close,8,441.0416666666667,0.018138875767595652
n1,Middle-to-OpenPeer,0,6.041666666666667,0.0
n1,Middle-to-Open,0,26.041666666666668,0.0
n1,Close-to-Middle,0,22.916666666666668,0.0
n1,Close-to-Open,1,7.916666666666667,0.12631578947368421
n4,ALL,14,624.7916666666667,0.02240746915638546
n4,Open-Peer,0,16.458333333333336,0.0
n4,Open,1,23.333333333333336,0.04285714285714285
n4,Middle,2,50.625,0.03950617283950617
n4,Middle-to-Close,0,8.75,0.0
n4,Close,9,441.0416666666667,0.02040623523854511
n4,Middle-to-OpenPeer,0,6.041666666666667,0.0
n4,Middle-to-Open,1,26.041666666666668,0.0384
n4,Close-to-Middle,0,22.916666666666668,0.0
n4,Close-to-Open,0,7.916666666666667,0.0
n5,ALL,8,624.7916666666667,0.01280426808936312
n5,Open-Peer,0,16.458333333333336,0.0
n5,Open,1,23.333333333333336,0.04285714285714285
n5,Middle,1,50.625,0.019753086419753086
n5,Middle-to-Close,0,8.75,0.0
n5,Close,9,441.0416666666667,0.02040623523854511
n5,Middle-to-OpenPeer,0,6.041666666666667,0.0
n5,Middle-to-Open,1,26.041666666666668,0.0384
n5,Close-to-Middle,1,22.916666666666668,0.04363636363636363
n5,Close-to-Open,0,7.916666666666667,0.0
n6,ALL,8,624.7916666666667,0.01280426808936312
n6,Open-Peer,0,16.458333333333336,0.0
n6,Open,1,23.333333333333336,0.04285714285714285
n6,Middle,1,50.625,0.019753086419753086
n6,Middle-to-Close,0,8.75,0.0
n6,Close,5,441.0416666666667,0.011336797354747283
n6,Middle-to-OpenPeer,1,6.041666666666667,0.16551724137931034
n6,Middle-to-Open,1,26.041666666666668,0.0384
n6,Close-to-Middle,0,22.916666666666668,0.0
n6,Close-to-Open,0,7.916666666666667,0.0
n7,ALL,11,624.7916666666667,0.01760586862287429
n7,Open-Peer,0,16.458333333333336,0.0
n7,Open,2,23.333333333333336,0.0857142857142857
n7,Middle,1,50.625,0.019753086419753086
n7,Middle-to-Close,0,8.75,0.0
n7,Close,8,441.0416666666667,0.018138875767595652
n7,Middle-to-OpenPeer,1,6.041666666666667,0.16551724137931034
n7,Middle-to-Open,0,26.041666666666668,0.0
n7,Close-to-Middle,1,22.916666666666668,0.04363636363636363
n7,Close-to-Open,0,7.916666666666667,0.0
n8,ALL,17,624.7916666666667,0.02720906968989663
n8,Open-Peer,0,16.458333333333336,0.0
n8,Open,0,23.333333333333336,0.0
n8,Middle,1,50.625,0.019753086419753086
n8,Middle-to-Close,0,8.75,0.0
n8,Close,15,441.0416666666667,0.03401039206424185
n8,Middle-to-OpenPeer,0,6.041666666666667,0.0
n8,Middle-to-Open,1,26.041666666666668,0.0384
n8,Close-to-Middle,2,22.916666666666668,0.08727272727272727
n8,Close-to-Open,0,7.916666666666667,0.0
n9,ALL,9,624.7916666666667,0.01440480160053351
n9,Open-Peer,0,16.458333333333336,0.0
n9,Open,1,23.333333333333336,0.04285714285714285
n9,Middle,1,50.625,0.019753086419753086
n9,Middle-to-Close,0,8.75,0.0
n9,Close,6,441.0416666666667,0.01360415682569674
n9,Middle-to-OpenPeer,1,6.041666666666667,0.16551724137931034
n9,Middle-to-Open,0,26.041666666666668,0.0
n9,Close-to-Middle,0,22.916666666666668,0.0
n9,Close-to-Open,0,7.916666666666667,0.0
n11,ALL,7,624.7916666666667,0.01120373457819273
n11,Open-Peer,0,16.458333333333336,0.0
n11,Open,0,23.333333333333336,0.0
n11,Middle,1,50.625,0.019753086419753086
n11,Middle-to-Close,0,8.75,0.0
n11,Close,4,441.0416666666667,0.009069437883797826
n11,Middle-to-OpenPeer,0,6.041666666666667,0.0
n11,Middle-to-Open,1,26.041666666666668,0.0384
n11,Close-to-Middle,1,22.916666666666668,0.04363636363636363
n11,Close-to-Open,0,7.916666666666667,0.0
n12,ALL,12,624.7916666666667,0.01920640213404468
n12,Open-Peer,0,16.458333333333336,0.0
n12,Open,1,23.333333333333336,0.04285714285714285
n12,Middle,1,50.625,0.019753086419753086
n12,Middle-to-Close,0,8.75,0.0
n12,Close,9,441.0416666666667,0.02040623523854511
n12,Middle-to-OpenPeer,0,6.041666666666667,0.0
n12,Middle-to-Open,2,26.041666666666668,0.0768
n12,Close-to-Middle,2,22.916666666666668,0.08727272727272727
n12,Close-to-Open,1,7.916666666666667,0.12631578947368421
n13,ALL,17,624.7916666666667,0.02720906968989663
n13,Open-Peer,0,16.458333333333336,0.0
n13,Open,0,23.333333333333336,0.0
n13,Middle,0,50.625,0.0
n13,Middle-to-Close,0,8.75,0.0
n13,Close,10,441.0416666666667,0.022673594709494566
n13,Middle-to-OpenPeer,0,6.041666666666667,0.0
n13,Middle-to-Open,1,26.041666666666668,0.0384
n13,Close-to-Middle,1,22.916666666666668,0.04363636363636363
n13,Close-to-Open,0,7.916666666666667,0.0
n14,ALL,10,624.7916666666667,0.0160053351117039
n14,Open-Peer,1,16.458333333333336,0.06075949367088607
n14,Open,1,23.333333333333336,0.04285714285714285
n14,Middle,1,50.625,0.019753086419753086
n14,Middle-to-Close,0,8.75,0.0
n14,Close,11,441.0416666666667,0.024940954180444022
n14,Middle-to-OpenPeer,1,6.041666666666667,0.16551724137931034
n14,Middle-to-Open,1,26.041666666666668,0.0384
