graph_id,node_id,feat
2,115,"-0.7561435339522087,-1.0080533657193356,-0.9821214712727194"
2,116,"-1.2006902958941972,-1.0265761474669184,-0.8672802244377057"
2,117,"-0.9487804641270703,-0.7228025268065595,0.32929147645614637"
2,118,"-1.0080533657193356,-0.9821214712727194,0.6589969915631212"
2,119,"-1.0265761474669184,-0.8672802244377057,1.1072483098546262"
2,120,"-0.7228025268065595,0.32929147645614637,1.2813624582819052"
2,121,"-0.9821214712727194,0.6589969915631212,1.4851130575053164"
2,122,"-0.8672802244377057,1.1072483098546262,1.5999543043403304"
2,123,"0.32929147645614637,1.2813624582819052,1.5925451916412972"
2,124,"0.6589969915631212,1.4851130575053164,1.185043993194474"
2,125,"1.1072483098546262,1.5999543043403304,1.7222046638743767"
2,126,"1.2813624582819052,1.5925451916412972,1.8777960305540728"
2,127,"1.4851130575053164,1.185043993194474,1.7481365583209934"
2,128,"1.5999543043403304,1.7222046638743767,1.214680443990607"
2,129,"1.5925451916412972,1.8777960305540728,1.8703869178550396"
2,130,"1.185043993194474,1.7481365583209934,1.2294986693886731"
2,131,"1.7222046638743767,1.214680443990607,0.936838717776864"
2,132,"1.8777960305540728,1.8703869178550396,0.47006461773777614"
2,133,"1.7481365583209934,1.2294986693886731,1.1442938733497918"
2,134,"1.214680443990607,0.936838717776864,0.6404742098155383"
2,135,"1.8703869178550396,0.47006461773777614,0.3218823637571132"
2,136,"1.2294986693886731,1.1442938733497918,0.15147277167935103"
2,137,"0.936838717776864,0.6404742098155383,0.4144962724950276"
2,138,"0.47006461773777614,0.3218823637571132,0.20333656057258306"
2,139,"1.1442938733497918,0.15147277167935103,0.8331111399904"
2,140,"0.6404742098155383,0.4144962724950276,1.0331571828642947"
2,141,"0.3218823637571132,0.20333656057258306,0.9294296050778308"
2,142,"0.15147277167935103,0.8331111399904,0.10331353913563569"
2,143,"0.4144962724950276,1.0331571828642947,0.788656463796201"
2,144,"0.20333656057258306,0.9294296050778308,0.5886104209223063"
2,145,"0.8331111399904,0.10331353913563569,0.7664291256991017"
2,146,"1.0331571828642947,0.788656463796201,0.6849288860097372"
2,147,"0.9294296050778308,0.5886104209223063,0.49970106853390883"
2,148,"0.10331353913563569,0.7664291256991017,0.38856437804841154"
2,149,"0.788656463796201,0.6849288860097372,0.21445022962113278"
2,150,"0.5886104209223063,0.49970106853390883,0.5515648574271406"
2,151,"0.7664291256991017,0.38856437804841154,-0.048573271194543736"
2,152,"0.6849288860097372,0.21445022962113278,0.35892792725227896"
2,153,"0.49970106853390883,0.5515648574271406,0.45524639233970987"
2,154,"0.38856437804841154,-0.048573271194543736,0.8960885979321818"
2,155,"0.21445022962113278,0.35892792725227896,0.4959965121843922"
2,156,"0.5515648574271406,0.45524639233970987,0.04774519389288706"
2,157,"-0.048573271194543736,0.8960885979321818,0.4182008288445441"
2,158,"0.35892792725227896,0.4959965121843922,-0.09302794738874261"
2,159,"0.45524639233970987,0.04774519389288706,0.7256790058544196"
2,160,"0.8960885979321818,0.4182008288445441,0.1737001097764505"
2,161,"0.4959965121843922,-0.09302794738874261,0.57379219552424"
2,162,"0.04774519389288706,0.7256790058544196,0.08108620103853623"
2,163,"0.4182008288445441,0.1737001097764505,-0.33382411010731966"
2,164,"-0.09302794738874261,0.57379219552424,0.1959274478735499"
2,165,"0.7256790058544196,0.08108620103853623,0.06626797564046993"
2,166,"0.1737001097764505,-0.33382411010731966,0.7590200130000685"
2,167,"0.57379219552424,0.1959274478735499,-0.2634375394665048"
2,168,"0.08108620103853623,0.06626797564046993,0.2848368002619477"
2,169,"-0.33382411010731966,0.7590200130000685,0.21445022962113278"
2,170,"0.1959274478735499,-0.2634375394665048,0.08108620103853623"
3,1,"0.9937509796613787,0.491094777392167,1.2196638795576535"
3,2,"2.049893786676464,1.3269725070083842,1.0163422696510063"
3,3,"0.491094777392167,1.2196638795576535,0.9203292871950893"
3,4,"1.3269725070083842,1.0163422696510063,-0.10192658483555475"
3,5,"1.2196638795576535,0.9203292871950893,0.0731559125840583"
3,6,"1.0163422696510063,-0.10192658483555475,-0.18099609979925096"
3,7,"0.9203292871950893,0.0731559125840583,0.9655118671743442"
3,8,"-0.10192658483555475,-0.18099609979925096,1.7392635493190858"
3,9,"0.0731559125840583,0.9655118671743442,0.011029865112582776"
3,10,"-0.18099609979925096,1.7392635493190858,0.14092978255294078"
3,11,"0.9655118671743442,0.011029865112582776,0.37249050494662267"
3,12,"1.7392635493190858,0.14092978255294078,0.07880373508146521"
3,13,"0.011029865112582776,0.37249050494662267,0.027973332604803298"
3,14,"0.14092978255294078,0.07880373508146521,-0.33348730722923653"
3,15,"0.37249050494662267,0.027973332604803298,1.8352765317750026"
3,16,"0.07880373508146521,-0.33348730722923653,1.9312895142309197"
3,17,"0.027973332604803298,1.8352765317750026,0.8469075947288001"
3,18,"-0.33348730722923653,1.9312895142309197,1.9086982242412924"
3,19,"1.8352765317750026,0.8469075947288001,2.2249762840960767"
3,20,"1.9312895142309197,1.9086982242412924,2.4057066040130968"
3,21,"0.8469075947288001,2.2249762840960767,1.5528854069046591"
3,22,"1.9086982242412924,2.4057066040130968,2.1007241891531256"
3,23,"2.2249762840960767,1.5528854069046591,1.699728791837238"
3,24,"2.4057066040130968,2.1007241891531256,0.9203292871950893"
3,25,"1.5528854069046591,1.699728791837238,1.1801291220758057"
3,26,"2.1007241891531256,0.9203292871950893,1.3213246845109774"
3,27,"1.699728791837238,1.1801291220758057,1.682785324345017"
3,28,"0.9203292871950893,1.3213246845109774,0.26518187749589206"
3,29,"1.1801291220758057,1.682785324345017,1.8522199992672235"
3,30,"1.3213246845109774,0.26518187749589206,1.5754766968942868"
3,31,"1.682785324345017,1.8522199992672235,1.106707429609516"
3,32,"0.26518187749589206,1.5754766968942868,0.9598640446769375"
3,33,"1.8522199992672235,1.106707429609516,1.4003941994746736"
3,34,"1.5754766968942868,0.9598640446769375,-0.10192658483555475"
3,35,"1.106707429609516,1.4003941994746736,0.6548816298169664"
3,36,"0.9598640446769375,-0.10192658483555475,0.4797991323973532"
3,37,"1.4003941994746736,0.6548816298169664,1.021990092148413"
3,38,"-0.10192658483555475,0.4797991323973532,-0.43514811218256017"
3,39,"0.6548816298169664,1.021990092148413,0.4967425998895739"
3,40,"0.4797991323973532,-0.43514811218256017,0.9711596896717511"
3,41,"1.021990092148413,0.4967425998895739,1.0050466246561924"
3,42,"-0.43514811218256017,0.9711596896717511,-0.005913602379637918"
3,43,"0.4967425998895739,1.0050466246561924,0.7395989672780693"
3,44,"0.9711596896717511,-0.005913602379637918,0.32730792496736766"
3,45,"1.0050466246561924,0.7395989672780693,1.106707429609516"
3,46,"-0.005913602379637918,0.32730792496736766,0.25953405499848514"
3,47,"0.7395989672780693,1.106707429609516,-0.2487699697681334"
3,48,"0.32730792496736766,0.25953405499848514,-0.6836523020684626"
3,49,"1.106707429609516,-0.2487699697681334,-0.5989349646073595"
3,50,"0.25953405499848514,-0.6836523020684626,0.9881031571639718"
3,51,"-0.2487699697681334,-0.5989349646073595,-0.6554131895814284"
3,52,"-0.6836523020684626,0.9881031571639718,-0.09063093984074096"
3,53,"-0.5989349646073595,-0.6554131895814284,-0.2826569047525746"
3,54,"0.9881031571639718,-0.09063093984074096,0.40637743993106384"
3,55,"-0.6554131895814284,-0.2826569047525746,0.3668426824492158"
3,56,"-0.09063093984074096,0.40637743993106384,-0.8643826219854824"
3,57,"-0.2826569047525746,0.3668426824492158,-0.2431221472707265"
3,58,"0.40637743993106384,-0.8643826219854824,-0.29395254974738844"
3,59,"0.3668426824492158,-0.2431221472707265,-0.3221916622344229"
3,60,"-0.8643826219854824,-0.29395254974738844,-0.9321564919543652"
3,61,"-0.2431221472707265,-0.3221916622344229,-0.07368747234852034"
3,62,"-0.29395254974738844,-0.9321564919543652,-0.6328218995918007"
3,63,"-0.3221916622344229,-0.07368747234852034,0.0562124450918377"
3,64,"-0.9321564919543652,-0.6328218995918007,-0.2092352122862853"
3,65,"-0.07368747234852034,0.0562124450918377,0.12398631506072026"
3,66,"-0.6328218995918007,-0.2092352122862853,-0.07368747234852034"
3,67,"0.0562124450918377,0.12398631506072026,0.10139502507109271"
3,68,"-0.2092352122862853,-0.07368747234852034,-0.46903504716700156"
3,69,"0.12398631506072026,0.10139502507109271,-0.45209157967478086"
3,70,"-0.07368747234852034,-0.46903504716700156,-0.7627218170321589"
3,71,"0.10139502507109271,-0.45209157967478086,0.2199992975166371"
3,72,"-0.46903504716700156,-0.7627218170321589,0.25953405499848514"
3,73,"-0.45209157967478086,0.2199992975166371,0.3668426824492158"
3,74,"-0.7627218170321589,0.25953405499848514,0.4685034874025395"
3,75,"0.2199992975166371,0.3668426824492158,0.2199992975166371"
