cluster,time_point,mean_intensity,std_intensity,n_samples
Cluster_1,-100,0.3506490630598734,0.2947248413132983,258
Cluster_1,-99,0.35144061398203086,0.29245375841591503,258
Cluster_1,-98,0.3525606055405961,0.289056254095114,258
Cluster_1,-97,0.3538904677786027,0.2851635223668194,258
Cluster_1,-96,0.3552105324389188,0.2815329028120628,258
Cluster_1,-95,0.35632548239179745,0.2786247872198553,258
Cluster_1,-94,0.3571660692104706,0.27621481588587543,258
Cluster_1,-93,0.35784364706294625,0.27354882493445515,258
Cluster_1,-92,0.3586127409101014,0.27032006225633903,258
Cluster_1,-91,0.3597067794793114,0.2672320368363972,258
Cluster_1,-90,0.3611984267284384,0.26533891087109357,258
Cluster_1,-89,0.363077959341841,0.2650902763681877,258
Cluster_1,-88,0.3654240949742306,0.26605076857744053,258
Cluster_1,-87,0.36830572659443245,0.26742287943922277,258
Cluster_1,-86,0.37146001250705474,0.26887562073112864,258
Cluster_1,-85,0.3742786731586417,0.2706688911590644,258
Cluster_1,-84,0.376265552432242,0.2729364055349989,258
Cluster_1,-83,0.37745482104530675,0.27523008685995215,258
Cluster_1,-82,0.3782972224860616,0.2769520741894212,258
Cluster_1,-81,0.379154440017775,0.27801313269471034,258
Cluster_1,-80,0.38000064068814166,0.27880317922764225,258
Cluster_1,-79,0.38065313858492233,0.27966789899546385,258
Cluster_1,-78,0.381171280418672,0.28069292376383764,258
Cluster_1,-77,0.3818435792973645,0.281702920947185,258
Cluster_1,-76,0.3827864842618163,0.2822184123790969,258
Cluster_1,-75,0.3837494817061593,0.281748537401414,258
Cluster_1,-74,0.3843758479149326,0.2801664782241638,258
Cluster_1,-73,0.38451004336810835,0.27761096520185513,258
Cluster_1,-72,0.38421760503048563,0.27436353046359097,258
Cluster_1,-71,0.3836931697919213,0.2709277288278072,258
Cluster_1,-70,0.3832341424425414,0.26789925737276016,258
Cluster_1,-69,0.38319100571870013,0.26583729985528287,258
Cluster_1,-68,0.38384434519469984,0.2653290728179586,258
Cluster_1,-67,0.38527447813251214,0.2667228354979839,258
Cluster_1,-66,0.3873316586555242,0.26960317951612656,258
Cluster_1,-65,0.38977491940021564,0.27290554140161816,258
Cluster_1,-64,0.39247070187643274,0.27558774160457333,258
Cluster_1,-63,0.3954109416171844,0.27706710088226,258
Cluster_1,-62,0.3985299286815271,0.27739062036811796,258
Cluster_1,-61,0.4016263035133311,0.27723174390238836,258
Cluster_1,-60,0.404493398933242,0.27744472137098863,258
Cluster_1,-59,0.40701229437924774,0.2784051036249893,258
Cluster_1,-58,0.409120054671434,0.2797524354846656,258
Cluster_1,-57,0.41079876356517897,0.2808191622580596,258
Cluster_1,-56,0.41210708053835815,0.2813916717147095,258
Cluster_1,-55,0.41315630235754053,0.2819847123344077,258
Cluster_1,-54,0.4140057453735076,0.28336682504963623,258
Cluster_1,-53,0.41456244614145665,0.28559441101142263,258
Cluster_1,-52,0.41462111112519495,0.2873834359600771,258
Cluster_1,-51,0.41408044550955847,0.28709116523677936,258
Cluster_1,-50,0.41321598829103945,0.284484418916634,258
Cluster_1,-49,0.4127312935526107,0.2810333732488924,258
Cluster_1,-48,0.4134143640344418,0.2784120394929065,258
Cluster_1,-47,0.4157160220447265,0.2769626524029468,258
Cluster_1,-46,0.4196752007240445,0.27572678914773857,258
Cluster_1,-45,0.4250707421633785,0.27390954332042317,258
Cluster_1,-44,0.43143932680286123,0.2720236195283894,258
Cluster_1,-43,0.4380720216178822,0.2711896956043687,258
Cluster_1,-42,0.4442687220963218,0.27159984497882955,258
Cluster_1,-41,0.4496132451190061,0.2723852229289495,258
Cluster_1,-40,0.4538986882000912,0.27273115926966474,258
Cluster_1,-39,0.45688603502683606,0.2725086366450701,258
Cluster_1,-38,0.4583017656083687,0.2720529107490456,258
Cluster_1,-37,0.458053356445788,0.2717219560182932,258
Cluster_1,-36,0.456351519580641,0.271723142279878,258
Cluster_1,-35,0.45364541682370324,0.27214958056913785,258
Cluster_1,-34,0.45052886522721636,0.2727634763825208,258
Cluster_1,-33,0.44764810698392804,0.2728684143518703,258
Cluster_1,-32,0.4454853917934626,0.2719205510731392,258
Cluster_1,-31,0.44410963591147656,0.2699503164663691,258
Cluster_1,-30,0.4431892062924323,0.2669469193716161,258
Cluster_1,-29,0.4423362530973911,0.26242171710529244,258
Cluster_1,-28,0.4414583892441409,0.2562801389480821,258
Cluster_1,-27,0.4408061365792672,0.24964965536689376,258
Cluster_1,-26,0.44077271107075383,0.243997344187031,258
Cluster_1,-25,0.4417274928835062,0.23970334902589188,258
Cluster_1,-24,0.44397437249448707,0.23620256118349084,258
Cluster_1,-23,0.44764968992642795,0.23313812887924784,258
Cluster_1,-22,0.45253332365776827,0.23085674881934753,258
Cluster_1,-21,0.4579904952363229,0.2299530543304895,258
Cluster_1,-20,0.46315683239295524,0.23039332503831297,258
Cluster_1,-19,0.4671987550218609,0.23122656937232852,258
Cluster_1,-18,0.4694069102557246,0.23140101209024622,258
Cluster_1,-17,0.4691966991802845,0.23059272305782078,258
Cluster_1,-16,0.46637265399108413,0.22894949300758727,258
Cluster_1,-15,0.46184099129499107,0.2263146786974993,258
Cluster_1,-14,0.45835289632322873,0.22199461920710126,258
Cluster_1,-13,0.46043094980079835,0.21509688808943664,258
Cluster_1,-12,0.47307862634737724,0.20503036359627846,258
Cluster_1,-11,0.499855321630672,0.19206213972533823,258
Cluster_1,-10,0.5413759125878126,0.1779566538102162,258
Cluster_1,-9,0.5948230961562956,0.1662425694493976,258
Cluster_1,-8,0.6544740123297947,0.16064080384349577,258
Cluster_1,-7,0.7131304298098661,0.1617902604259236,258
Cluster_1,-6,0.7640969682437773,0.16654394841310186,258
Cluster_1,-5,0.802919401768302,0.17107454690237991,258
Cluster_1,-4,0.8281181273424891,0.17336120153929707,258
Cluster_1,-3,0.8407967961923558,0.17322969859727666,258
Cluster_1,-2,0.8436415590058456,0.1715503759742558,258
Cluster_1,-1,0.8398674317397052,0.16979376129414794,258
Cluster_1,0,0.8323532934949762,0.16937327297300167,258
Cluster_1,1,0.8230286557398397,0.1704072799027771,258
Cluster_1,2,0.8125937440154786,0.17153415440540112,258
Cluster_1,3,0.8006552900573826,0.17153651726049338,258
Cluster_1,4,0.7862812311667368,0.1704963729038142,258
Cluster_1,5,0.7687145183698948,0.16911270146377555,258
Cluster_1,6,0.7478088749940284,0.1680569198432741,258
Cluster_1,7,0.7240680437713605,0.1682201744877371,258
Cluster_1,8,0.698549018764573,0.1703443064495451,258
Cluster_1,9,0.6728789596566667,0.17430885918736128,258
Cluster_1,10,0.6492626984492417,0.17935131377725602,258
Cluster_1,11,0.6300483081306834,0.18442779854489702,258
Cluster_1,12,0.6167599700504981,0.1883781730795556,258
Cluster_1,13,0.6092676801573662,0.19073640000588807,258
Cluster_1,14,0.6059250376276472,0.19220019318238293,258
Cluster_1,15,0.604589086271618,0.19371653190662383,258
Cluster_1,16,0.6035654491867948,0.19554019092941138,258
Cluster_1,17,0.6018712691192538,0.19735023725340936,258
Cluster_1,18,0.5990095843318173,0.19884538391142326,258
Cluster_1,19,0.5946747129591601,0.20007992416127568,258
Cluster_1,20,0.5886623086448981,0.20137314827108446,258
Cluster_1,21,0.581025059535929,0.20288058334822726,258
Cluster_1,22,0.5722126587150678,0.20417226911017058,258
Cluster_1,23,0.5628870132809005,0.20456013499177036,258
Cluster_1,24,0.553527285016287,0.2038971967771703,258
Cluster_1,25,0.5442839742845443,0.2026612404326745,258
Cluster_1,26,0.5352091584502305,0.20130418383152635,258
Cluster_1,27,0.526453640455588,0.19996755660547544,258
Cluster_1,28,0.5181322494417747,0.1988023917722395,258
Cluster_1,29,0.5101279358360258,0.19821172798049808,258
Cluster_1,30,0.5022269753604793,0.19879111275764355,258
Cluster_1,31,0.49449355511984455,0.20091059718422974,258
Cluster_1,32,0.48742874896340904,0.20420142510570072,258
Cluster_1,33,0.4816915495205835,0.2077569930125781,258
Cluster_1,34,0.47763587583992667,0.21082493335383576,258
Cluster_1,35,0.47503256846112857,0.21309803519214934,258
Cluster_1,36,0.4731494554700437,0.21454795962959422,258
Cluster_1,37,0.4711266896882827,0.21531973612306032,258
Cluster_1,38,0.46838616357106877,0.21584279876955698,258
Cluster_1,39,0.46485373941750946,0.21681351466424253,258
Cluster_1,40,0.46097178020508045,0.21898029612243897,258
Cluster_1,41,0.4575172649665349,0.22271403339466378,258
Cluster_1,42,0.45523119321953276,0.2274973060251485,258
Cluster_1,43,0.4544555030189383,0.23205938882539423,258
Cluster_1,44,0.45503564609887404,0.23534087677561702,258
Cluster_1,45,0.4564468663888682,0.23732104329983866,258
Cluster_1,46,0.45794378427239313,0.2387149845729605,258
Cluster_1,47,0.4587552496778302,0.23989336939669345,258
Cluster_1,48,0.45835186762207614,0.24036477270238638,258
Cluster_1,49,0.4565552857734578,0.23945251638026122,258
Cluster_1,50,0.45341714758087465,0.2373225715286672,258
Cluster_1,51,0.4491153478220076,0.2350883608610799,258
Cluster_1,52,0.44398216581215866,0.23382055517938716,258
Cluster_1,53,0.43851761590175614,0.2336564659061736,258
Cluster_1,54,0.4332927459923105,0.23399147715724053,258
Cluster_1,55,0.4288221504727768,0.23427123409686054,258
Cluster_1,56,0.42547067773833463,0.23452762766652038,258
Cluster_1,57,0.4233448690267861,0.23540435281798172,258
Cluster_1,58,0.42221061041712105,0.23758045018956098,258
Cluster_1,59,0.42156648834456034,0.24097103217417537,258
Cluster_1,60,0.4208431716076284,0.24469992739278895,258
Cluster_1,61,0.41959771530296647,0.24786337993187008,258
Cluster_1,62,0.41758385156518407,0.24990219500143582,258
Cluster_1,63,0.4146496523521638,0.25050100035485634,258
Cluster_1,64,0.4105965187798521,0.24972223398063162,258
Cluster_1,65,0.4051822592156381,0.24808229086507655,258
Cluster_1,66,0.3983154106698029,0.24626330330105206,258
Cluster_1,67,0.39034843039955247,0.24479418918612939,258
Cluster_1,68,0.38226748097145274,0.24387886878927192,258
Cluster_1,69,0.37553662457082926,0.24330574155431015,258
Cluster_1,70,0.37153707415169673,0.24257619659262614,258
Cluster_1,71,0.3709033532795087,0.24141518513016746,258
Cluster_1,72,0.37318308998570915,0.24017366417017283,258
Cluster_1,73,0.37703143649131743,0.23950956967641981,258
Cluster_1,74,0.38080803069839575,0.23971543370389056,258
Cluster_1,75,0.38320328970819395,0.24056039580895652,258
Cluster_1,76,0.38359732089797305,0.24178563301482187,258
Cluster_1,77,0.38213126091772026,0.24343246701606644,258
Cluster_1,78,0.37958941599164553,0.24548281372120764,258
Cluster_1,79,0.3770366222288245,0.24743123181742527,258
Cluster_1,80,0.3752565737570835,0.248545631764034,258
Cluster_1,81,0.3743741856131369,0.24868222829976872,258
Cluster_1,82,0.37391787675957655,0.24866243061693202,258
Cluster_1,83,0.3731646851291755,0.24945549046297902,258
Cluster_1,84,0.37146668991400267,0.25095100000472625,258
Cluster_1,85,0.36845430716208744,0.2519920965603331,258
Cluster_1,86,0.3641787985839514,0.25160394000406316,258
Cluster_1,87,0.3591519694095796,0.24982127821230263,258
Cluster_1,88,0.3541877014184415,0.2475838383125276,258
Cluster_1,89,0.35010512383632464,0.24609320589649716,258
Cluster_1,90,0.34745320199000274,0.24607215009220024,258
Cluster_1,91,0.3463365566140341,0.24756513791603316,258
Cluster_1,92,0.3464056100548776,0.25032381217520394,258
Cluster_1,93,0.34711708892344256,0.25398069432888526,258
Cluster_1,94,0.3480957368001759,0.25803647053986223,258
Cluster_1,95,0.3491840134010056,0.26207045293427944,258
Cluster_1,96,0.3501293799230904,0.2657558138386187,258
Cluster_1,97,0.35038634413265085,0.2687045989524112,258
Cluster_1,98,0.3493887183590836,0.27069000541839205,258
Cluster_1,99,0.34698711500357743,0.27205684573935274,258
Cluster_1,100,0.34354970054181916,0.2737583887372278,258
Cluster_2,-100,0.21079750783625412,0.2555154689851615,80
Cluster_2,-99,0.21649586507443108,0.2537822687939194,80
Cluster_2,-98,0.22189575634722356,0.25321956696782993,80
Cluster_2,-97,0.2272948678355783,0.25368079626633916,80
