cluster,mean,median,std,min,max
0,0.0,0.0,0.0,0,0
1,0.0,0.0,0.0,0,0
2,2.8,3.0,1.399247918291146,0,6
3,1.2173913043478262,1.0,0.5088864390087885,1,4
4,0.0,0.0,0.0,0,0
