neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,15,2999.0,0.005001667222407469
n1,Stiff,13,2957.0,0.00439634764964491
n1,Turn,0,41.0,0.0
n1,CD1,0,1.0,0.0
n2,ALL,14,2999.0,0.004668222740913638
n2,Stiff,14,2957.0,0.0047345282380791345
n2,Turn,0,41.0,0.0
n2,CD1,0,1.0,0.0
n3,ALL,9,2999.0,0.0030010003334444814
n3,Stiff,9,2957.0,0.003043625295908015
n3,Turn,0,41.0,0.0
n3,CD1,0,1.0,0.0
n4,ALL,8,2999.0,0.00266755585195065
n4,Stiff,8,2957.0,0.002705444707473791
n4,Turn,0,41.0,0.0
n4,CD1,0,1.0,0.0
n5,ALL,12,2999.0,0.0040013337779259755
n5,Stiff,12,2957.0,0.004058167061210686
n5,Turn,0,41.0,0.0
n5,CD1,0,1.0,0.0
n6,ALL,10,2999.0,0.003334444814938313
n6,Stiff,9,2957.0,0.003043625295908015
n6,Turn,1,41.0,0.024390243902439025
n6,CD1,0,1.0,0.0
n7,ALL,13,2999.0,0.004334778259419807
n7,Stiff,13,2957.0,0.00439634764964491
n7,Turn,0,41.0,0.0
n7,CD1,0,1.0,0.0
n8,ALL,5,2999.0,0.0016672224074691564
n8,Stiff,5,2957.0,0.0016909029421711193
n8,Turn,0,41.0,0.0
n8,CD1,0,1.0,0.0
n9,ALL,15,2999.0,0.005001667222407469
n9,Stiff,15,2957.0,0.005072708826513358
n9,Turn,0,41.0,0.0
n9,CD1,0,1.0,0.0
n10,ALL,8,2999.0,0.00266755585195065
n10,Stiff,7,2957.0,0.0023672641190395673
n10,Turn,0,41.0,0.0
n10,CD1,0,1.0,0.0
n11,ALL,11,2999.0,0.003667889296432144
n11,Stiff,11,2957.0,0.0037199864727764627
n11,Turn,1,41.0,0.024390243902439025
n11,CD1,0,1.0,0.0
n12,ALL,12,2999.0,0.0040013337779259755
n12,Stiff,11,2957.0,0.0037199864727764627
n12,Turn,0,41.0,0.0
n12,CD1,0,1.0,0.0
n13,ALL,12,2999.0,0.0040013337779259755
n13,Stiff,11,2957.0,0.0037199864727764627
n13,Turn,0,41.0,0.0
n13,CD1,0,1.0,0.0
n17,ALL,10,2999.0,0.003334444814938313
n17,Stiff,10,2957.0,0.0033818058843422386
n17,Turn,0,41.0,0.0
n17,CD1,0,1.0,0.0
n18,ALL,11,2999.0,0.003667889296432144
n18,Stiff,11,2957.0,0.0037199864727764627
n18,Turn,0,41.0,0.0
n18,CD1,0,1.0,0.0
n19,ALL,13,2999.0,0.004334778259419807
n19,Stiff,13,2957.0,0.00439634764964491
n19,Turn,1,41.0,0.024390243902439025
n19,CD1,0,1.0,0.0
n20,ALL,12,2999.0,0.0040013337779259755
n20,Stiff,12,2957.0,0.004058167061210686
n20,Turn,0,41.0,0.0
n20,CD1,0,1.0,0.0
n21,ALL,9,2999.0,0.0030010003334444814
n21,Stiff,9,2957.0,0.003043625295908015
n21,Turn,0,41.0,0.0
n21,CD1,0,1.0,0.0
n22,ALL,7,2999.0,0.002334111370456819
n22,Stiff,7,2957.0,0.0023672641190395673
n22,Turn,0,41.0,0.0
n22,CD1,0,1.0,0.0
n23,ALL,7,2999.0,0.002334111370456819
n23,Stiff,7,2957.0,0.0023672641190395673
n23,Turn,1,41.0,0.024390243902439025
n23,CD1,0,1.0,0.0
n24,ALL,10,2999.0,0.003334444814938313
n24,Stiff,10,2957.0,0.0033818058843422386
n24,Turn,0,41.0,0.0
n24,CD1,0,1.0,0.0
n25,ALL,14,2999.0,0.004668222740913638
n25,Stiff,14,2957.0,0.0047345282380791345
n25,Turn,0,41.0,0.0
n25,CD1,0,1.0,0.0
n26,ALL,9,2999.0,0.0030010003334444814
n26,Stiff,9,2957.0,0.003043625295908015
n26,Turn,0,41.0,0.0
n26,CD1,0,1.0,0.0
n27,ALL,1,2999.0,0.00033344448149383126
n27,Stiff,1,2957.0,0.00033818058843422386
n27,Turn,0,41.0,0.0
n27,CD1,0,1.0,0.0
n28,ALL,12,2999.0,0.0040013337779259755
n28,Stiff,12,2957.0,0.004058167061210686
n28,Turn,0,41.0,0.0
n28,CD1,0,1.0,0.0
n29,ALL,14,2999.0,0.004668222740913638
n29,Stiff,14,2957.0,0.0047345282380791345
n29,Turn,0,41.0,0.0
n29,CD1,0,1.0,0.0
n30,ALL,12,2999.0,0.0040013337779259755
n30,Stiff,12,2957.0,0.004058167061210686
n30,Turn,0,41.0,0.0
n30,CD1,0,1.0,0.0
n31,ALL,6,2999.0,0.0020006668889629878
n31,Stiff,6,2957.0,0.002029083530605343
n31,Turn,1,41.0,0.024390243902439025
n31,CD1,0,1.0,0.0
n32,ALL,15,2999.0,0.005001667222407469
n32,Stiff,15,2957.0,0.005072708826513358
n32,Turn,0,41.0,0.0
n32,CD1,0,1.0,0.0
n33,ALL,4,2999.0,0.001333777925975325
n33,Stiff,4,2957.0,0.0013527223537368955
n33,Turn,0,41.0,0.0
n33,CD1,0,1.0,0.0
n34,ALL,7,2999.0,0.002334111370456819
n34,Stiff,6,2957.0,0.002029083530605343
n34,Turn,1,41.0,0.024390243902439025
n34,CD1,0,1.0,0.0
n35,ALL,8,2999.0,0.00266755585195065
n35,Stiff,8,2957.0,0.002705444707473791
n35,Turn,0,41.0,0.0
n35,CD1,0,1.0,0.0
n36,ALL,13,2999.0,0.004334778259419807
n36,Stiff,12,2957.0,0.004058167061210686
n36,Turn,0,41.0,0.0
n36,CD1,0,1.0,0.0
n37,ALL,10,2999.0,0.003334444814938313
n37,Stiff,10,2957.0,0.0033818058843422386
n37,Turn,0,41.0,0.0
n37,CD1,0,1.0,0.0
n38,ALL,11,2999.0,0.003667889296432144
n38,Stiff,11,2957.0,0.0037199864727764627
n38,Turn,0,41.0,0.0
n38,CD1,0,1.0,0.0
n39,ALL,17,2999.0,0.0056685561853951315
n39,Stiff,17,2957.0,0.0057490700033818055
n39,Turn,1,41.0,0.024390243902439025
n39,CD1,0,1.0,0.0
n40,ALL,15,2999.0,0.005001667222407469
n40,Stiff,15,2957.0,0.005072708826513358
n40,Turn,1,41.0,0.024390243902439025
