neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,12,416.45833333333337,0.0288144072036018
n1,Close-arm,12,327.08333333333337,0.03668789808917197
n1,Middle,1,24.166666666666668,0.041379310344827586
n1,Middle-to-Open-arm,0,3.541666666666667,0.0
n1,Open-arm,1,27.083333333333336,0.03692307692307692
n1,Close-arm-stiff,0,24.166666666666668,0.0
n1,Open-arm-Lean-out,0,5.625,0.0
n1,Open-arm-stiff,1,4.791666666666667,0.20869565217391303
n2,ALL,10,416.45833333333337,0.024012006003001497
n2,Close-arm,7,327.08333333333337,0.021401273885350316
n2,Middle,0,24.166666666666668,0.0
n2,Middle-to-Open-arm,0,3.541666666666667,0.0
n2,Open-arm,1,27.083333333333336,0.03692307692307692
n2,Close-arm-stiff,1,24.166666666666668,0.041379310344827586
n2,Open-arm-Lean-out,0,5.625,0.0
n2,Open-arm-stiff,0,4.791666666666667,0.0
n3,ALL,10,416.45833333333337,0.024012006003001497
n3,Close-arm,8,327.08333333333337,0.024458598726114646
n3,Middle,0,24.166666666666668,0.0
n3,Middle-to-Open-arm,1,3.541666666666667,0.2823529411764706
n3,Open-arm,0,27.083333333333336,0.0
n3,Close-arm-stiff,1,24.166666666666668,0.041379310344827586
n3,Open-arm-Lean-out,0,5.625,0.0
n3,Open-arm-stiff,1,4.791666666666667,0.20869565217391303
n4,ALL,7,416.45833333333337,0.01680840420210105
n4,Close-arm,6,327.08333333333337,0.018343949044585986
n4,Middle,0,24.166666666666668,0.0
n4,Middle-to-Open-arm,0,3.541666666666667,0.0
n4,Open-arm,0,27.083333333333336,0.0
n4,Close-arm-stiff,0,24.166666666666668,0.0
n4,Open-arm-Lean-out,0,5.625,0.0
n4,Open-arm-stiff,0,4.791666666666667,0.0
n5,ALL,11,416.45833333333337,0.02641320660330165
n5,Close-arm,9,327.08333333333337,0.02751592356687898
n5,Middle,1,24.166666666666668,0.041379310344827586
n5,Middle-to-Open-arm,0,3.541666666666667,0.0
n5,Open-arm,0,27.083333333333336,0.0
n5,Close-arm-stiff,0,24.166666666666668,0.0
n5,Open-arm-Lean-out,0,5.625,0.0
n5,Open-arm-stiff,0,4.791666666666667,0.0
n6,ALL,9,416.45833333333337,0.021610805402701348
n6,Close-arm,7,327.08333333333337,0.021401273885350316
n6,Middle,1,24.166666666666668,0.041379310344827586
n6,Middle-to-Open-arm,0,3.541666666666667,0.0
n6,Open-arm,1,27.083333333333336,0.03692307692307692
n6,Close-arm-stiff,1,24.166666666666668,0.041379310344827586
n6,Open-arm-Lean-out,0,5.625,0.0
n6,Open-arm-stiff,0,4.791666666666667,0.0
n7,ALL,7,416.45833333333337,0.01680840420210105
