behavior,total_calcium_events,duration_seconds,frequency_hz,neuron_count,avg_frequency_per_neuron
ALL,472,416.45833333333337,1.1333666833416707,50,0.022667333666833413
Close-arm,388,327.08333333333337,1.1862420382165604,50,0.023724840764331206
Middle,36,24.166666666666668,1.489655172413793,50,0.02979310344827586
Middle-to-Open-arm,7,3.541666666666667,1.976470588235294,50,0.03952941176470588
Open-arm,45,27.083333333333336,1.6615384615384614,50,0.03323076923076923
Close-arm-stiff,33,24.166666666666668,1.3655172413793102,50,0.027310344827586205
Open-arm-Lean-out,16,5.625,2.8444444444444446,50,0.05688888888888889
Open-arm-stiff,16,4.791666666666667,3.3391304347826085,50,0.06678260869565217
