cluster,time_point,mean_intensity,std_intensity,n_samples
Cluster_1,-200.0,0.3988517417869936,0.21370637834349457,1719
Cluster_1,-199.0,0.39927977430945677,0.21131803933750298,1719
Cluster_1,-198.0,0.396696784931241,0.2117005273419679,1719
Cluster_1,-197.0,0.40166860754951567,0.2118325844491916,1719
Cluster_1,-196.0,0.4024391029102449,0.211725381908987,1719
Cluster_1,-195.0,0.3984860706477671,0.21266756588305286,1719
Cluster_1,-194.0,0.4023062576054969,0.20794364867429183,1719
Cluster_1,-193.0,0.3939314787345339,0.2026055487248417,1719
Cluster_1,-192.0,0.40067232884674514,0.20124987555767318,1719
Cluster_1,-191.0,0.39845758643820256,0.20110457541745477,1719
Cluster_1,-190.0,0.3993363443727521,0.20503909223672537,1719
Cluster_1,-189.0,0.4007383590682498,0.20452855887721746,1719
Cluster_1,-188.0,0.3980626483660182,0.20387935178947555,1719
Cluster_1,-187.0,0.4008896122634612,0.2047725138569623,1719
Cluster_1,-186.0,0.39700273533397196,0.2003937558953903,1719
Cluster_1,-185.0,0.39914763329057146,0.20386443914484426,1719
Cluster_1,-184.0,0.39543912232609363,0.20078013711652826,1719
Cluster_1,-183.0,0.39673056368936566,0.20438949631644887,1719
Cluster_1,-182.0,0.3954107397153811,0.20330144379032739,1719
Cluster_1,-181.0,0.3951721702980937,0.20202139565301702,1719
Cluster_1,-180.0,0.40069134006892937,0.2013544878029975,1719
Cluster_1,-179.0,0.3992654094708199,0.2024670616733445,1719
Cluster_1,-178.0,0.3999673232210955,0.20616479759554834,1719
Cluster_1,-177.0,0.4024301754955022,0.20148154117552983,1719
Cluster_1,-176.0,0.39785458954318853,0.199048313589321,1719
Cluster_1,-175.0,0.39866050002211784,0.20158116633672493,1719
Cluster_1,-174.0,0.3965502929431708,0.19832881383057047,1719
Cluster_1,-173.0,0.3996840293038439,0.19792954277187427,1719
Cluster_1,-172.0,0.4032744483459437,0.2038940051548936,1719
Cluster_1,-171.0,0.3989587871137411,0.20275354217204242,1719
Cluster_1,-170.0,0.40274593318618507,0.20644395660046258,1719
Cluster_1,-169.0,0.40193567908533057,0.2048060372525197,1719
Cluster_1,-168.0,0.401576228469665,0.20656489828026245,1719
Cluster_1,-167.0,0.40390104243144653,0.19759952089860047,1719
Cluster_1,-166.0,0.3973206022144029,0.1997691640829028,1719
Cluster_1,-165.0,0.39590676642688394,0.19912485536152957,1719
Cluster_1,-164.0,0.3973041746831046,0.1978851971046621,1719
Cluster_1,-163.0,0.3946332748058302,0.19592595695257803,1719
Cluster_1,-162.0,0.3929209872675955,0.1965401386630091,1719
Cluster_1,-161.0,0.3933652870448241,0.19977896879531667,1719
Cluster_1,-160.0,0.3971239310147135,0.19668075989259648,1719
Cluster_1,-159.0,0.39508380670303256,0.19934648264425694,1719
Cluster_1,-158.0,0.4015831487686944,0.19915186345932484,1719
Cluster_1,-157.0,0.4004318048212617,0.19956260138092635,1719
Cluster_1,-156.0,0.399070275510436,0.19752815197570314,1719
Cluster_1,-155.0,0.3960450043041657,0.19722956812719003,1719
Cluster_1,-154.0,0.39139315737111985,0.1961205817285429,1719
Cluster_1,-153.0,0.39351911258476824,0.19487374294206228,1719
Cluster_1,-152.0,0.3932679387643603,0.1961897848217128,1719
Cluster_1,-151.0,0.3996996769318197,0.19890564303235742,1719
Cluster_1,-150.0,0.392238668261452,0.19612029464744343,1719
Cluster_1,-149.0,0.39478033716917454,0.19737037628166948,1719
Cluster_1,-148.0,0.3946253091961414,0.197100086363524,1719
Cluster_1,-147.0,0.3979726293221113,0.2005043690466632,1719
Cluster_1,-146.0,0.4031509405696921,0.20092185943553162,1719
Cluster_1,-145.0,0.39816493458305136,0.2001736056854329,1719
Cluster_1,-144.0,0.39803834041857505,0.19431907148596142,1719
Cluster_1,-143.0,0.40204940314250953,0.19820895611135306,1719
Cluster_1,-142.0,0.3991330348539078,0.20147095626725087,1719
Cluster_1,-141.0,0.39704792927342536,0.19818019528424158,1719
Cluster_1,-140.0,0.397082233694383,0.1972412825938575,1719
Cluster_1,-139.0,0.39627120945060945,0.19581949313582409,1719
Cluster_1,-138.0,0.3917968280294369,0.1984379230090188,1719
Cluster_1,-137.0,0.3956822962610329,0.19827057927604952,1719
Cluster_1,-136.0,0.39460569621133285,0.19579663846978912,1719
Cluster_1,-135.0,0.3945381930537649,0.19216169824077162,1719
Cluster_1,-134.0,0.39594074195057555,0.1933485201109995,1719
Cluster_1,-133.0,0.3985441261947276,0.19699577935562929,1719
Cluster_1,-132.0,0.39894635428222297,0.19627685356420424,1719
Cluster_1,-131.0,0.3952022430414174,0.1958308815042323,1719
Cluster_1,-130.0,0.39281206871116314,0.1928829117810909,1719
Cluster_1,-129.0,0.39653242272635886,0.19580419258423631,1719
Cluster_1,-128.0,0.39575439581023,0.19736463321132083,1719
Cluster_1,-127.0,0.39393481298827104,0.19041469502312153,1719
Cluster_1,-126.0,0.4002272216584774,0.1956727727256026,1719
Cluster_1,-125.0,0.39444199084336545,0.19600714113146983,1719
Cluster_1,-124.0,0.39385112093409413,0.19672892946674733,1719
Cluster_1,-123.0,0.39856709916119276,0.19534166528773292,1719
Cluster_1,-122.0,0.39934061824350664,0.19475622423329175,1719
Cluster_1,-121.0,0.3994956541113208,0.1955530879903628,1719
Cluster_1,-120.0,0.394366789407032,0.19221092902459244,1719
Cluster_1,-119.0,0.3965827503361652,0.1972005175642718,1719
Cluster_1,-118.0,0.3946138994144693,0.19185924081167716,1719
Cluster_1,-117.0,0.3978954852138748,0.18957445572041293,1719
Cluster_1,-116.0,0.3920385271484474,0.1919561976358707,1719
Cluster_1,-115.0,0.39387287302680674,0.19206138504123235,1719
Cluster_1,-114.0,0.3940983769616582,0.18943965425919237,1719
Cluster_1,-113.0,0.39740140921777833,0.18989064202836503,1719
Cluster_1,-112.0,0.39508459787725253,0.19315575598418586,1719
Cluster_1,-111.0,0.39681517855205156,0.19456867430439406,1719
Cluster_1,-110.0,0.3942458019157082,0.18907048287896025,1719
Cluster_1,-109.0,0.4002406972836172,0.19498961943974139,1719
Cluster_1,-108.0,0.39654120745541066,0.19349693065765522,1719
Cluster_1,-107.0,0.3950296361148714,0.19520737078010203,1719
Cluster_1,-106.0,0.3975592769638536,0.19351869328320265,1719
Cluster_1,-105.0,0.3964753392132747,0.1978061269532425,1719
Cluster_1,-104.0,0.39480172414211506,0.19339247906452736,1719
Cluster_1,-103.0,0.3975000929802801,0.1957761985954824,1719
Cluster_1,-102.0,0.39997922155008725,0.1918190969809827,1719
Cluster_1,-101.0,0.3990877652170659,0.1934493490787633,1719
Cluster_1,-100.0,0.4019588962361784,0.18821208079174012,1719
Cluster_1,-99.0,0.40009505550766333,0.1898708243106942,1719
Cluster_1,-98.0,0.3998765332250433,0.19210263448258577,1719
Cluster_1,-97.0,0.39933162463961647,0.1927690835980162,1719
Cluster_1,-96.0,0.40162376711620457,0.19344655279533568,1719
Cluster_1,-95.0,0.40232931902895697,0.18956727480416172,1719
Cluster_1,-94.0,0.4018408066695225,0.19413169575769265,1719
Cluster_1,-93.0,0.40210932723205417,0.18742676149200088,1719
Cluster_1,-92.0,0.40428475847860784,0.1902648380915026,1719
Cluster_1,-91.0,0.4021328692297865,0.19390489552652493,1719
