cluster,mean,median,std,min,max
0,0.0,0.0,0.0,0,0
1,1.3601156069364162,1.0,0.8122286802862796,1,9
2,0.23991507430997877,0.0,0.8067396909428062,0,10
3,0.0018587360594795538,0.0,0.043082985969384285,0,1
