cluster,mean,median,std,min,max
0,0.0,0.0,0.0,0,0
1,1.2573158425832491,1.0,0.5803033516538383,1,5
2,0.0,0.0,0.0,0,0
3,0.0,0.0,0.0,0,0
4,1.4921465968586387,1.0,1.9784872209997746,0,9
