cluster,time_point,mean_intensity,std_intensity,n_samples
Cluster_1,-200.0,0.3270471908930239,0.21909905133714017,1085
Cluster_1,-199.0,0.3274724225672568,0.219237080112411,1085
Cluster_1,-198.0,0.32388262214779895,0.21096008705336394,1085
Cluster_1,-197.0,0.32641081164647207,0.21331495283386187,1085
Cluster_1,-196.0,0.3205349084290149,0.21593375529583445,1085
Cluster_1,-195.0,0.32905776989629903,0.21542583369407206,1085
Cluster_1,-194.0,0.3269749325755702,0.21266791846224092,1085
Cluster_1,-193.0,0.3279554711272284,0.2141067561176455,1085
Cluster_1,-192.0,0.3314324278793053,0.21181110644869097,1085
Cluster_1,-191.0,0.33020901663550484,0.21504473773299745,1085
Cluster_1,-190.0,0.3314107696407426,0.21277385338754035,1085
Cluster_1,-189.0,0.33244338729761025,0.2161679043973801,1085
Cluster_1,-188.0,0.3312637733987141,0.20797074687416484,1085
Cluster_1,-187.0,0.32869639399346495,0.2103843601241985,1085
Cluster_1,-186.0,0.33323073651622165,0.2130039422759307,1085
Cluster_1,-185.0,0.32743443963489416,0.2083791123233128,1085
Cluster_1,-184.0,0.3342070449221853,0.21397716293087626,1085
Cluster_1,-183.0,0.3319350820528522,0.21256241622354327,1085
Cluster_1,-182.0,0.32703216848605415,0.20915959448127666,1085
Cluster_1,-181.0,0.32968871855227205,0.2093404970892127,1085
Cluster_1,-180.0,0.327004327737457,0.20671935338041872,1085
Cluster_1,-179.0,0.32690720016796837,0.20809023408242128,1085
Cluster_1,-178.0,0.32378201922114663,0.20507214147805355,1085
Cluster_1,-177.0,0.32931734891479053,0.20428105516357195,1085
Cluster_1,-176.0,0.3282491140204716,0.20903204879619186,1085
Cluster_1,-175.0,0.33046739697693983,0.20753794273538434,1085
Cluster_1,-174.0,0.32879021969613453,0.20588970774913457,1085
Cluster_1,-173.0,0.3323520931502291,0.20915966426676175,1085
Cluster_1,-172.0,0.33335124895366186,0.21080177845425602,1085
Cluster_1,-171.0,0.33009475903799246,0.20961786092137294,1085
Cluster_1,-170.0,0.3342617900396807,0.2107371337224235,1085
Cluster_1,-169.0,0.3394285102112097,0.20975229132805107,1085
Cluster_1,-168.0,0.33725897355004586,0.20791594693088067,1085
Cluster_1,-167.0,0.3339921269607671,0.20566310171831947,1085
Cluster_1,-166.0,0.33305535711853584,0.20889520873076367,1085
Cluster_1,-165.0,0.3327353937603887,0.20946242922576203,1085
Cluster_1,-164.0,0.3366524791676529,0.2071855429431583,1085
Cluster_1,-163.0,0.3369912727863282,0.2049617368830085,1085
Cluster_1,-162.0,0.333360004898229,0.20228529229058367,1085
Cluster_1,-161.0,0.3402192807985754,0.2082887593293202,1085
Cluster_1,-160.0,0.3336675319613028,0.20204919472736138,1085
Cluster_1,-159.0,0.3321523424280746,0.20230984217160053,1085
Cluster_1,-158.0,0.3370556651957182,0.20697786252026645,1085
Cluster_1,-157.0,0.3346629304345293,0.20754449630426852,1085
Cluster_1,-156.0,0.3361598751331105,0.20304725663729428,1085
Cluster_1,-155.0,0.3363186059306242,0.20352889158508472,1085
Cluster_1,-154.0,0.33330294560595686,0.20392509331209116,1085
Cluster_1,-153.0,0.3382983205031833,0.2036671474520387,1085
Cluster_1,-152.0,0.3342796342119874,0.20129764835694075,1085
Cluster_1,-151.0,0.34128222752428716,0.20908458801976706,1085
Cluster_1,-150.0,0.3367896092288954,0.20322584234674745,1085
Cluster_1,-149.0,0.33763112307963467,0.20150108216704782,1085
Cluster_1,-148.0,0.3377108495063993,0.2033226547802638,1085
Cluster_1,-147.0,0.33396226965635506,0.2038841798394028,1085
Cluster_1,-146.0,0.3336944342338327,0.20233800536881255,1085
