neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,9,624.7916666666667,0.01440480160053351
n1,Open-arm,1,85.83333333333334,0.011650485436893203
n1,Middle,0,46.66666666666667,0.0
n1,Close-arm,5,231.66666666666669,0.021582733812949638
n1,Close-arm-Stand,0,11.458333333333334,0.0
n1,Open-arm-probe,1,26.25,0.0380952380952381
n1,Close-arm-excrete,0,3.125,0.0
n1,Close-arm-stiff,3,126.875,0.023645320197044337
n1,Close-arm-groom,2,53.958333333333336,0.037065637065637064
n1,Middle-stiff,0,7.291666666666667,0.0
n1,Middle-probeOpen,0,3.9583333333333335,0.0
n1,Open-arm-Clime,0,1.0416666666666667,0.0
n1,Close-arm-scratch,0,2.7083333333333335,0.0
n1,Middle-Clime,0,4.166666666666667,0.0
n1,Middle-Stand,1,3.125,0.32
n2,ALL,12,624.7916666666667,0.01920640213404468
n2,Open-arm,2,85.83333333333334,0.023300970873786405
n2,Middle,0,46.66666666666667,0.0
n2,Close-arm,7,231.66666666666669,0.030215827338129494
n2,Close-arm-Stand,0,11.458333333333334,0.0
n2,Open-arm-probe,1,26.25,0.0380952380952381
n2,Close-arm-excrete,0,3.125,0.0
n2,Close-arm-stiff,3,126.875,0.023645320197044337
n2,Close-arm-groom,2,53.958333333333336,0.037065637065637064
n2,Middle-stiff,0,7.291666666666667,0.0
n2,Middle-probeOpen,0,3.9583333333333335,0.0
n2,Open-arm-Clime,0,1.0416666666666667,0.0
n2,Close-arm-scratch,0,2.7083333333333335,0.0
n2,Middle-Clime,1,4.166666666666667,0.24
n2,Middle-Stand,1,3.125,0.32
n3,ALL,10,624.7916666666667,0.0160053351117039
n3,Open-arm,3,85.83333333333334,0.034951456310679606
n3,Middle,2,46.66666666666667,0.04285714285714285
n3,Close-arm,4,231.66666666666669,0.017266187050359712
n3,Close-arm-Stand,0,11.458333333333334,0.0
n3,Open-arm-probe,2,26.25,0.0761904761904762
n3,Close-arm-excrete,0,3.125,0.0
n3,Close-arm-stiff,3,126.875,0.023645320197044337
n3,Close-arm-groom,0,53.958333333333336,0.0
n3,Middle-stiff,0,7.291666666666667,0.0
n3,Middle-probeOpen,0,3.9583333333333335,0.0
n3,Open-arm-Clime,0,1.0416666666666667,0.0
n3,Close-arm-scratch,1,2.7083333333333335,0.3692307692307692
n3,Middle-Clime,0,4.166666666666667,0.0
n3,Middle-Stand,0,3.125,0.0
n4,ALL,14,624.7916666666667,0.02240746915638546
n4,Open-arm,1,85.83333333333334,0.011650485436893203
n4,Middle,2,46.66666666666667,0.04285714285714285
n4,Close-arm,8,231.66666666666669,0.034532374100719423
n4,Close-arm-Stand,0,11.458333333333334,0.0
n4,Open-arm-probe,1,26.25,0.0380952380952381
n4,Close-arm-excrete,0,3.125,0.0
n4,Close-arm-stiff,2,126.875,0.015763546798029555
n4,Close-arm-groom,1,53.958333333333336,0.018532818532818532
n4,Middle-stiff,0,7.291666666666667,0.0
n4,Middle-probeOpen,0,3.9583333333333335,0.0
n4,Open-arm-Clime,0,1.0416666666666667,0.0
n4,Close-arm-scratch,0,2.7083333333333335,0.0
n4,Middle-Clime,1,4.166666666666667,0.24
n4,Middle-Stand,1,3.125,0.32
n6,ALL,15,624.7916666666667,0.024008002667555848
n6,Open-arm,3,85.83333333333334,0.034951456310679606
n6,Middle,2,46.66666666666667,0.04285714285714285
n6,Close-arm,6,231.66666666666669,0.025899280575539568
n6,Close-arm-Stand,0,11.458333333333334,0.0
n6,Open-arm-probe,2,26.25,0.0761904761904762
n6,Close-arm-excrete,0,3.125,0.0
n6,Close-arm-stiff,3,126.875,0.023645320197044337
n6,Close-arm-groom,2,53.958333333333336,0.037065637065637064
n6,Middle-stiff,0,7.291666666666667,0.0
n6,Middle-probeOpen,0,3.9583333333333335,0.0
n6,Open-arm-Clime,0,1.0416666666666667,0.0
n6,Close-arm-scratch,0,2.7083333333333335,0.0
n6,Middle-Clime,1,4.166666666666667,0.24
n6,Middle-Stand,1,3.125,0.32
n7,ALL,14,624.7916666666667,0.02240746915638546
n7,Open-arm,3,85.83333333333334,0.034951456310679606
n7,Middle,1,46.66666666666667,0.021428571428571425
n7,Close-arm,5,231.66666666666669,0.021582733812949638
n7,Close-arm-Stand,0,11.458333333333334,0.0
n7,Open-arm-probe,1,26.25,0.0380952380952381
n7,Close-arm-excrete,0,3.125,0.0
n7,Close-arm-stiff,3,126.875,0.023645320197044337
n7,Close-arm-groom,1,53.958333333333336,0.018532818532818532
n7,Middle-stiff,0,7.291666666666667,0.0
n7,Middle-probeOpen,0,3.9583333333333335,0.0
n7,Open-arm-Clime,0,1.0416666666666667,0.0
n7,Close-arm-scratch,0,2.7083333333333335,0.0
n7,Middle-Clime,0,4.166666666666667,0.0
n7,Middle-Stand,0,3.125,0.0
n8,ALL,8,624.7916666666667,0.01280426808936312
n8,Open-arm,3,85.83333333333334,0.034951456310679606
n8,Middle,0,46.66666666666667,0.0
n8,Close-arm,3,231.66666666666669,0.012949640287769784
n8,Close-arm-Stand,1,11.458333333333334,0.08727272727272727
n8,Open-arm-probe,1,26.25,0.0380952380952381
n8,Close-arm-excrete,0,3.125,0.0
n8,Close-arm-stiff,3,126.875,0.023645320197044337
n8,Close-arm-groom,2,53.958333333333336,0.037065637065637064
n8,Middle-stiff,0,7.291666666666667,0.0
n8,Middle-probeOpen,0,3.9583333333333335,0.0
n8,Open-arm-Clime,0,1.0416666666666667,0.0
n8,Close-arm-scratch,0,2.7083333333333335,0.0
n8,Middle-Clime,1,4.166666666666667,0.24
n8,Middle-Stand,0,3.125,0.0
n9,ALL,17,624.7916666666667,0.02720906968989663
n9,Open-arm,1,85.83333333333334,0.011650485436893203
n9,Middle,1,46.66666666666667,0.021428571428571425
n9,Close-arm,9,231.66666666666669,0.03884892086330935
n9,Close-arm-Stand,1,11.458333333333334,0.08727272727272727
n9,Open-arm-probe,2,26.25,0.0761904761904762
n9,Close-arm-excrete,0,3.125,0.0
n9,Close-arm-stiff,4,126.875,0.03152709359605911
n9,Close-arm-groom,2,53.958333333333336,0.037065637065637064
n9,Middle-stiff,0,7.291666666666667,0.0
n9,Middle-probeOpen,0,3.9583333333333335,0.0
n9,Open-arm-Clime,0,1.0416666666666667,0.0
n9,Close-arm-scratch,0,2.7083333333333335,0.0
n9,Middle-Clime,0,4.166666666666667,0.0
n9,Middle-Stand,0,3.125,0.0
n10,ALL,13,624.7916666666667,0.020806935645215067
n10,Open-arm,0,85.83333333333334,0.0
n10,Middle,1,46.66666666666667,0.021428571428571425
n10,Close-arm,8,231.66666666666669,0.034532374100719423
n10,Close-arm-Stand,1,11.458333333333334,0.08727272727272727
n10,Open-arm-probe,1,26.25,0.0380952380952381
n10,Close-arm-excrete,0,3.125,0.0
n10,Close-arm-stiff,5,126.875,0.03940886699507389
n10,Close-arm-groom,1,53.958333333333336,0.018532818532818532
n10,Middle-stiff,1,7.291666666666667,0.13714285714285715
n10,Middle-probeOpen,0,3.9583333333333335,0.0
n10,Open-arm-Clime,0,1.0416666666666667,0.0
n10,Close-arm-scratch,0,2.7083333333333335,0.0
n10,Middle-Clime,0,4.166666666666667,0.0
n10,Middle-Stand,0,3.125,0.0
n11,ALL,5,624.7916666666667,0.00800266755585195
n11,Open-arm,3,85.83333333333334,0.034951456310679606
n11,Middle,1,46.66666666666667,0.021428571428571425
n11,Close-arm,4,231.66666666666669,0.017266187050359712
n11,Close-arm-Stand,1,11.458333333333334,0.08727272727272727
n11,Open-arm-probe,0,26.25,0.0
n11,Close-arm-excrete,0,3.125,0.0
n11,Close-arm-stiff,3,126.875,0.023645320197044337
n11,Close-arm-groom,1,53.958333333333336,0.018532818532818532
n11,Middle-stiff,0,7.291666666666667,0.0
n11,Middle-probeOpen,0,3.9583333333333335,0.0
n11,Open-arm-Clime,0,1.0416666666666667,0.0
n11,Close-arm-scratch,1,2.7083333333333335,0.3692307692307692
n11,Middle-Clime,0,4.166666666666667,0.0
n11,Middle-Stand,0,3.125,0.0
n12,ALL,13,624.7916666666667,0.020806935645215067
n12,Open-arm,3,85.83333333333334,0.034951456310679606
n12,Middle,3,46.66666666666667,0.06428571428571428
n12,Close-arm,7,231.66666666666669,0.030215827338129494
n12,Close-arm-Stand,0,11.458333333333334,0.0
n12,Open-arm-probe,1,26.25,0.0380952380952381
n12,Close-arm-excrete,0,3.125,0.0
n12,Close-arm-stiff,3,126.875,0.023645320197044337
n12,Close-arm-groom,2,53.958333333333336,0.037065637065637064
