cluster,mean,median,std,min,max
0,0.0,0.0,0.0,0,0
1,4.583333333333333,4.5,2.1933093855190746,2,8
2,1.3944444444444444,1.0,0.773132800044906,0,5
3,0.0,0.0,0.0,0,0
4,0.0,0.0,0.0,0,0
