neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,7,2999.0,0.002334111370456819
n1,Exp,6,2364.0,0.0025380710659898475
n1,Gro,1,146.0,0.00684931506849315
n1,Clim,0,341.0,0.0
n1,Sta,0,116.0,0.0
n1,CD1,0,1.0,0.0
n1,Scra,0,10.0,0.0
n1,Stiff,1,21.0,0.047619047619047616
n2,ALL,11,2999.0,0.003667889296432144
n2,Exp,9,2364.0,0.0038071065989847717
n2,Gro,1,146.0,0.00684931506849315
n2,Clim,2,341.0,0.005865102639296188
n2,Sta,2,116.0,0.017241379310344827
n2,CD1,0,1.0,0.0
n2,Scra,0,10.0,0.0
n2,Stiff,0,21.0,0.0
n3,ALL,8,2999.0,0.00266755585195065
n3,Exp,7,2364.0,0.002961082910321489
n3,Gro,0,146.0,0.0
n3,Clim,0,341.0,0.0
n3,Sta,1,116.0,0.008620689655172414
n3,CD1,0,1.0,0.0
n3,Scra,0,10.0,0.0
n3,Stiff,1,21.0,0.047619047619047616
n4,ALL,11,2999.0,0.003667889296432144
n4,Exp,10,2364.0,0.004230118443316413
n4,Gro,1,146.0,0.00684931506849315
n4,Clim,3,341.0,0.008797653958944282
n4,Sta,0,116.0,0.0
n4,CD1,0,1.0,0.0
n4,Scra,0,10.0,0.0
n4,Stiff,0,21.0,0.0
n5,ALL,10,2999.0,0.003334444814938313
n5,Exp,9,2364.0,0.0038071065989847717
n5,Gro,1,146.0,0.00684931506849315
n5,Clim,3,341.0,0.008797653958944282
n5,Sta,1,116.0,0.008620689655172414
n5,CD1,0,1.0,0.0
n5,Scra,0,10.0,0.0
n5,Stiff,0,21.0,0.0
n6,ALL,12,2999.0,0.0040013337779259755
n6,Exp,9,2364.0,0.0038071065989847717
n6,Gro,1,146.0,0.00684931506849315
n6,Clim,1,341.0,0.002932551319648094
n6,Sta,2,116.0,0.017241379310344827
n6,CD1,0,1.0,0.0
n6,Scra,0,10.0,0.0
n6,Stiff,0,21.0,0.0
n7,ALL,3,2999.0,0.0010003334444814939
n7,Exp,3,2364.0,0.0012690355329949238
n7,Gro,0,146.0,0.0
n7,Clim,2,341.0,0.005865102639296188
n7,Sta,2,116.0,0.017241379310344827
n7,CD1,0,1.0,0.0
n7,Scra,0,10.0,0.0
n7,Stiff,0,21.0,0.0
n8,ALL,11,2999.0,0.003667889296432144
n8,Exp,8,2364.0,0.00338409475465313
n8,Gro,1,146.0,0.00684931506849315
n8,Clim,2,341.0,0.005865102639296188
n8,Sta,2,116.0,0.017241379310344827
n8,CD1,0,1.0,0.0
n8,Scra,0,10.0,0.0
n8,Stiff,0,21.0,0.0
n9,ALL,15,2999.0,0.005001667222407469
n9,Exp,14,2364.0,0.005922165820642978
n9,Gro,1,146.0,0.00684931506849315
n9,Clim,2,341.0,0.005865102639296188
n9,Sta,1,116.0,0.008620689655172414
n9,CD1,0,1.0,0.0
n9,Scra,0,10.0,0.0
n9,Stiff,1,21.0,0.047619047619047616
n10,ALL,12,2999.0,0.0040013337779259755
n10,Exp,9,2364.0,0.0038071065989847717
n10,Gro,1,146.0,0.00684931506849315
n10,Clim,2,341.0,0.005865102639296188
n10,Sta,0,116.0,0.0
n10,CD1,0,1.0,0.0
n10,Scra,0,10.0,0.0
n10,Stiff,0,21.0,0.0
n11,ALL,15,2999.0,0.005001667222407469
n11,Exp,13,2364.0,0.005499153976311337
n11,Gro,1,146.0,0.00684931506849315
n11,Clim,3,341.0,0.008797653958944282
n11,Sta,1,116.0,0.008620689655172414
n11,CD1,0,1.0,0.0
n11,Scra,0,10.0,0.0
n11,Stiff,0,21.0,0.0
n12,ALL,11,2999.0,0.003667889296432144
n12,Exp,7,2364.0,0.002961082910321489
n12,Gro,1,146.0,0.00684931506849315
n12,Clim,2,341.0,0.005865102639296188
n12,Sta,1,116.0,0.008620689655172414
n12,CD1,0,1.0,0.0
n12,Scra,0,10.0,0.0
n12,Stiff,0,21.0,0.0
n14,ALL,5,2999.0,0.0016672224074691564
n14,Exp,5,2364.0,0.0021150592216582064
n14,Gro,1,146.0,0.00684931506849315
n14,Clim,1,341.0,0.002932551319648094
n14,Sta,2,116.0,0.017241379310344827
n14,CD1,0,1.0,0.0
n14,Scra,0,10.0,0.0
n14,Stiff,0,21.0,0.0
n15,ALL,9,2999.0,0.0030010003334444814
n15,Exp,3,2364.0,0.0012690355329949238
n15,Gro,2,146.0,0.0136986301369863
n15,Clim,2,341.0,0.005865102639296188
n15,Sta,1,116.0,0.008620689655172414
n15,CD1,0,1.0,0.0
n15,Scra,0,10.0,0.0
n15,Stiff,0,21.0,0.0
n16,ALL,4,2999.0,0.001333777925975325
n16,Exp,4,2364.0,0.001692047377326565
n16,Gro,1,146.0,0.00684931506849315
n16,Clim,2,341.0,0.005865102639296188
n16,Sta,2,116.0,0.017241379310344827
n16,CD1,0,1.0,0.0
n16,Scra,0,10.0,0.0
n16,Stiff,0,21.0,0.0
n17,ALL,12,2999.0,0.0040013337779259755
n17,Exp,11,2364.0,0.004653130287648054
n17,Gro,1,146.0,0.00684931506849315
n17,Clim,4,341.0,0.011730205278592375
n17,Sta,2,116.0,0.017241379310344827
n17,CD1,0,1.0,0.0
n17,Scra,0,10.0,0.0
n17,Stiff,0,21.0,0.0
n18,ALL,16,2999.0,0.0053351117039013
n18,Exp,12,2364.0,0.005076142131979695
n18,Gro,0,146.0,0.0
n18,Clim,2,341.0,0.005865102639296188
n18,Sta,1,116.0,0.008620689655172414
n18,CD1,0,1.0,0.0
n18,Scra,0,10.0,0.0
n18,Stiff,0,21.0,0.0
n19,ALL,15,2999.0,0.005001667222407469
n19,Exp,11,2364.0,0.004653130287648054
n19,Gro,0,146.0,0.0
n19,Clim,1,341.0,0.002932551319648094
n19,Sta,0,116.0,0.0
n19,CD1,0,1.0,0.0
n19,Scra,0,10.0,0.0
n19,Stiff,1,21.0,0.047619047619047616
n20,ALL,11,2999.0,0.003667889296432144
n20,Exp,9,2364.0,0.0038071065989847717
n20,Gro,1,146.0,0.00684931506849315
n20,Clim,1,341.0,0.002932551319648094
n20,Sta,1,116.0,0.008620689655172414
n20,CD1,0,1.0,0.0
n20,Scra,0,10.0,0.0
n20,Stiff,0,21.0,0.0
n21,ALL,12,2999.0,0.0040013337779259755
n21,Exp,9,2364.0,0.0038071065989847717
n21,Gro,0,146.0,0.0
n21,Clim,4,341.0,0.011730205278592375
n21,Sta,1,116.0,0.008620689655172414
n21,CD1,0,1.0,0.0
n21,Scra,0,10.0,0.0
n21,Stiff,0,21.0,0.0
n22,ALL,8,2999.0,0.00266755585195065
n22,Exp,5,2364.0,0.0021150592216582064
n22,Gro,1,146.0,0.00684931506849315
n22,Clim,0,341.0,0.0
n22,Sta,1,116.0,0.008620689655172414
n22,CD1,0,1.0,0.0
n22,Scra,0,10.0,0.0
n22,Stiff,0,21.0,0.0
n23,ALL,16,2999.0,0.0053351117039013
n23,Exp,12,2364.0,0.005076142131979695
n23,Gro,1,146.0,0.00684931506849315
n23,Clim,1,341.0,0.002932551319648094
n23,Sta,1,116.0,0.008620689655172414
n23,CD1,0,1.0,0.0
n23,Scra,0,10.0,0.0
n23,Stiff,0,21.0,0.0
n24,ALL,11,2999.0,0.003667889296432144
n24,Exp,10,2364.0,0.004230118443316413
n24,Gro,1,146.0,0.00684931506849315
n24,Clim,1,341.0,0.002932551319648094
n24,Sta,1,116.0,0.008620689655172414
n24,CD1,0,1.0,0.0
n24,Scra,0,10.0,0.0
n24,Stiff,1,21.0,0.047619047619047616
n25,ALL,11,2999.0,0.003667889296432144
n25,Exp,9,2364.0,0.0038071065989847717
n25,Gro,2,146.0,0.0136986301369863
n25,Clim,1,341.0,0.002932551319648094
n25,Sta,1,116.0,0.008620689655172414
n25,CD1,0,1.0,0.0
n25,Scra,0,10.0,0.0
n25,Stiff,0,21.0,0.0
n26,ALL,10,2999.0,0.003334444814938313
n26,Exp,8,2364.0,0.00338409475465313
n26,Gro,1,146.0,0.00684931506849315
n26,Clim,3,341.0,0.008797653958944282
n26,Sta,1,116.0,0.008620689655172414
n26,CD1,0,1.0,0.0
n26,Scra,0,10.0,0.0
n26,Stiff,0,21.0,0.0
n27,ALL,8,2999.0,0.00266755585195065
n27,Exp,7,2364.0,0.002961082910321489
n27,Gro,0,146.0,0.0
n27,Clim,0,341.0,0.0
n27,Sta,1,116.0,0.008620689655172414
n27,CD1,0,1.0,0.0
n27,Scra,0,10.0,0.0
n27,Stiff,1,21.0,0.047619047619047616
n28,ALL,10,2999.0,0.003334444814938313
n28,Exp,9,2364.0,0.0038071065989847717
n28,Gro,1,146.0,0.00684931506849315
n28,Clim,3,341.0,0.008797653958944282
n28,Sta,1,116.0,0.008620689655172414
n28,CD1,0,1.0,0.0
n28,Scra,0,10.0,0.0
n28,Stiff,1,21.0,0.047619047619047616
n29,ALL,12,2999.0,0.0040013337779259755
n29,Exp,9,2364.0,0.0038071065989847717
n29,Gro,1,146.0,0.00684931506849315
n29,Clim,1,341.0,0.002932551319648094
n29,Sta,1,116.0,0.008620689655172414
n29,CD1,0,1.0,0.0
n29,Scra,0,10.0,0.0
n29,Stiff,0,21.0,0.0
n30,ALL,15,2999.0,0.005001667222407469
n30,Exp,14,2364.0,0.005922165820642978
n30,Gro,1,146.0,0.00684931506849315
n30,Clim,1,341.0,0.002932551319648094
n30,Sta,0,116.0,0.0
n30,CD1,0,1.0,0.0
n30,Scra,0,10.0,0.0
n30,Stiff,0,21.0,0.0
n31,ALL,10,2999.0,0.003334444814938313
n31,Exp,9,2364.0,0.0038071065989847717
n31,Gro,2,146.0,0.0136986301369863
n31,Clim,3,341.0,0.008797653958944282
n31,Sta,1,116.0,0.008620689655172414
n31,CD1,0,1.0,0.0
n31,Scra,0,10.0,0.0
n31,Stiff,0,21.0,0.0
n32,ALL,13,2999.0,0.004334778259419807
n32,Exp,10,2364.0,0.004230118443316413
n32,Gro,1,146.0,0.00684931506849315
n32,Clim,4,341.0,0.011730205278592375
n32,Sta,1,116.0,0.008620689655172414
n32,CD1,0,1.0,0.0
n32,Scra,0,10.0,0.0
n32,Stiff,0,21.0,0.0
n33,ALL,14,2999.0,0.004668222740913638
n33,Exp,11,2364.0,0.004653130287648054
n33,Gro,2,146.0,0.0136986301369863
n33,Clim,0,341.0,0.0
n33,Sta,2,116.0,0.017241379310344827
n33,CD1,0,1.0,0.0
n33,Scra,0,10.0,0.0
n33,Stiff,0,21.0,0.0
n34,ALL,16,2999.0,0.0053351117039013
n34,Exp,13,2364.0,0.005499153976311337
n34,Gro,1,146.0,0.00684931506849315
n34,Clim,2,341.0,0.005865102639296188
n34,Sta,1,116.0,0.008620689655172414
n34,CD1,0,1.0,0.0
n34,Scra,0,10.0,0.0
n34,Stiff,1,21.0,0.047619047619047616
n35,ALL,18,2999.0,0.006002000666888963
n35,Exp,10,2364.0,0.004230118443316413
n35,Gro,1,146.0,0.00684931506849315
n35,Clim,2,341.0,0.005865102639296188
n35,Sta,1,116.0,0.008620689655172414
n35,CD1,0,1.0,0.0
n35,Scra,0,10.0,0.0
n35,Stiff,0,21.0,0.0
n36,ALL,8,2999.0,0.00266755585195065
n36,Exp,7,2364.0,0.002961082910321489
n36,Gro,1,146.0,0.00684931506849315
n36,Clim,2,341.0,0.005865102639296188
n36,Sta,1,116.0,0.008620689655172414
n36,CD1,0,1.0,0.0
n36,Scra,0,10.0,0.0
n36,Stiff,0,21.0,0.0
n37,ALL,17,2999.0,0.0056685561853951315
n37,Exp,13,2364.0,0.005499153976311337
n37,Gro,0,146.0,0.0
n37,Clim,3,341.0,0.008797653958944282
n37,Sta,1,116.0,0.008620689655172414
n37,CD1,0,1.0,0.0
n37,Scra,0,10.0,0.0
n37,Stiff,0,21.0,0.0
n38,ALL,10,2999.0,0.003334444814938313
n38,Exp,11,2364.0,0.004653130287648054
n38,Gro,1,146.0,0.00684931506849315
n38,Clim,1,341.0,0.002932551319648094
n38,Sta,0,116.0,0.0
n38,CD1,0,1.0,0.0
n38,Scra,0,10.0,0.0
n38,Stiff,0,21.0,0.0
n39,ALL,11,2999.0,0.003667889296432144
n39,Exp,13,2364.0,0.005499153976311337
n39,Gro,1,146.0,0.00684931506849315
n39,Clim,1,341.0,0.002932551319648094
n39,Sta,2,116.0,0.017241379310344827
n39,CD1,0,1.0,0.0
n39,Scra,0,10.0,0.0
n39,Stiff,0,21.0,0.0
n40,ALL,12,2999.0,0.0040013337779259755
n40,Exp,8,2364.0,0.00338409475465313
n40,Gro,0,146.0,0.0
n40,Clim,3,341.0,0.008797653958944282
n40,Sta,1,116.0,0.008620689655172414
n40,CD1,0,1.0,0.0
n40,Scra,0,10.0,0.0
