neuron,behavior,calcium_events,duration_seconds,frequency_hz
n1,ALL,7,2996.0,0.002336448598130841
n1,Open-arm,0,412.0,0.0
n1,Middle,0,224.0,0.0
n1,Close-arm,6,1109.0,0.005410279531109108
n1,Close-arm-Stand,0,55.0,0.0
n1,Open-arm-probe,0,126.0,0.0
n1,Close-arm-excrete,0,15.0,0.0
n1,Close-arm-stiff,3,609.0,0.0049261083743842365
n1,Close-arm-groom,2,259.0,0.007722007722007722
n1,Middle-stiff,0,35.0,0.0
n1,Middle-probeOpen,0,19.0,0.0
n1,Open-arm-Clime,0,5.0,0.0
n1,Close-arm-scratch,0,13.0,0.0
n1,Middle-Clime,0,20.0,0.0
n1,Middle-Stand,0,15.0,0.0
n2,ALL,10,2996.0,0.0033377837116154874
n2,Open-arm,3,412.0,0.007281553398058253
n2,Middle,1,224.0,0.004464285714285714
n2,Close-arm,6,1109.0,0.005410279531109108
n2,Close-arm-Stand,0,55.0,0.0
n2,Open-arm-probe,1,126.0,0.007936507936507936
n2,Close-arm-excrete,0,15.0,0.0
n2,Close-arm-stiff,3,609.0,0.0049261083743842365
n2,Close-arm-groom,2,259.0,0.007722007722007722
n2,Middle-stiff,0,35.0,0.0
n2,Middle-probeOpen,0,19.0,0.0
n2,Open-arm-Clime,0,5.0,0.0
n2,Close-arm-scratch,0,13.0,0.0
n2,Middle-Clime,1,20.0,0.05
n2,Middle-Stand,0,15.0,0.0
n3,ALL,6,2996.0,0.0020026702269692926
n3,Open-arm,1,412.0,0.0024271844660194173
n3,Middle,2,224.0,0.008928571428571428
n3,Close-arm,5,1109.0,0.004508566275924256
n3,Close-arm-Stand,0,55.0,0.0
n3,Open-arm-probe,2,126.0,0.015873015873015872
n3,Close-arm-excrete,0,15.0,0.0
n3,Close-arm-stiff,2,609.0,0.003284072249589491
n3,Close-arm-groom,0,259.0,0.0
n3,Middle-stiff,0,35.0,0.0
n3,Middle-probeOpen,0,19.0,0.0
n3,Open-arm-Clime,0,5.0,0.0
n3,Close-arm-scratch,1,13.0,0.07692307692307693
n3,Middle-Clime,0,20.0,0.0
n3,Middle-Stand,0,15.0,0.0
n4,ALL,11,2996.0,0.003671562082777036
n4,Open-arm,2,412.0,0.0048543689320388345
n4,Middle,2,224.0,0.008928571428571428
n4,Close-arm,7,1109.0,0.0063119927862939585
n4,Close-arm-Stand,1,55.0,0.01818181818181818
n4,Open-arm-probe,1,126.0,0.007936507936507936
n4,Close-arm-excrete,0,15.0,0.0
n4,Close-arm-stiff,1,609.0,0.0016420361247947454
n4,Close-arm-groom,1,259.0,0.003861003861003861
n4,Middle-stiff,0,35.0,0.0
n4,Middle-probeOpen,0,19.0,0.0
n4,Open-arm-Clime,0,5.0,0.0
n4,Close-arm-scratch,0,13.0,0.0
n4,Middle-Clime,0,20.0,0.0
n4,Middle-Stand,0,15.0,0.0
n6,ALL,13,2996.0,0.0043391188251001335
n6,Open-arm,3,412.0,0.007281553398058253
n6,Middle,2,224.0,0.008928571428571428
n6,Close-arm,5,1109.0,0.004508566275924256
n6,Close-arm-Stand,0,55.0,0.0
n6,Open-arm-probe,2,126.0,0.015873015873015872
n6,Close-arm-excrete,0,15.0,0.0
n6,Close-arm-stiff,3,609.0,0.0049261083743842365
n6,Close-arm-groom,2,259.0,0.007722007722007722
n6,Middle-stiff,0,35.0,0.0
n6,Middle-probeOpen,0,19.0,0.0
n6,Open-arm-Clime,0,5.0,0.0
n6,Close-arm-scratch,0,13.0,0.0
n6,Middle-Clime,0,20.0,0.0
n6,Middle-Stand,0,15.0,0.0
n7,ALL,14,2996.0,0.004672897196261682
n7,Open-arm,3,412.0,0.007281553398058253
n7,Middle,1,224.0,0.004464285714285714
n7,Close-arm,4,1109.0,0.0036068530207394047
n7,Close-arm-Stand,0,55.0,0.0
n7,Open-arm-probe,1,126.0,0.007936507936507936
n7,Close-arm-excrete,0,15.0,0.0
n7,Close-arm-stiff,4,609.0,0.006568144499178982
n7,Close-arm-groom,1,259.0,0.003861003861003861
n7,Middle-stiff,0,35.0,0.0
n7,Middle-probeOpen,0,19.0,0.0
n7,Open-arm-Clime,0,5.0,0.0
n7,Close-arm-scratch,0,13.0,0.0
n7,Middle-Clime,0,20.0,0.0
n7,Middle-Stand,0,15.0,0.0
n8,ALL,6,2996.0,0.0020026702269692926
n8,Open-arm,3,412.0,0.007281553398058253
n8,Middle,1,224.0,0.004464285714285714
n8,Close-arm,3,1109.0,0.002705139765554554
n8,Close-arm-Stand,1,55.0,0.01818181818181818
n8,Open-arm-probe,1,126.0,0.007936507936507936
n8,Close-arm-excrete,0,15.0,0.0
n8,Close-arm-stiff,3,609.0,0.0049261083743842365
n8,Close-arm-groom,3,259.0,0.011583011583011582
n8,Middle-stiff,0,35.0,0.0
n8,Middle-probeOpen,0,19.0,0.0
n8,Open-arm-Clime,0,5.0,0.0
n8,Close-arm-scratch,0,13.0,0.0
n8,Middle-Clime,1,20.0,0.05
n8,Middle-Stand,0,15.0,0.0
n9,ALL,16,2996.0,0.0053404539385847796
n9,Open-arm,2,412.0,0.0048543689320388345
n9,Middle,1,224.0,0.004464285714285714
n9,Close-arm,9,1109.0,0.008115419296663661
n9,Close-arm-Stand,1,55.0,0.01818181818181818
n9,Open-arm-probe,2,126.0,0.015873015873015872
n9,Close-arm-excrete,0,15.0,0.0
n9,Close-arm-stiff,4,609.0,0.006568144499178982
n9,Close-arm-groom,3,259.0,0.011583011583011582
n9,Middle-stiff,0,35.0,0.0
n9,Middle-probeOpen,0,19.0,0.0
n9,Open-arm-Clime,0,5.0,0.0
n9,Close-arm-scratch,0,13.0,0.0
n9,Middle-Clime,0,20.0,0.0
n9,Middle-Stand,0,15.0,0.0
n10,ALL,10,2996.0,0.0033377837116154874
n10,Open-arm,0,412.0,0.0
n10,Middle,3,224.0,0.013392857142857142
n10,Close-arm,6,1109.0,0.005410279531109108
n10,Close-arm-Stand,1,55.0,0.01818181818181818
n10,Open-arm-probe,1,126.0,0.007936507936507936
n10,Close-arm-excrete,0,15.0,0.0
n10,Close-arm-stiff,5,609.0,0.008210180623973728
n10,Close-arm-groom,1,259.0,0.003861003861003861
n10,Middle-stiff,0,35.0,0.0
n10,Middle-probeOpen,0,19.0,0.0
n10,Open-arm-Clime,0,5.0,0.0
n10,Close-arm-scratch,0,13.0,0.0
n10,Middle-Clime,0,20.0,0.0
n10,Middle-Stand,0,15.0,0.0
n11,ALL,7,2996.0,0.002336448598130841
n11,Open-arm,3,412.0,0.007281553398058253
n11,Middle,1,224.0,0.004464285714285714
n11,Close-arm,2,1109.0,0.0018034265103697023
n11,Close-arm-Stand,1,55.0,0.01818181818181818
n11,Open-arm-probe,1,126.0,0.007936507936507936
n11,Close-arm-excrete,0,15.0,0.0
n11,Close-arm-stiff,2,609.0,0.003284072249589491
n11,Close-arm-groom,1,259.0,0.003861003861003861
n11,Middle-stiff,0,35.0,0.0
n11,Middle-probeOpen,0,19.0,0.0
n11,Open-arm-Clime,0,5.0,0.0
n11,Close-arm-scratch,0,13.0,0.0
n11,Middle-Clime,0,20.0,0.0
n11,Middle-Stand,0,15.0,0.0
n12,ALL,11,2996.0,0.003671562082777036
n12,Open-arm,3,412.0,0.007281553398058253
n12,Middle,3,224.0,0.013392857142857142
n12,Close-arm,8,1109.0,0.007213706041478809
n12,Close-arm-Stand,0,55.0,0.0
n12,Open-arm-probe,1,126.0,0.007936507936507936
n12,Close-arm-excrete,0,15.0,0.0
n12,Close-arm-stiff,3,609.0,0.0049261083743842365
n12,Close-arm-groom,2,259.0,0.007722007722007722
n12,Middle-stiff,0,35.0,0.0
n12,Middle-probeOpen,0,19.0,0.0
n12,Open-arm-Clime,0,5.0,0.0
n12,Close-arm-scratch,0,13.0,0.0
n12,Middle-Clime,0,20.0,0.0
n12,Middle-Stand,0,15.0,0.0
n13,ALL,9,2996.0,0.0030040053404539386
n13,Open-arm,2,412.0,0.0048543689320388345
n13,Middle,3,224.0,0.013392857142857142
n13,Close-arm,5,1109.0,0.004508566275924256
n13,Close-arm-Stand,0,55.0,0.0
n13,Open-arm-probe,2,126.0,0.015873015873015872
n13,Close-arm-excrete,0,15.0,0.0
n13,Close-arm-stiff,2,609.0,0.003284072249589491
n13,Close-arm-groom,0,259.0,0.0
n13,Middle-stiff,0,35.0,0.0
n13,Middle-probeOpen,0,19.0,0.0
n13,Open-arm-Clime,0,5.0,0.0
n13,Close-arm-scratch,0,13.0,0.0
n13,Middle-Clime,0,20.0,0.0
n13,Middle-Stand,0,15.0,0.0
n14,ALL,13,2996.0,0.0043391188251001335
n14,Open-arm,4,412.0,0.009708737864077669
n14,Middle,2,224.0,0.008928571428571428
n14,Close-arm,5,1109.0,0.004508566275924256
n14,Close-arm-Stand,0,55.0,0.0
n14,Open-arm-probe,1,126.0,0.007936507936507936
n14,Close-arm-excrete,0,15.0,0.0
n14,Close-arm-stiff,4,609.0,0.006568144499178982
n14,Close-arm-groom,0,259.0,0.0
n14,Middle-stiff,0,35.0,0.0
n14,Middle-probeOpen,0,19.0,0.0
n14,Open-arm-Clime,0,5.0,0.0
n14,Close-arm-scratch,0,13.0,0.0
n14,Middle-Clime,0,20.0,0.0
n14,Middle-Stand,0,15.0,0.0
n15,ALL,20,2996.0,0.006675567423230975
n15,Open-arm,2,412.0,0.0048543689320388345
n15,Middle,2,224.0,0.008928571428571428
n15,Close-arm,5,1109.0,0.004508566275924256
n15,Close-arm-Stand,0,55.0,0.0
n15,Open-arm-probe,1,126.0,0.007936507936507936
n15,Close-arm-excrete,0,15.0,0.0
n15,Close-arm-stiff,4,609.0,0.006568144499178982
n15,Close-arm-groom,2,259.0,0.007722007722007722
n15,Middle-stiff,0,35.0,0.0
n15,Middle-probeOpen,0,19.0,0.0
n15,Open-arm-Clime,0,5.0,0.0
n15,Close-arm-scratch,0,13.0,0.0
n15,Middle-Clime,0,20.0,0.0
n15,Middle-Stand,0,15.0,0.0
n16,ALL,14,2996.0,0.004672897196261682
n16,Open-arm,5,412.0,0.012135922330097087
n16,Middle,2,224.0,0.008928571428571428
n16,Close-arm,8,1109.0,0.007213706041478809
n16,Close-arm-Stand,0,55.0,0.0
n16,Open-arm-probe,1,126.0,0.007936507936507936
n16,Close-arm-excrete,0,15.0,0.0
n16,Close-arm-stiff,3,609.0,0.0049261083743842365
n16,Close-arm-groom,2,259.0,0.007722007722007722
n16,Middle-stiff,1,35.0,0.02857142857142857
n16,Middle-probeOpen,0,19.0,0.0
n16,Open-arm-Clime,0,5.0,0.0
n16,Close-arm-scratch,0,13.0,0.0
n16,Middle-Clime,0,20.0,0.0
n16,Middle-Stand,0,15.0,0.0
n17,ALL,18,2996.0,0.006008010680907877
n17,Open-arm,5,412.0,0.012135922330097087
n17,Middle,2,224.0,0.008928571428571428
n17,Close-arm,5,1109.0,0.004508566275924256
n17,Close-arm-Stand,0,55.0,0.0
n17,Open-arm-probe,1,126.0,0.007936507936507936
n17,Close-arm-excrete,0,15.0,0.0
n17,Close-arm-stiff,4,609.0,0.006568144499178982
n17,Close-arm-groom,1,259.0,0.003861003861003861
n17,Middle-stiff,0,35.0,0.0
n17,Middle-probeOpen,0,19.0,0.0
n17,Open-arm-Clime,0,5.0,0.0
n17,Close-arm-scratch,0,13.0,0.0
n17,Middle-Clime,1,20.0,0.05
n17,Middle-Stand,0,15.0,0.0
n18,ALL,13,2996.0,0.0043391188251001335
n18,Open-arm,4,412.0,0.009708737864077669
n18,Middle,2,224.0,0.008928571428571428
n18,Close-arm,6,1109.0,0.005410279531109108
n18,Close-arm-Stand,1,55.0,0.01818181818181818
n18,Open-arm-probe,2,126.0,0.015873015873015872
n18,Close-arm-excrete,0,15.0,0.0
n18,Close-arm-stiff,1,609.0,0.0016420361247947454
n18,Close-arm-groom,2,259.0,0.007722007722007722
n18,Middle-stiff,0,35.0,0.0
n18,Middle-probeOpen,0,19.0,0.0
n18,Open-arm-Clime,0,5.0,0.0
n18,Close-arm-scratch,0,13.0,0.0
n18,Middle-Clime,0,20.0,0.0
n18,Middle-Stand,0,15.0,0.0
n19,ALL,17,2996.0,0.005674232309746329
n19,Open-arm,3,412.0,0.007281553398058253
n19,Middle,0,224.0,0.0
n19,Close-arm,7,1109.0,0.0063119927862939585
n19,Close-arm-Stand,0,55.0,0.0
n19,Open-arm-probe,1,126.0,0.007936507936507936
n19,Close-arm-excrete,0,15.0,0.0
n19,Close-arm-stiff,4,609.0,0.006568144499178982
n19,Close-arm-groom,1,259.0,0.003861003861003861
n19,Middle-stiff,0,35.0,0.0
n19,Middle-probeOpen,0,19.0,0.0
n19,Open-arm-Clime,0,5.0,0.0
n19,Close-arm-scratch,0,13.0,0.0
n19,Middle-Clime,0,20.0,0.0
n19,Middle-Stand,0,15.0,0.0
n20,ALL,11,2996.0,0.003671562082777036
n20,Open-arm,3,412.0,0.007281553398058253
n20,Middle,2,224.0,0.008928571428571428
n20,Close-arm,8,1109.0,0.007213706041478809
n20,Close-arm-Stand,1,55.0,0.01818181818181818
n20,Open-arm-probe,2,126.0,0.015873015873015872
n20,Close-arm-excrete,0,15.0,0.0
n20,Close-arm-stiff,0,609.0,0.0
n20,Close-arm-groom,1,259.0,0.003861003861003861
n20,Middle-stiff,0,35.0,0.0
n20,Middle-probeOpen,0,19.0,0.0
n20,Open-arm-Clime,0,5.0,0.0
n20,Close-arm-scratch,0,13.0,0.0
n20,Middle-Clime,0,20.0,0.0
n20,Middle-Stand,0,15.0,0.0
n21,ALL,11,2996.0,0.003671562082777036
n21,Open-arm,2,412.0,0.0048543689320388345
n21,Middle,4,224.0,0.017857142857142856
n21,Close-arm,8,1109.0,0.007213706041478809
n21,Close-arm-Stand,0,55.0,0.0
n21,Open-arm-probe,1,126.0,0.007936507936507936
n21,Close-arm-excrete,0,15.0,0.0
n21,Close-arm-stiff,3,609.0,0.0049261083743842365
n21,Close-arm-groom,2,259.0,0.007722007722007722
n21,Middle-stiff,1,35.0,0.02857142857142857
n21,Middle-probeOpen,0,19.0,0.0
n21,Open-arm-Clime,0,5.0,0.0
n21,Close-arm-scratch,0,13.0,0.0
n21,Middle-Clime,0,20.0,0.0
n21,Middle-Stand,0,15.0,0.0
n22,ALL,11,2996.0,0.003671562082777036
n22,Open-arm,3,412.0,0.007281553398058253
n22,Middle,1,224.0,0.004464285714285714
n22,Close-arm,4,1109.0,0.0036068530207394047
n22,Close-arm-Stand,0,55.0,0.0
n22,Open-arm-probe,2,126.0,0.015873015873015872
n22,Close-arm-excrete,0,15.0,0.0
n22,Close-arm-stiff,4,609.0,0.006568144499178982
n22,Close-arm-groom,2,259.0,0.007722007722007722
n22,Middle-stiff,0,35.0,0.0
n22,Middle-probeOpen,0,19.0,0.0
n22,Open-arm-Clime,0,5.0,0.0
n22,Close-arm-scratch,0,13.0,0.0
n22,Middle-Clime,0,20.0,0.0
n22,Middle-Stand,0,15.0,0.0
n23,ALL,12,2996.0,0.004005340453938585
n23,Open-arm,2,412.0,0.0048543689320388345
n23,Middle,2,224.0,0.008928571428571428
n23,Close-arm,9,1109.0,0.008115419296663661
n23,Close-arm-Stand,0,55.0,0.0
n23,Open-arm-probe,1,126.0,0.007936507936507936
n23,Close-arm-excrete,0,15.0,0.0
n23,Close-arm-stiff,3,609.0,0.0049261083743842365
n23,Close-arm-groom,1,259.0,0.003861003861003861
n23,Middle-stiff,0,35.0,0.0
n23,Middle-probeOpen,0,19.0,0.0
n23,Open-arm-Clime,0,5.0,0.0
n23,Close-arm-scratch,0,13.0,0.0
n23,Middle-Clime,0,20.0,0.0
n23,Middle-Stand,0,15.0,0.0
n24,ALL,8,2996.0,0.0026702269692923898
n24,Open-arm,1,412.0,0.0024271844660194173
n24,Middle,0,224.0,0.0
n24,Close-arm,5,1109.0,0.004508566275924256
n24,Close-arm-Stand,1,55.0,0.01818181818181818
