graph_id,node_id,feat
1,140,"0.4912646000661124,-1.4569585395408071,-1.229924830423431"
1,141,"0.6898532505005596,0.4912646000661124,-1.4569585395408071"
1,142,"0.30716185914610833,0.6898532505005596,0.4912646000661124"
1,143,"-0.23619143773223444,0.30716185914610833,0.6898532505005596"
1,144,"0.049312669788921196,-0.23619143773223444,0.30716185914610833"
1,145,"-0.5806927040031267,0.049312669788921196,-0.23619143773223444"
1,146,"-1.3076219814554833,-0.5806927040031267,0.049312669788921196"
1,147,"-0.5883307290198451,-1.3076219814554833,-0.5806927040031267"
1,148,"1.4491782892306813,-0.5883307290198451,-1.3076219814554833"
1,149,"-0.8166813390021557,1.4491782892306813,-0.5883307290198451"
1,150,"-1.3289557754676675,-0.8166813390021557,1.4491782892306813"
1,151,"0.11989855615022883,-1.3289557754676675,-0.8166813390021557"
1,152,"-0.13795063320695833,0.11989855615022883,-1.3289557754676675"
1,153,"-0.09580980552856325,-0.13795063320695833,0.11989855615022883"
1,154,"0.5173392371921101,-0.09580980552856325,-0.13795063320695833"
1,155,"0.5776532968068305,0.5173392371921101,-0.09580980552856325"
1,156,"-1.6002373536473504,0.5776532968068305,0.5173392371921101"
1,157,"1.8208077133195517,-1.6002373536473504,0.5776532968068305"
1,158,"-0.388425177720447,1.8208077133195517,-1.6002373536473504"
1,159,"0.486787137125286,-0.388425177720447,1.8208077133195517"
1,160,"1.5837655576285588,0.486787137125286,-0.388425177720447"
1,161,"1.0733347823739714,1.5837655576285588,0.486787137125286"
1,162,"4.438543252666996,1.0733347823739714,1.5837655576285588"
1,163,"-0.8817362417306729,4.438543252666996,1.0733347823739714"
1,164,"-0.038129547643761,-0.8817362417306729,4.438543252666996"
1,165,"0.4164646309369487,-0.038129547643761,-0.8817362417306729"
1,166,"-1.2841811460593708,0.4164646309369487,-0.038129547643761"
1,167,"0.144919672584279,-1.2841811460593708,0.4164646309369487"
1,168,"-0.9064939779917363,0.144919672584279,-1.2841811460593708"
1,169,"-0.22539285063964054,-0.9064939779917363,0.144919672584279"
1,170,"-1.9997850760731597,-0.22539285063964054,-0.9064939779917363"
2,1,"0.9436815559318146,-0.2971655740683891,1.2966790229485383"
2,2,"1.8046266836733917,0.9436815559318146,-0.2971655740683891"
2,3,"1.015925215377727,1.8046266836733917,0.9436815559318146"
2,4,"0.8156358974656346,1.015925215377727,1.8046266836733917"
2,5,"2.2824313002845895,0.8156358974656346,1.015925215377727"
2,6,"0.18736517635328825,2.2824313002845895,0.8156358974656346"
2,7,"0.0770067586479967,0.18736517635328825,2.2824313002845895"
2,8,"-0.05876149789690185,0.0770067586479967,0.18736517635328825"
2,9,"-0.3614375193685467,-0.05876149789690185,0.0770067586479967"
2,10,"1.2167127654239387,-0.3614375193685467,-0.05876149789690185"
2,11,"0.8577365127978912,1.2167127654239387,-0.3614375193685467"
2,12,"-1.5522123198907234,0.8577365127978912,1.2167127654239387"
2,13,"0.32562459356873713,-1.5522123198907234,0.8577365127978912"
2,14,"-0.43044266994273733,0.32562459356873713,-1.5522123198907234"
2,15,"1.0184163760482772,-0.43044266994273733,0.32562459356873713"
2,16,"0.42950599353061664,1.0184163760482772,-0.43044266994273733"
2,17,"-0.6108027024904428,0.42950599353061664,1.0184163760482772"
2,18,"-0.3420064661382636,-0.6108027024904428,0.42950599353061664"
2,19,"-0.6571382909626443,-0.3420064661382636,-0.6108027024904428"
2,20,"-1.5773730426632628,-0.6571382909626443,-0.3420064661382636"
2,21,"-1.444843294990086,-1.5773730426632628,-0.6571382909626443"
2,22,"0.8146394331974113,-1.444843294990086,-1.5773730426632628"
2,23,"-0.9603125445684085,0.8146394331974113,-1.444843294990086"
2,24,"0.13430345407060712,-0.9603125445684085,0.8146394331974113"
2,25,"-1.4847018657188598,0.13430345407060712,-0.9603125445684085"
2,26,"0.003019286732705399,-1.4847018657188598,0.13430345407060712"
2,27,"-1.0198512845945173,0.003019286732705399,-1.4847018657188598"
2,28,"0.6557033824164198,-1.0198512845945173,0.003019286732705399"
2,29,"-1.2081830312879778,0.6557033824164198,-1.0198512845945173"
2,30,"-1.0544784179151387,-1.2081830312879778,0.6557033824164198"
2,31,"-1.0746568193465775,-1.0544784179151387,-1.2081830312879778"
2,32,"-1.1033051670578906,-1.0746568193465775,-1.0544784179151387"
2,33,"0.5034934654459079,-1.1033051670578906,-1.0746568193465775"
2,34,"-0.44040731262492294,0.5034934654459079,-1.1033051670578906"
2,35,"-0.23961976257872677,-0.44040731262492294,0.5034934654459079"
2,36,"1.1668895520129636,-0.23961976257872677,-0.44040731262492294"
2,37,"1.0326159918704079,1.1668895520129636,-0.23961976257872677"
2,38,"0.8348178346288502,1.0326159918704079,1.1668895520129636"
2,39,"-1.2233791113783314,0.8348178346288502,1.0326159918704079"
2,40,"-1.507620543887901,-1.2233791113783314,0.8348178346288502"
2,41,"-0.815576109609532,-1.507620543887901,-1.2233791113783314"
2,42,"-0.8721254568309867,-0.815576109609532,-1.507620543887901"
2,43,"-0.6820498976681318,-0.8721254568309867,-0.815576109609532"
2,44,"1.5076803317440033,-0.6820498976681318,-0.8721254568309867"
2,45,"0.19284572982850834,1.5076803317440033,-0.6820498976681318"
2,46,"-0.24759147672448154,0.19284572982850834,1.5076803317440033"
2,47,"-0.5589865605430369,-0.24759147672448154,0.19284572982850834"
2,48,"0.9982379746168385,-0.5589865605430369,-0.24759147672448154"
2,49,"-0.070719069115534,0.9982379746168385,-0.5589865605430369"
2,50,"-0.7348625038837611,-0.070719069115534,0.9982379746168385"
2,51,"2.02285235841344,-0.7348625038837611,-0.070719069115534"
2,52,"-1.6421432200975241,2.02285235841344,-0.7348625038837611"
2,53,"0.5809685622999572,-1.6421432200975241,2.02285235841344"
2,54,"0.1993227475719204,0.5809685622999572,-1.6421432200975241"
2,55,"-0.28072391364277577,0.1993227475719204,0.5809685622999572"
2,56,"-0.3370241447971629,-0.28072391364277577,0.1993227475719204"
2,57,"-0.09862006862567567,-0.3370241447971629,-0.28072391364277577"
2,58,"-0.4471334464354026,-0.09862006862567567,-0.3370241447971629"
2,59,"-0.1755969333456211,-0.4471334464354026,-0.09862006862567567"
2,60,"-0.20773290599569208,-0.1755969333456211,-0.4471334464354026"
2,61,"-0.21919224508022042,-0.20773290599569208,-0.1755969333456211"
2,62,"0.0002790099951031755,-0.21919224508022042,-0.20773290599569208"
2,63,"-0.5021880972545302,0.0002790099951031755,-0.21919224508022042"
2,64,"-0.3053864042811958,-0.5021880972545302,0.0002790099951031755"
2,65,"0.1308158291318492,-0.3053864042811958,-0.5021880972545302"
2,66,"-0.5632215336829661,0.1308158291318492,-0.3053864042811958"
2,67,"-0.28072391364277577,-0.5632215336829661,0.1308158291318492"
2,68,"-0.8584240731429756,-0.28072391364277577,-0.5632215336829661"
2,69,"-0.31360723449400246,-0.8584240731429756,-0.28072391364277577"
2,70,"1.7799641930349561,-0.31360723449400246,-0.8584240731429756"
2,71,"0.33085603097688965,1.7799641930349561,-0.31360723449400246"
2,72,"-0.175846049412673,0.33085603097688965,1.7799641930349561"
2,73,"0.753107764634856,-0.175846049412673,0.33085603097688965"
2,74,"-0.6902707278809386,0.753107764634856,-0.175846049412673"
2,75,"1.0134340547071767,-0.6902707278809386,0.753107764634856"
2,76,"-0.8733710371662619,1.0134340547071767,-0.6902707278809386"
2,77,"-0.7251469772686274,-0.8733710371662619,1.0134340547071767"
2,78,"1.5707066967088859,-0.7251469772686274,-0.8733710371662619"
2,79,"0.3991138333499246,1.5707066967088859,-0.7251469772686274"
2,80,"1.5181432065603084,0.3991138333499246,1.5707066967088859"
2,81,"-0.31310900235989864,1.5181432065603084,0.3991138333499246"
2,82,"-1.655844603785551,-0.31310900235989864,1.5181432065603084"
2,83,"-1.3651261535325383,-1.655844603785551,-0.31310900235989864"
2,84,"-0.3733950905871788,-1.3651261535325383,-1.655844603785551"
2,85,"-0.4588419015869828,-0.3733950905871788,-1.3651261535325383"
2,86,"1.6133055441752617,-0.4588419015869828,-0.3733950905871788"
2,87,"-1.534275963062783,1.6133055441752617,-0.4588419015869828"
2,88,"0.9703369751066968,-1.534275963062783,1.6133055441752617"
2,89,"1.4775372876303632,0.9703369751066968,-1.534275963062783"
2,90,"-0.16812345133397016,1.4775372876303632,0.9703369751066968"
2,91,"-0.9274292237171663,-0.16812345133397016,1.4775372876303632"
2,92,"0.1552292037032173,-0.9274292237171663,-0.16812345133397016"
2,93,"1.7199272208747278,0.1552292037032173,-0.9274292237171663"
2,94,"1.160412534269536,1.7199272208747278,0.1552292037032173"
2,95,"0.26932436241433433,1.160412534269536,1.7199272208747278"
2,96,"1.4815231447032406,0.26932436241433433,1.160412534269536"
2,97,"0.13604726654000174,1.4815231447032406,0.26932436241433433"
2,98,"-1.126971193428103,0.13604726654000174,1.4815231447032406"
2,99,"1.1686333644823583,-1.126971193428103,0.13604726654000174"
2,100,"-0.826288100492889,1.1686333644823583,-1.126971193428103"
2,101,"1.5440512775340036,-0.826288100492889,1.1686333644823583"
2,102,"-1.993396874644869,1.5440512775340036,-0.826288100492889"
2,103,"-1.3514247698445114,-1.993396874644869,1.5440512775340036"
2,104,"3.125190955131143,-1.3514247698445114,-1.993396874644869"
2,105,"0.7080177564979296,3.125190955131143,-1.3514247698445114"
2,106,"1.1952887836572248,0.7080177564979296,3.125190955131143"
2,107,"-0.10185857749738171,1.1952887836572248,0.7080177564979296"
2,108,"-1.3581509036549912,-0.10185857749738171,1.1952887836572248"
2,109,"0.33434365591566323,-1.3581509036549912,-0.10185857749738171"
2,110,"-2.0235399187585092,0.33434365591566323,-1.3581509036549912"
2,111,"0.403099690422802,-2.0235399187585092,0.33434365591566323"
2,112,"-0.30987049348819257,0.403099690422802,-2.0235399187585092"
2,113,"0.7765246749380165,-0.30987049348819257,0.403099690422802"
2,114,"1.4556150737295455,0.7765246749380165,-0.30987049348819257"
2,115,"-1.0260791862708776,1.4556150737295455,0.7765246749380165"
2,116,"0.8343196024947463,-1.0260791862708776,1.4556150737295455"
2,117,"1.3113768709047884,0.8343196024947463,-1.0260791862708776"
2,118,"-0.5375625787763229,1.3113768709047884,0.8343196024947463"
2,119,"1.0532926254359505,-0.5375625787763229,1.3113768709047884"
2,120,"1.131265954424119,1.0532926254359505,-0.5375625787763229"
2,121,"0.46786986785706336,1.131265954424119,1.0532926254359505"
2,122,"0.3099302813442795,0.46786986785706336,1.131265954424119"
2,123,"0.47459600166754295,0.3099302813442795,0.46786986785706336"
2,124,"1.0722254465321297,0.47459600166754295,0.3099302813442795"
2,125,"-0.1863089242289781,1.0722254465321297,0.47459600166754295"
2,126,"-0.5679547389570149,-0.1863089242289781,1.0722254465321297"
2,127,"1.4047953960503472,-0.5679547389570149,-0.1863089242289781"
2,128,"-0.5502674981961108,1.4047953960503472,-0.5679547389570149"
2,129,"-0.579912310175647,-0.5502674981961108,1.4047953960503472"
2,130,"0.31565995088653587,-0.579912310175647,-0.5502674981961108"
2,131,"-0.9045105455481096,0.31565995088653587,-0.579912310175647"
2,132,"0.5854526515069384,-0.9045105455481096,0.31565995088653587"
2,133,"-0.24784059279153345,0.5854526515069384,-0.9045105455481096"
2,134,"-1.718372736616314,-0.24784059279153345,0.5854526515069384"
2,135,"0.7533568807019079,-1.718372736616314,-0.24784059279153345"
2,136,"-0.6020836401435323,0.7533568807019079,-1.718372736616314"
2,137,"1.7657645772128256,-0.6020836401435323,0.7533568807019079"
2,138,"1.29070023733923,1.7657645772128256,-0.6020836401435323"
2,139,"0.43648124340814815,1.29070023733923,1.7657645772128256"
2,140,"-0.5998415955400339,0.43648124340814815,1.29070023733923"
2,141,"-1.6568410680537586,-0.5998415955400339,0.43648124340814815"
2,142,"-0.7348625038837611,-1.6568410680537586,-0.5998415955400339"
2,143,"-1.0487487483728668,-0.7348625038837611,-1.6568410680537586"
2,144,"-0.33802060906538617,-1.0487487483728668,-0.7348625038837611"
2,145,"0.529650652486655,-0.33802060906538617,-1.0487487483728668"
2,146,"-1.7243515222256223,0.529650652486655,-0.33802060906538617"
2,147,"1.0346089204068387,-1.7243515222256223,0.529650652486655"
2,148,"0.13654549867410554,1.0346089204068387,-1.7243515222256223"
2,149,"-0.1880527366983727,0.13654549867410554,1.0346089204068387"
2,150,"0.14850306989273768,-0.1880527366983727,0.13654549867410554"
2,151,"0.09245195480540241,0.14850306989273768,-0.1880527366983727"
2,152,"0.2987200583268187,0.09245195480540241,0.14850306989273768"
2,153,"1.2647921663655193,0.2987200583268187,0.09245195480540241"
2,154,"2.0029230730490535,1.2647921663655193,0.2987200583268187"
2,155,"-1.6969487548495998,2.0029230730490535,1.2647921663655193"
2,156,"0.8495156825850845,-1.6969487548495998,2.0029230730490535"
2,157,"-0.028120221649157947,0.8495156825850845,-1.6969487548495998"
2,158,"-0.16339024605993704,-0.028120221649157947,0.8495156825850845"
2,159,"0.9685931626373022,-0.16339024605993704,-0.028120221649157947"
2,160,"-0.9600634285013411,0.9685931626373022,-0.16339024605993704"
2,161,"1.2079937030770127,-0.9600634285013411,0.9685931626373022"
2,162,"-0.07520315832251519,1.2079937030770127,-0.9600634285013411"
2,163,"-1.0462575877023321,-0.07520315832251519,1.2079937030770127"
2,164,"-1.1369358361102886,-1.0462575877023321,-0.07520315832251519"
2,165,"-0.5340749538375493,-1.1369358361102886,-1.0462575877023321"
2,166,"-1.181527612113111,-0.5340749538375493,-1.1369358361102886"
2,167,"1.2508416666104563,-1.181527612113111,-0.5340749538375493"
2,168,"-0.7856821815629438,1.2508416666104563,-1.181527612113111"
2,169,"-2.0155682046127543,-0.7856821815629438,1.2508416666104563"
2,170,"1.3108786387706688,-2.0155682046127543,-0.7856821815629438"
3,1,"0.07430894076587695,-0.444521002987403,-0.7259429004988345"
3,2,"1.583005953727998,0.07430894076587695,-0.444521002987403"
3,3,"2.242769138415127,1.583005953727998,0.07430894076587695"
3,4,"1.3913900961807302,2.242769138415127,1.583005953727998"
3,5,"0.44687063131023086,1.3913900961807302,2.242769138415127"
3,6,"0.2268013749624415,0.44687063131023086,1.3913900961807302"
3,7,"0.26948147316322385,0.2268013749624415,0.44687063131023086"
3,8,"0.472656523973207,0.26948147316322385,0.2268013749624415"
3,9,"-1.1947571041730751,0.472656523973207,0.26948147316322385"
3,10,"0.13899596460144384,-1.1947571041730751,0.472656523973207"
3,11,"0.641153994995058,0.13899596460144384,-1.1947571041730751"
3,12,"-0.3522697490638343,0.641153994995058,0.13899596460144384"
3,13,"0.1165444546104064,-0.3522697490638343,0.641153994995058"
3,14,"-0.7828496980998776,0.1165444546104064,-0.3522697490638343"
3,15,"-0.3769441808361642,-0.7828496980998776,0.1165444546104064"
3,16,"1.0170500682113366,-0.3769441808361642,-0.7828496980998776"
3,17,"0.4524279357634621,1.0170500682113366,-0.3769441808361642"
3,18,"0.2072396632870759,0.4524279357634621,1.0170500682113366"
3,19,"1.5012024321764983,0.2072396632870759,0.4524279357634621"
3,20,"-0.858651330841893,1.5012024321764983,0.2072396632870759"
3,21,"-0.7032690983296706,-0.858651330841893,1.5012024321764983"
3,22,"-0.9206708485399145,-0.7032690983296706,-0.858651330841893"
3,23,"1.9137767147840752,-0.9206708485399145,-0.7032690983296706"
3,24,"-0.499871755341547,1.9137767147840752,-0.9206708485399145"
3,25,"-2.0332432000759977,-0.499871755341547,1.9137767147840752"
3,26,"-0.754840883655609,-2.0332432000759977,-0.499871755341547"
3,27,"0.7225129321903047,-0.754840883655609,-2.0332432000759977"
3,28,"-2.2430870162298584,0.7225129321903047,-0.754840883655609"
3,29,"0.43308851626622297,-2.2430870162298584,0.7225129321903047"
3,30,"0.7149549981339074,0.43308851626622297,-2.2430870162298584"
3,31,"-0.04239445275189521,0.7149549981339074,0.43308851626622297"
3,32,"0.4606527463542387,-0.04239445275189521,0.7149549981339074"
3,33,"-0.3218157206601467,0.4606527463542387,-0.04239445275189521"
3,34,"0.3628441879774388,-0.3218157206601467,0.4606527463542387"
3,35,"0.6747201138925439,0.3628441879774388,-0.3218157206601467"
3,36,"-1.1236236071717711,0.6747201138925439,0.3628441879774388"
3,37,"-0.10908210619061419,-1.1236236071717711,0.6747201138925439"
3,38,"0.15455641707047732,-0.10908210619061419,-1.1236236071717711"
3,39,"0.15433412489235088,0.15455641707047732,-0.10908210619061419"
3,40,"0.6778322043863562,0.15433412489235088,0.15455641707047732"
3,41,"-0.16087618369469298,0.6778322043863562,0.15433412489235088"
3,42,"-0.5441078987892425,-0.16087618369469298,0.6778322043863562"
3,43,"-0.8744340754890669,-0.5441078987892425,-0.16087618369469298"
3,44,"-0.9113345770584916,-0.8744340754890669,-0.5441078987892425"
3,45,"-0.9375650540777207,-0.9113345770584916,-0.8744340754890669"
3,46,"-1.4246072163585544,-0.9375650540777207,-0.9113345770584916"
3,47,"0.4524279357634621,-1.4246072163585544,-0.9375650540777207"
3,48,"-0.823084582341241,0.4524279357634621,-1.4246072163585544"
3,49,"-1.828734396197242,-0.823084582341241,0.4524279357634621"
3,50,"-0.018164605335818203,-1.828734396197242,-0.823084582341241"
3,51,"1.271796904347272,-0.018164605335818203,-1.828734396197242"
3,52,"0.2946004892918067,1.271796904347272,-0.018164605335818203"
3,53,"-0.298252749778463,0.2946004892918067,1.271796904347272"
3,54,"0.10965339708840247,-0.298252749778463,0.2946004892918067"
3,55,"0.5155589143521159,0.10965339708840247,-0.298252749778463"
3,56,"0.503777428911274,0.5155589143521159,0.10965339708840247"
3,57,"-0.6274674655876412,0.503777428911274,0.5155589143521159"
3,58,"1.5287666622645002,-0.6274674655876412,0.503777428911274"
3,59,"-0.1933308417015327,1.5287666622645002,-0.6274674655876412"
3,60,"0.30571509819826914,-0.1933308417015327,1.5287666622645002"
3,61,"-1.5290845400792317,0.30571509819826914,-0.1933308417015327"
3,62,"-1.7191443523796002,-1.5290845400792317,0.30571509819826914"
3,63,"-0.47408586267857084,-1.7191443523796002,-1.5290845400792317"
3,64,"0.9628107767478389,-0.47408586267857084,-1.7191443523796002"
3,65,"-1.3312445015443393,0.9628107767478389,-0.47408586267857084"
3,66,"-0.4411866203154782,-1.3312445015443393,0.9628107767478389"
3,67,"0.14144117856086277,-0.4411866203154782,-1.3312445015443393"
3,68,"0.11565528589788661,0.14144117856086277,-0.4411866203154782"
3,69,"0.6078101682756984,0.11565528589788661,0.14144117856086277"
